"","Name_submitted","Accepted_name","Accepted.Symbol","Range_Size","Precip","pH","Status"
"7494","Saxifraga michauxii","Micranthes petiolaris var. petiolaris","SAMI5",85111034493,1499.330017,1.610000134,"native"
"7495","Hypericum galioides","Hypericum galioides","HYGA",2.62e+11,715.249939,3.599999905,"native"
"7496","Phlox andicola","Phlox andicola","PHAN4",3.11e+11,831.6400146,3.5,"native"
"7497","Galactia heterophylla","Galactia heterophylla","GAHE",52893962993,426.539978,2.210000038,"native"
"7498","Physalis carpenteri","Calliphysalis carpenteri","PHCA16",20703346497,463.5500488,2.909999847,"native"
"7499","Phacelia purpusii","Phacelia purpusii","PHPU2",88960563000,2787.54995,5.819999933,"native"
"7500","Stillingia aquatica","Stillingia aquatica","STAQ2",85545823033,777.1600342,3.869999886,"native"
"7501","Luziola fluitans","Luziola fluitans","LUFL2",1.39e+11,758.6099243,3.739999771,"native"
"7502","Onosmodium virginianum","Lithospermum virginianum","ONVI2",2.73e+11,1306.030029,3.170000076,"native"
"7503","Rhynchospora decurrens","Rhynchospora decurrens","RHDE",63026427134,629.8900146,3.119999886,"native"
"7504","Calopogon pallidus","Calopogon pallidus","CAPA4",1.38e+11,754.3599243,3.739999771,"native"
"7505","Astragalus asymmetricus","Astragalus asymmetricus","ASAS3",1.21e+11,1610.98999,5.719999552,"native"
"7506","Argythamnia humilis","Ditaxis humilis","ARHU5",3.23e+11,1169.850037,5.019999981,"native"
"7507","Cordia boissieri","Cordia boissieri","COBO2",27629719881,223.4099731,1.769999981,"native"
"7508","Lessingia leptoclada","Lessingia leptoclada","LELE7",88868165731,2787.54995,5.719999552,"native"
"7509","Sidalcea campestris","Sidalcea campestris","SICA2",39620712216,3181.090027,2.680000305,"native"
"7510","Bulbostylis stenophylla","Bulbostylis stenophylla","BUST",1.23e+11,732.0099487,3.869999886,"native"
"7511","Epilobium howellii","Epilobium howellii","EPHO3",32409338059,2759.559952,4.370000362,"native"
"7512","Liatris gracilis","Liatris gracilis","LIGR9",1.69e+11,758.6099243,3.869999886,"native"
"7513","Ammoselinum popei","Ammoselinum popei","AMPO4",3.35e+11,1238.60997,5.019999981,"native"
"7514","Solidago curtisii","Solidago curtisii","SOCU",1.69e+11,1450.48999,3.080000162,"native"
"7515","Scutellaria montana","Scutellaria montana","SCMO6",5860253287,492.7999268,2.080000162,"native"
"7516","Callirhoe scabriuscula","Callirhoe scabriuscula","CASC4",7443094618,171.1699829,1.129999638,"native"
"7517","Smilax auriculata","Smilax auriculata","SMAU",1.96e+11,783.5799561,3.869999886,"native"
"7518","Galium latifolium","Galium latifolium","GALA4",1.47e+11,1499.330017,3.080000162,"native"
"7519","Quercus chapmanii","Quercus chapmanii","QUCH",1.27e+11,747.9400024,3.869999886,"native"
"7520","Stewartia malacodendron","Stewartia malacodendron","STMA",1.71e+11,1339.179993,3.409999847,"native"
"7521","Cyperus distinctus","Cyperus distinctus","CYDI8",1e+11,660.1700439,3.869999886,"native"
"7522","Carex acidicola","Carex acidicola","CAAC20",11329581390,280.6199951,1.25,"native"
"7523","Tephrosia hispidula","Tephrosia hispidula","TEHI2",1.47e+11,750.8199463,3.170000076,"native"
"7524","Cardamine micranthera","Cardamine micranthera","CAMI19",3469936121,440.0100098,1.180000305,"native"
"7525","Oenothera simulans","Oenothera simulans","OESI",2.02e+11,777.1600342,3.869999886,"native"
"7526","Tradescantia hirsuticaulis","Tradescantia hirsuticaulis","TRHI5",96572530842,1010.800049,3.559999943,"native"
"7527","Ditrysinia fruticosa","Ditrysinia fruticosa","DIFR6",2.61e+11,616.5599365,3.639999866,"native"
"7528","Diervilla rivularis","Diervilla rivularis","DIRI",7342750792,667.6199951,1.409999847,"native"
"7529","Elephantopus elatus","Elephantopus elatus","ELEL3",1.66e+11,758.6099243,4.00999999,"native"
"7530","Gratiola hispida","Gratiola hispida","GRHI2",1.21e+11,754.3599243,3.869999886,"native"
"7531","Dichelostemma volubile","Dichelostemma volubile","DIVO",1.23e+11,2787.54995,5.719999552,"native"
"7532","Monarda stipitatoglandulosa","Monarda fistulosa var. stipitatoglandulosa","MOST2",29716198095,532.5700684,2.470000267,"native"
"7533","Scirpus lineatus","Scirpus lineatus","SCLI5",79430559911,528.8300781,3.119999886,"native"
"7534","Eriodictyon tomentosum","Eriodictyon tomentosum","ERTO",64222656916,1422.610008,4.459999561,"native"
"7535","Brickellia cordifolia","Brickellia cordifolia","BRCO8",25376663605,411.3300781,2.720000267,"native"
"7536","Gratiola graniticola","Gratiola graniticola","GRGR7",12131624828,278,1.429999828,"native"
"7537","Cyrilla parvifolia","Cyrilla racemiflora","CYPA6",14005135675,609.9200439,2.590000153,"native"
"7538","Baccharis glomeruliflora","Baccharis glomeruliflora","BAGL",1.25e+11,736.2599487,3.869999886,"native"
"7539","Quercus sinuata","Quercus sinuata","QUSI",1.98e+11,1287.410034,3.909999847,"native"
"7540","Spiranthes floridana","Spiranthes brevilabris var. floridana","SPFL10",69250487175,652.2399902,3.170000076,"native"
"7541","Platanthera cristata","Platanthera cristata","PLCR",3.01e+11,1190.47998,3.839999676,"native"
"7542","Eupatorium godfreyanum","Eupatorium godfreyanum","EUGO4",84566455813,933.6399536,2.360000134,"native"
"7543","Ephedra coryi","Ephedra coryi","EPCO2",45010799096,398.2700043,3.599999905,"native"
"7544","Rhynchospora latifolia","Rhynchospora latifolia","RHLA7",1.93e+11,836.0299683,4.149999619,"native"
"7545","Pityopsis aspera","Pityopsis aspera","PIAS2",1.62e+11,1216.750061,3.409999847,"native"
"7546","Hypericum myrtifolium","Hypericum myrtifolium","HYMY",1.5e+11,758.6099243,3.869999886,"native"
"7547","Smilax walteri","Smilax walteri","SMWA",2.82e+11,753.8599243,3.75,"native"
"7548","Rhynchospora miliacea","Rhynchospora miliacea","RHMI5",1.53e+11,777.1600342,3.869999886,"native"
"7549","Rubus dissimilis","Rubus setosus","RUDI3",2464747828,470.3900146,2.010000229,"native"
"7550","Triplasis americana","Triplasis americana","TRAM7",1.45e+11,702.3500366,3.869999886,"native"
"7551","Thermopsis fraxinifolia","Thermopsis mollis var. fraxinifolia","THFR3",18539647742,1276.890015,1.449999809,"native"
"7552","Ludwigia virgata","Ludwigia virgata","LUVI2",1.5e+11,635.1199951,3.409999847,"native"
"7553","Prosartes maculata","Prosartes maculata","PRMA14",61453417666,1202.710022,3.109999895,"native"
"7554","Rhapidophyllum hystrix","Rhapidophyllum hystrix","RHHY",1.56e+11,652.2399902,3.170000076,"native"
"7555","Eurybia avita","Eurybia avita","EUAV",5324213729,168.8601074,0.840000153,"native"
"7556","Justicia crassifolia","Dianthera crassifolia","JUCR",7444616966,510.8100586,2.720000267,"native"
"7557","Agalinis plukenetii","Agalinis plukenetii","AGPL",11595002403,508.3499756,1.169999599,"native"
"7558","Eriastrum brandegeeae","Eriastrum tracyi","ERBR3",75126338061,2787.54995,4.459999561,"native"
"7559","Aristida beyrichiana","Aristida beyrichiana","ARBE7",1.84e+11,754.3599243,3.869999886,"native"
"7560","Eleocharis tricostata","Eleocharis tricostata","ELTR5",77928636112,877.9299927,3.059999943,"native"
"7561","Epidendrum magnoliae","Epidendrum conopseum","EPMA3",1.36e+11,652.2399902,3.170000076,"native"
"7562","Rudbeckia mohrii","Rudbeckia mohrii","RUMO6",26336285963,450.6099854,2.720000267,"native"
"7563","Rhynchospora debilis","Rhynchospora debilis","RHDE2",91811915132,740.960022,3.75,"native"
"7564","Pinguicula lutea","Pinguicula lutea","PILU2",1.77e+11,758.6099243,3.5,"native"
"7565","Rosa bridgesii","Rosa bridgesii","ROBR3",92322027545,2787.54995,5.719999552,"native"
"7566","Tradescantia gigantea","Tradescantia gigantea","TRGI",50218143862,537.6199951,3.300000191,"native"
"7567","Quercus geminata","Quercus geminata","QUGE2",1.73e+11,754.3599243,3.5,"native"
"7568","Agalinis filifolia","Agalinis filifolia","AGFI2",1.03e+11,770.6800537,3.869999886,"native"
"7569","Rubus tygartensis","Rubus pensilvanicus","RUTY",447475055,126.0699463,0.699999809,"native"
"7570","Saxifraga micranthidifolia","Micranthes micranthidifolia","SAMI6",1.07e+11,1402.080017,2.289999962,"native"
"7571","Sabatia gentianoides","Sabatia gentianoides","SAGE",1.27e+11,678.789917,3.510000229,"native"
"7572","Isoetes tennesseensis","Isoetes tennesseensis","ISTE6",2772079866,836.2299805,1.360000134,"native"
"7573","Elephantopus nudatus","Elephantopus nudatus","ELNU",2.4e+11,753.8599243,3.879999638,"native"
"7574","Acer leucoderme","Acer saccharum subsp. leucoderme","ACLE",1.53e+11,1350.869995,4.280000448,"native"
"7575","Oreonana clementis","Oreonana clementis","ORCL",75357451651,1471.01001,4.459999561,"native"
"7576","Helianthus floridanus","Helianthus floridanus","HEFL2",47003724182,285.6500244,2.869999886,"native"
"7577","Eustachys glauca","Eustachys glauca","EUGL5",95667684688,770.6800537,3.869999886,"native"
"7578","Physalis walteri","Physalis walteri","PHWA4",1.44e+11,777.1600342,3.869999886,"native"
"7579","Salvia ballotiflora","Salvia ballotiflora","SABA5",92198155006,576.7399902,2.699999809,"native"
"7580","Serenoa repens","Serenoa repens","SERE2",1.72e+11,1143.519958,4.659999847,"native"
"7581","Crataegus pulcherrima","Crataegus pulcherrima","CRPU9",12172947892,214.1099854,1.900000095,"native"
"7582","Rhexia alifanus","Rhexia alifanus","RHAL4",2.21e+11,637.2999268,3.170000076,"native"
"7583","Pinguicula caerulea","Pinguicula caerulea","PICA7",1.6e+11,635.2000122,3.119999886,"native"
"7584","Dryopteris ludoviciana","Dryopteris ludoviciana","DRLU",1.32e+11,618.9700928,3.119999886,"native"
"7585","Amsonia ciliata","Amsonia ciliata","AMCI",2.89e+11,1381.180023,3.909999847,"native"
"7586","Lomatium bradshawii","Lomatium bradshawii","LOBR",24159283799,2666.940002,1.78000021,"native"
"7587","Crataegus opaca","Crataegus opaca","CROP",43658318413,945.7300415,3.829999924,"native"
"7588","Lechea torreyi","Lechea torreyi","LETO2",1.15e+11,758.6099243,3.869999886,"native"
"7589","Tephrosia mohrii","Tephrosia mohrii","TEMO3",11647751542,553.3800049,2.590000153,"native"
"7590","Eriocaulon compressum","Eriocaulon compressum","ERCO7",2.45e+11,806.5699463,3.880000114,"native"
"7591","Veratrum parviflorum","Veratrum parviflorum","VEPA3",97511888773,1499.330017,2.669999838,"native"
"7592","Collinsonia verticillata","Collinsonia verticillata","COVE3",35678467761,1111.640015,3.080000162,"native"
"7593","Juncus paludosus","Juncus paludosus","JUPA3",73377474597,741.1900635,3.5,"native"
"7594","Packera breweri","Packera breweri","PABR11",1.09e+11,1422.610008,5.719999552,"native"
"7595","Polygala setacea","Polygala setacea","POSE7",1.17e+11,635.2000122,3.869999886,"native"
"7596","Citharexylum brachyanthum","Citharexylum brachyanthum","CIBR3",18528692620,153.5100098,1.389999866,"native"
"7597","Juncus filipendulus","Juncus filipendulus","JUFI2",81824645326,1115.710022,3.5,"native"
"7598","Dalea ceciliana","Dalea ceciliana","DACE2",27261937242,426.6199951,2.210000038,"native"
"7599","Chorizanthe biloba","Chorizanthe biloba","CHBI2",36076223959,1350.51001,4.150000095,"native"
"7600","Chorizanthe ventricosa","Chorizanthe ventricosa","CHVE3",36076223959,1350.51001,4.150000095,"native"
"7601","Deinandra halliana","Deinandra halliana","DEHA7",36076223959,1350.51001,4.150000095,"native"
"7602","Mimulus subsecundus","Diplacus fremontii","MISU",36076223959,1350.51001,4.150000095,"native"
"7603","Abronia mellifera","Abronia mellifera","ABME",2.28e+11,3301.189972,4.240000248,"native"
"7604","Chasmanthium nitidum","Chasmanthium nitidum","CHNI",70943865577,525.6600342,3.170000076,"native"
"7605","Mimulus angustatus","Mimulus angustatus","MIAN2",1.17e+11,2787.54995,5.819999933,"native"
"7606","Hackelia mundula","Hackelia mundula","HAMU",85469131706,1666.510033,5.719999552,"native"
"7607","Taxodium ascendens","Taxodium distichum var. imbricarium","TAAS",2.05e+11,783.5799561,3.869999886,"native"
"7608","Plagiobothrys glaber","Plagiobothrys glaber","PLGL",15211363217,1263.460037,5.299999475,"native"
"7609","Minuartia uniflora","Minuartia uniflora","MIUN",45537895912,599.6299438,1.429999828,"native"
"7610","Scutellaria pseudoserrata","Scutellaria pseudoserrata","SCPS",15493272903,665.3199463,1.460000038,"native"
"7611","Holocarpha heermannii","Holocarpha heermannii","HOHE",1.16e+11,1470.959984,5.719999552,"native"
"7612","Spergularia atrosperma","Spergularia atrosperma","SPAT",76161714353,2787.54995,5.819999933,"native"
"7613","Ludwigia arcuata","Ludwigia arcuata","LUAR8",84131322773,574.2399902,3.170000076,"native"
"7614","Pinckneya bracteata","Pinckneya pubens","PIBR6",69510254832,468.3800049,2.720000267,"native"
"7615","Rhynchospora divergens","Rhynchospora divergens","RHDI3",1.36e+11,1037.789978,4.659999847,"native"
"7616","Lithospermum matamorense","Lithospermum matamorense","LIMA5",70671481515,553.9799805,2.210000038,"native"
"7617","Kosteletzkya virginica","Kosteletzkya virginica","KOVI",2.1e+11,885.8899536,4.659999847,"native"
"7618","Rudbeckia auriculata","Rudbeckia auriculata","RUAU2",16102359100,450.1800537,1.929999828,"native"
"7619","Sabatia brevifolia","Sabatia brevifolia","SABR10",1.57e+11,752.1900024,3.119999886,"native"
"7620","Agalinis linifolia","Agalinis linifolia","AGLI2",1.44e+11,783.5799561,3.869999886,"native"
"7621","Carex verrucosa","Carex verrucosa","CAVE8",1.56e+11,754.3599243,3.599999905,"native"
"7622","Ludwigia linifolia","Ludwigia linifolia","LULI3",1.05e+11,754.3599243,3.170000076,"native"
"7623","Rhynchospora perplexa","Rhynchospora perplexa","RHPE2",1.18e+11,885.8899536,4.529999733,"native"
"7624","Vaccinium darrowii","Vaccinium darrowii","VADA",1.5e+11,652.2399902,3.170000076,"native"
"7625","Sabatia quadrangula","Sabatia quadrangula","SAQU",1.09e+11,668.6800537,2.929999828,"native"
"7626","Cymopterus macrorhizus","Vesper macrorhizus","CYMA",1.06e+11,835.3699646,3.93999958,"native"
"7627","Carex glaucescens","Carex glaucescens","CAGL5",3.17e+11,783.6899414,4.020000219,"native"
"7628","Quercus boyntonii","Quercus boyntonii","QUBO2",11431510409,242.3399658,1.510000229,"native"
"7629","Asclepias humistrata","Asclepias humistrata","ASHU3",2.09e+11,652.2399902,3.170000076,"native"
"7630","Polygala nana","Polygala nana","PONA2",2.44e+11,758.6099243,3.510000229,"native"
"7631","Amphicarpum muehlenbergianum","Amphicarpum muehlenbergianum","AMMU2",1.01e+11,745.710022,3.869999886,"native"
"7632","Saxifraga careyana","Saxifraga careyana","SACA19",48579861170,1391.97998,1.53000021,"native"
"7633","Scutellaria alabamensis","Scutellaria alabamensis","SCAL2",16659910501,232.5700684,1.190000057,"native"
"7634","Setaria corrugata","Setaria corrugata","SECO4",1.52e+11,754.3599243,3.880000114,"native"
"7635","Paronychia baldwinii","Paronychia baldwinii","PABA3",1.37e+11,645.8200684,3.359999657,"native"
"7636","Juncus trigonocarpus","Juncus trigonocarpus","JUTR5",1.06e+11,732.6399536,3.409999847,"native"
"7637","Dalea tenuifolia","Dalea tenuifolia","DATE5",2.75e+11,1129.839973,5.220000029,"native"
"7638","Claytonia palustris","Claytonia palustris","CLPA10",62677488196,3750.76001,4.269999981,"native"
"7639","Spiranthes brevilabris","Spiranthes brevilabris","SPBR",47608057393,750.8199463,3.880000114,"native"
"7640","Styphnolobium affine","Styphnolobium affine","STAF4",79024753431,1018.689941,3.46999979,"native"
"7641","Chamaesaracha coniodes","Chamaesaracha coniodes","CHCO",4.98e+11,924.2600555,5.309999943,"native"
"7642","Thalictrum coriaceum","Thalictrum coriaceum","THCO2",72466265590,1450.48999,2.860000134,"native"
"7643","Rhynchosia michauxii","Rhynchosia michauxii","RHMI10",58790444188,728.4699707,3.869999886,"native"
"7644","Pluchea rosea","Pluchea baccharis","PLRO",2.41e+11,783.5799561,3.880000114,"native"
"7645","Dalea pinnata","Dalea pinnata","DAPI2",1.67e+11,750.8199463,3.170000076,"native"
"7646","Spigelia loganioides","Spigelia loganioides","SPLO3",12812430359,263.5799561,2.389999866,"native"
"7647","Ludwigia microcarpa","Ludwigia microcarpa","LUMI4",1.8e+11,783.5799561,4.020000219,"native"
"7648","Selaginella hansenii","Selaginella hansenii","SEHA2",82481287323,2715.449951,5.529999971,"native"
"7649","Colubrina stricta","Colubrina stricta","COST6",6496618380,802.6999664,1.960000038,"native"
"7650","Eurybia surculosa","Eurybia surculosa","EUSU7",80752574998,1384.179993,3.149999857,"native"
"7651","Hymenocallis pygmaea","Hymenocallis pygmaea","HYPY2",15279643690,318.9799805,2.610000134,"native"
"7652","Pomaria austrotexana","Pomaria austrotexana","POAU15",15817814066,302.9599609,1.779999733,"native"
"7653","Sericocarpus tortifolius","Sericocarpus tortifolius","SETO7",2.57e+11,758.6099243,3.869999886,"native"
"7654","Viola walteri","Viola walteri","VIWA",1.6e+11,1269.320007,3.639999866,"native"
"7655","Amorpha herbacea","Amorpha herbacea","AMHE",1.37e+11,764.1800537,3.869999886,"native"
"7656","Thelesperma burridgeanum","Thelesperma burridgeanum","THBU",24250838777,422.8900146,1.980000019,"native"
"7657","Nolina atopocarpa","Nolina atopocarpa","NOAT",26284439817,624.9100342,3.119999886,"native"
"7658","Asclepias pedicellata","Asclepias pedicellata","ASPE8",1.17e+11,716.289978,3.869999886,"native"
"7659","Aconitum reclinatum","Aconitum reclinatum","ACRE",37459961202,952.710022,2.449999809,"native"
"7660","Juncus longii","Juncus longii","JULO2",61915274415,1294.640015,3.059999943,"native"
"7661","Tragia urens","Tragia urens","TRUR",2.71e+11,1101.809998,3.869999886,"native"
"7662","Setaria texana","Setaria texana","SETE6",83148723520,588.5000305,2.440000057,"native"
"7663","Nemacladus interior","Nemacladus interior","NEIN",99551604564,2787.54995,5.719999552,"native"
"7664","Hazardia stenolepis","Hazardia stenolepis","HAST4",60626065921,1422.610008,4.459999561,"native"
"7665","Houstonia ouachitana","Houstonia ouachitana","HOOU",9455161658,498.2199707,3.139999866,"native"
"7666","Liatris tenuifolia","Liatris tenuifolia","LITE6",1.88e+11,777.1600342,3.869999886,"native"
"7667","Sideroxylon tenax","Sideroxylon tenax","SITE2",93123216756,584.3899536,3.869999886,"native"
"7668","Rhododendron viscosum","Rhododendron viscosum","RHVI2",5.67e+11,1481.540039,3.929999828,"native"
"7669","Coelorachis rugosa","Rottboellia rugosa","CORU3",1.64e+11,783.6899414,3.869999886,"native"
"7670","Lobelia glandulosa","Lobelia glandulosa","LOGL",2.26e+11,770.6800537,3.869999886,"native"
"7671","Cuscuta runyonii","Cuscuta runyonii","CURU",29010035871,501.25,1.769999981,"native"
"7672","Juncus megacephalus","Juncus megacephalus","JUME",1.77e+11,1060.139954,4.659999847,"native"
"7673","Rhexia petiolata","Rhexia petiolata","RHPE",2.53e+11,750.8199463,3.75,"native"
"7674","Rhynchosia reniformis","Rhynchosia reniformis","RHRE",2.26e+11,715.249939,3.869999886,"native"
"7675","Arabis serotina","Borodinia serotina","ARSE9",14920403865,751.0499878,2.449999809,"native"
"7676","Phyllanthus abnormis","Phyllanthus abnormis","PHAB",2.37e+11,1332.10997,5.019999981,"native"
"7677","Scutellaria altamaha","Scutellaria altamaha","SCAL3",3502216055,32.72998047,1.75,"native"
"7678","Hypericum setosum","Hypericum setosum","HYSE",1.52e+11,641.8399658,3.409999847,"native"
"7679","Astragalus columbianus","Astragalus columbianus","ASCO9",21475676129,3283.149963,3.279999733,"native"
"7680","Conradina canescens","Conradina canescens","COCA19",41939333222,652.2399902,3.170000076,"native"
"7681","Ipomopsis effusa","Ipomopsis effusa","IPEF",10817292933,329.7499924,1.850000381,"native"
"7682","Ludwigia maritima","Ludwigia maritima","LUMA4",1.9e+11,758.6099243,3.869999886,"native"
"7683","Platanthera nivea","Platanthera nivea","PLNI",1.92e+11,754.3599243,3.96999979,"native"
"7684","Paronychia patula","Paronychia patula","PAPA16",70055128550,645.8200684,3.119999886,"native"
"7685","Pyrrocoma liatriformis","Pyrrocoma liatriformis","PYLI",57256461785,1904.309906,2.75,"native"
"7686","Polygala balduinii","Polygala balduinii","POBA4",1.08e+11,777.1600342,3.869999886,"native"
"7687","Asimina angustifolia","Asimina angustifolia","ASAN6",83183773042,564.2700195,2.929999828,"native"
"7688","Cynanchum scoparium","Orthosia scoparia","CYSC5",82304076756,640.4100342,3.869999886,"native"
"7689","Hexastylis arifolia","Asarum arifolium","HEAR6",3.97e+11,1391.890015,3.680000067,"native"
"7690","Stylisma patens","Stylisma patens","STPA8",2.22e+11,715.249939,3.170000076,"native"
"7691","Rhynchospora knieskernii","Rhynchospora knieskernii","RHKN",9346870010,195.5800171,2.029999733,"native"
"7692","Rubus nefrens","Rubus enslenii","RUNE2",2582034602,227.9299316,2.299999714,"native"
"7693","Hermannia texana","Hermannia texana","HETE9",71770795514,839.2599792,3.059999943,"native"
"7694","Pycnanthemum nudum",NA,"PYNU",49616569464,610.1400146,3.039999962,"native"
"7695","Marshallia trinervia","Marshallia trinervia","MATR2",66880686201,1120.060059,2.740000248,"native"
"7696","Silphium compositum","Silphium compositum","SICO5",2.89e+11,1476.75,3.629999876,"native"
"7697","Rhynchospora pineticola","Rhynchospora intermedia","RHPI5",68909198664,752.1900024,3.869999886,"native"
"7698","Viola tripartita","Viola tripartita","VITR4",1.52e+11,1379.5,3.129999876,"native"
"7699","Baptisia perfoliata","Baptisia perfoliata","BAPE3",37918815633,217.1500244,2.389999866,"native"
"7700","Allium howellii","Allium howellii","ALHO2",91468757588,1422.610008,5.719999552,"native"
"7701","Balduina angustifolia","Balduina angustifolia","BAAN3",1.36e+11,754.3599243,3.869999886,"native"
"7702","Oxypolis filiformis","Tiedemannia filiformis","OXFI",2.29e+11,783.5799561,3.96999979,"native"
"7703","Lythrum curtissii","Lythrum curtissii","LYCU2",9680205210,459.8000488,2.720000267,"native"
"7704","Lechea divaricata","Lechea divaricata","LEDI",50614718267,747.9400024,3.869999886,"native"
"7705","Flaveria linearis","Flaveria linearis","FLLI",60221518291,660.1700439,3.869999886,"native"
"7706","Selenicereus coniflorus","Selenicereus grandiflorus subsp. grandiflorus","SECO16",4596681987,405.7700195,2.599999905,"native"
"7707","Asclepias lanceolata","Asclepias lanceolata","ASLA2",2.39e+11,783.5799561,3.920000076,"native"
"7708","Rhynchospora pleiantha","Rhynchospora pleiantha","RHPL6",36154974355,629.8900146,2.980000019,"native"
"7709","Vernonia angustifolia","Vernonia angustifolia","VEAN",2.52e+11,806.5699463,3.170000076,"native"
"7710","Clarkia williamsonii","Clarkia williamsonii","CLWI",90676243694,2787.54995,5.719999552,"native"
"7711","Polygonum meisnerianum","Persicaria meisneriana","POME4",6819532739,309.75,2.720000267,"native"
"7712","Rubus pergratus","Rubus pergratus","RUPE6",33370161594,872.2200317,3.659999847,"native"
"7713","Tetragonotheca helianthoides","Tetragonotheca helianthoides","TEHE2",1.48e+11,1101.809998,3.170000076,"native"
"7714","Eupatorium leucolepis","Eupatorium leucolepis","EULE",2.14e+11,814.539917,3.75,"native"
"7715","Juncus georgianus","Juncus georgianus","JUGE2",32498825351,341.9199219,1.869999886,"native"
"7716","Lobelia paludosa","Lobelia paludosa","LOPA3",1.08e+11,635.2000122,3.869999886,"native"
"7717","Chelone cuthbertii","Chelone cuthbertii","CHCU5",20441822333,1327.590027,2.199999809,"native"
"7718","Vaccinium hirsutum","Vaccinium hirsutum","VAHI",9980902079,997.8599854,1.389999866,"native"
"7719","Anemone lancifolia","Anemonoides lancifolia","ANLA",1.24e+11,1499.330017,2.449999809,"native"
"7720","Astragalus howellii","Astragalus howellii","ASHO3",40725344202,3045.159973,3.980000019,"native"
"7721","Eubotrys racemosus","Eubotrys racemosa","EURA14",4.43e+11,1068.579956,3.409999847,"native"
"7722","Ceanothus parvifolius","Ceanothus parvifolius","CEPA4",62421548424,2715.449951,5.529999971,"native"
"7723","Hedeoma reverchonii","Hedeoma reverchonii","HERE3",2.01e+11,1060.949951,3.559999943,"native"
"7724","Lindernia monticola","Lindernia monticola","LIMO3",67795675781,1161.699951,2.869999886,"native"
"7725","Ilex montana","Ilex montana","ILMO",3.22e+11,1499.330017,3.03000021,"native"
"7726","Quercus pumila","Quercus pumila","QUPU80",1.85e+11,754.3599243,3.869999886,"native"
"7727","Thalictrum clavatum","Thalictrum clavatum","THCL",1.14e+11,1450.48999,1.980000019,"native"
"7728","Spartina bakeri","Sporobolus bakeri","SPBA",88092258322,660.1700439,3.510000229,"native"
"7729","Oenothera argillicola","Oenothera argillicola","OEAR",42149152122,952.710022,2.449999809,"native"
"7730","Cardamine flagellifera","Cardamine flagellifera","CAFL13",13257161678,1262.730103,1.590000153,"native"
"7731","Chamaesyce mendezii","Euphorbia mendezii","CHME6",33234379081,613.6099854,3.869999886,"native"
"7732","Prenanthes serpentaria","Nabalus serpentarius","PRSE",3.84e+11,1466.650024,3.460000038,"native"
"7733","Rhododendron canescens","Rhododendron canescens","RHCA7",4.6e+11,1121.190063,4.149999857,"native"
"7734","Lilium michauxii","Lilium michauxii","LIMI",2.11e+11,1396.309998,3.170000076,"native"
"7735","Heuchera caespitosa","Heuchera caespitosa","HECA36",45413484288,1348.319969,4.459999561,"native"
"7736","Eriocaulon ravenelii","Eriocaulon ravenelii","ERRA7",61054020727,660.1700439,3.869999886,"native"
"7737","Diamorpha smallii","Sedum smallii","DISM3",70707421761,930.8300171,2.310000181,"native"
"7738","Hypericum radfordiorum","Hypericum radfordiorum","HYRA4",3849800428,350.6101074,0.78000021,"native"
"7739","Ceratiola ericoides","Ceratiola ericoides","CEER3",1.21e+11,754.3599243,3.5,"native"
"7740","Allium columbianum","Allium columbianum","ALCO2",56875077543,1870.129913,2.819999695,"native"
"7741","Liatris chapmanii","Liatris chapmanii","LICH2",83968301558,747.9400024,3.869999886,"native"
"7742","Carex ouachitana","Carex ouachitana","CAOU",10577753431,537.8499756,2.510000229,"native"
"7743","Oonopsis engelmannii","Oonopsis engelmannii","OOEN",26224683547,707.9000244,2.879999638,"native"
"7744","Glandularia maritima","Verbena maritima","GLMA5",39217131686,613.6099854,3.869999886,"native"
"7745","Trillium lancifolium","Trillium lancifolium","TRLA15",56752486802,688.2799683,3.419999838,"native"
"7746","Eriogonum thymoides","Eriogonum thymoides","ERTH4",1.2e+11,3299.299973,3.579999924,"native"
"7747","Andropogon glaucopsis","Andropogon cretaceus","ANGL10",94120011293,758.6099243,3.170000076,"native"
"7748","Echites umbellatus","Echites umbellatus","ECUM2",22491302054,613.6099854,3.869999886,"native"
"7749","Navarretia paradoxinota","Navarretia paradoxinota","NAPA5",8172811365,1266.779999,3.260000229,"native"
"7750","Ageratina luciae-brauniae","Ageratina luciae-brauniae","AGLU",10669184161,624.5100098,1.289999962,"native"
"7751","Astragalus sericoleucus","Astragalus sericoleucus","ASSE5",1.96e+11,1335.239975,3.410000324,"native"
"7752","Desmodium strictum","Desmodium strictum","DEST2",1.58e+11,777.2700195,3.869999886,"native"
"7753","Menziesia pilosa","Rhododendron pilosum","MEPI2",96565987522,1499.330017,2.449999809,"native"
"7754","Waldsteinia lobata","Waldsteinia lobata","WALO",6852685048,513.9899902,0.690000057,"native"
"7755","Andropogon capillipes","Andropogon capillipes","ANCA4",1.19e+11,758.6099243,3.869999886,"native"
"7756","Uvularia floridana","Uvularia floridana","UVFL",30754750641,474.5100098,2.639999866,"native"
"7757","Amsonia hubrichtii","Amsonia hubrichtii","AMHU",18862905868,557.210083,2.470000267,"native"
"7758","Physostegia purpurea","Physostegia purpurea","PHPU10",1.55e+11,660.1700439,3.869999886,"native"
"7759","Hypericum nudiflorum","Hypericum nudiflorum","HYNU",1.55e+11,854.9000244,3.409999847,"native"
