"","Name_submitted","Accepted_name","Family","Order","HybProp","Hyb_Ratio","perc_per","perc_wood","perc_ag","floral_symm","mating_system","repro_syndrome","pollination_syndrome","RedList","tavg","C_value","CV_C_value"
"1402","Rafinesquia","Rafinesquia","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1403","Raillardella","Raillardella","Asteraceae","Asterales",33.33333333,0.333333333,"1","0",0.00210989,".",".",".",".",".",".",".","."
"1404","Raillardiopsis","Anisocarpus","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"1405","Ramonda","Ramonda","Gesneriaceae","Lamiales",0,0,"1","0",0,".",".",".",".",".",".","2.842857143","52.44090889"
"1406","Ranunculus","Ranunculus","Ranunculaceae","Ranunculales",0.044003432,0.066225166,"0.774545455","0",0,"0","0.707317073","0.552941176","1",".",".","6.890787402","59.76966564"
"1407","Raphanus","Raphanus","Brassicaceae","Brassicales",3.636363636,0.181818182,"0.090909091","0",0.00485306,".","1","1","1",".",".","0.664444444","0"
"1408","Rapistrum","Rapistrum","Brassicaceae","Brassicales",0,0,"0.25","0",0.00485306,".","1","1","1",".",".",".","."
"1409","Ratibida","Ratibida","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"1410","Reichardia","Reichardia","Asteraceae","Asterales",0,0,"0.583333333","0",0.00210989,".",".",".","1",".",".","1.7725","32.08754675"
"1411","Remya","Remya","Asteraceae","Asterales",0,0,"1","1",0.00210989,".",".",".",".",".",".",".","."
"1412","Reseda","Reseda","Resedaceae","Brassicales",0,0,"0.378787879","0",0.026666667,".","1","1","1","0",".","0.43","26.31095"
"1413","Restio","Restio","Restionaceae","Poales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1414","Reynoutria","Reynoutria","Polygonaceae","Caryophyllales",16.66666667,0.25,"1","0",0.002727273,".","1","0","1",".",".","2.573","31.87624101"
"1415","Rhagodia","Rhagodia","Amaranthaceae","Caryophyllales",0,0,"1","0",0.041463415,".",".",".","0",".",".",".","."
"1416","Rhamnus","Rhamnus","Rhamnaceae","Rosales",0.189393939,0.03030303,"1","1",0.004444444,".","1","1","0.833333333","0.875",".","0.581428571","58.19081508"
"1417","Rheum","Rheum","Polygonaceae","Caryophyllales",0,0,"1","0",0.002727273,".","1","0.5","1",".",".",".","."
"1418","Rhexia","Rhexia","Melastomataceae","Myrtales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1419","Rhinanthus","Rhinanthus","Orobanchaceae","Lamiales",0,0,"0","0",0,".","1","1","1",".",".","3.5","18.1827458"
"1420","Rhodanthe","Rhodanthe","Asteraceae","Asterales",0,0,"0.1","0",0.00210989,".",".",".","1",".",".",".","."
"1421","Rhodiola","Rhodiola","Crassulaceae","Saxifragales",0,0,"1","0",0,".",".",".",".",".","0.728",".","."
"1422","Rhododendron","Rhododendron","Ericaceae","Ericales",0,0,"1","1",0,".","1","0.9","0.875","2.045454545","0.8",".","."
"1423","Rhus","Rhus","Anacardiaceae","Sapindales",1.470588235,0.117647059,"1","1",0.002030457,"0","1","0.5","0.75","1.416666667",".",".","."
"1424","Rhynchosinapis","Coincya","Brassicaceae","Brassicales",0,0,"0.5","0",0.00485306,".",".",".",".",".",".",".","."
"1425","Rhynchospora","Rhynchospora","Cyperaceae","Poales",0,0,"1","0",0.00045977,".","1","0.5","0.489130435",".",".",".","."
"1426","Rhytidosporum","Rhytidosporum","Pittosporaceae","Apiales",0,0,"1","0",0.005,".",".",".",".",".",".",".","."
"1427","Ribes","Ribes","Grossulariaceae","Saxifragales",0.088157508,0.036144578,"1","1",0,".","1","0.875","1","2.4",".","0.886","21.39414262"
"1428","Richea","Richea","Ericaceae","Ericales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"1429","Ricotia","Ricotia","Brassicaceae","Brassicales",0,0,"0.5","0",0.00485306,".",".",".",".",".",".",".","."
"1430","Rindera","Rindera","Boraginaceae","Boraginales",0,0,"1","0",0.001824818,".",".",".",".",".",".",".","."
"1431","Robinia","Robinia","Fabaceae","Fabales",0,0,"1","1",0.096494845,".","1","0.5","1",".","0.8","0.695","0"
"1432","Rollandia","Cyanea","Campanulaceae","Asterales",3.571428571,0.125,"1","0.75",0,".",".",".",".",".",".",".","."
"1433","Romanzoffia","Romanzoffia","Boraginaceae","Boraginales",0,0,"1","0",0.001824818,".",".",".",".",".",".",".","."
"1434","Romneya","Romneya","Papaveraceae","Ranunculales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"1435","Romulea","Romulea","Iridaceae","Asparagales",2.197802198,0.142857143,"1","0",0,"0",".",".","1",".",".",".","."
"1436","Rorippa","Rorippa","Brassicaceae","Brassicales",0.951877314,0.290322581,"0.656341928","0",0.00485306,".","1","0.571428571","1",".",".","0.62","0"
"1437","Rosa","Rosa","Rosaceae","Rosales",1.171624714,0.667826087,"1","1",0.001060071,"0","1","0.759259259","1",".",".","0.785","42.40715109"
"1438","Rosmarinus","Rosmarinus","Lamiaceae","Lamiales",0,0,"1","1",0.004320557,"1",".",".","1",".",".",".","."
"1439","Rostraria","Rostraria","Poaceae","Poales",0,0,"0","0",0.074314214,".",".",".","0",".",".",".","."
"1440","Rotala","Rotala","Lythraceae","Myrtales",0,0,"0","0",0,"0",".",".",".",".",".",".","."
"1441","Rubia","Rubia","Rubiaceae","Gentianales",0,0,"1","0",6e-04,".",".",".","1",".",".","2.76","."
"1442","Rubus","Rubus","Rosaceae","Rosales",0.06483085,0.181850534,"1","0.911931818",0.001060071,"0","0.504885993","0.498381877","1","2",".","0.371851852","57.24598553"
"1443","Rudbeckia","Rudbeckia","Asteraceae","Asterales",0,0,"0.903252711","0",0.00210989,".","1","0.75","1",".",".","9.05","45.87296954"
"1444","Ruellia","Ruellia","Acanthaceae","Lamiales",0,0,"1","0",0.000857143,"0",".",".","1","0.8",".",".","."
"1445","Rulingia","Rulingia","Malvaceae","Malvales",0,0,"1","1",0.006153846,".",".",".",".",".",".",".","."
"1446","Rumex","Rumex","Polygonaceae","Caryophyllales",0.593395253,0.450980392,"0.846491228","0.019607843",0.002727273,".","1","0.891304348","0.392857143","2",".","2.809285714","54.30804791"
"1447","Rupertia","Rupertia","Fabaceae","Fabales",0,0,"1","0",0.096494845,".",".",".",".",".",".",".","."
"1448","Ruppia","Ruppia","Ruppiaceae","Alismatales",0,0,"0.8","0",0,".","1","0.5","0.25",".",".","2.33","."
"1449","Ruscus","Ruscus","Asparagaceae","Asparagales",10,0.2,"1","0.4",0,".",".",".","1",".",".","8.944","8.947780981"
"1450","Ruta","Ruta","Rutaceae","Sapindales",0,0,"1","0",0.001652893,".","1","1","1",".",".","0.546","47.72927976"
"1451","Rutidosis","Rutidosis","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".","1",".",".",".","."
"1452","Sabatia","Sabatia","Gentianaceae","Gentianales",0,0,"0","0",0,".",".",".",".",".","0.723",".","."
"1453","Saccharum","Saccharum","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".","0",".",".","4.259444444","21.72545252"
"1454","Sadleria","Blechnum","Blechnaceae","Monilophyta",33.33333333,0.833333333,"1","0",0,".",".",".",".",".",".",".","."
"1455","Sagina","Sagina","Caryophyllaceae","Caryophyllales",0.269905533,0.051282051,"0.684210526","0",0.001818182,".","1","0.875","1",".",".",".","."
"1456","Sagittaria","Sagittaria","Alismataceae","Alismatales",0,0,"0.867647059","0",0,"0","1","0.5","1",".","0.74","16.21","27.06285971"
"1457","Salicornia","Salicornia","Amaranthaceae","Caryophyllales",0.790513834,0.086956522,"0.173913043","0.105263158",0.041463415,".","1","1","0.1875",".",".","1.38","."
"1458","Salix","Salix","Salicaceae","Malpighiales",0.594652598,0.627358491,"1","0.833333333",0,".","1","0.75","0.93","2.2",".","0.625","30.31144998"
"1459","Salsola","Salsola","Amaranthaceae","Caryophyllales",0.317460317,0.055555556,"0.333333333","0.333333333",0.041463415,".","1","1","0.5",".",".","0.96","51.55986946"
"1460","Salvia","Salvia","Lamiaceae","Lamiales",0.101577118,0.043678161,"0.818181818","0.229885057",0.004320557,"1","1","1","1","2.208333333","0.645","0.708333333","37.1108878"
"1461","Salvinia","Salvinia","Salviniaceae","Monilophyta",0,0,"0","0",0,".","1","0.5",".",".",".",".","."
"1462","Sambucus","Sambucus","Adoxaceae","Dipsacales",0,0,"1","0.85",0,"0","1","0.833333333","1","2",".","9.5425","14.00102989"
"1463","Samolus","Samolus","Primulaceae","Ericales",0,0,"1","0",0,".","1","0.5","1",".",".",".","."
"1464","Sanguisorba","Sanguisorba","Rosaceae","Rosales",0,0,"0.894736842","0",0.001060071,".","1","0.75","0.333333333",".","0.914","0.55","."
"1465","Sanicula","Sanicula","Apiaceae","Apiales",0,0,"0.659090909","0",0.003968254,".","1","0.5","1",".",".",".","."
"1466","Santalum","Santalum","Santalaceae","Santalales",0,0,"1","1",0.002139037,".",".",".","1","3",".","0.29","."
"1467","Santolina","Santolina","Asteraceae","Asterales",0,0,"1","1",0.00210989,".",".",".","1",".",".",".","."
"1468","Sapindus","Sapindus","Sapindaceae","Sapindales",0,0,"1","1",0.001265823,".",".",".","1","2",".","0.54","2.618914004"
"1469","Saponaria","Saponaria","Caryophyllaceae","Caryophyllales",0,0,"0.727272727","0",0.001818182,"0","1","0.5","1","4",".","2.06","14.4167402"
"1470","Sarcobatus","Sarcobatus","Sarcobataceae","Caryophyllales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"1471","Sarcocapnos","Sarcocapnos","Papaveraceae","Ranunculales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1472","Sarcochilus","Sarcochilus","Orchidaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1473","Sarcocornia","Salicornia","Amaranthaceae","Caryophyllales",0,0,"1","0",0.041463415,".",".",".","0",".",".","2.96","."
"1474","Sarcostemma","Cynanchum","Apocynaceae","Gentianales",0,0,"1","1",0.000658617,".",".",".",".","0",".",".","."
"1475","Sarracenia","Sarracenia","Sarraceniaceae","Ericales",0,0,"1","0",0,".","1","1","1","1.083333333",".","4.35","."
"1476","Sasa","Sasa","Poaceae","Poales",0,0,"1","1",0.074314214,".",".","0","0",".",".","3.58","."
"1477","Satureja","Satureja","Lamiaceae","Lamiales",0,0,"0.933333333","0.3",0.004320557,".","1","1","1",".",".","1.68","28.35202215"
"1478","Saussurea","Saussurea","Asteraceae","Asterales",8.333333333,0.333333333,"1","0",0.00210989,".","1","0.5","1",".",".",".","."
"1479","Saxifraga","Saxifraga","Saxifragaceae","Saxifragales",0.086902545,0.077777778,"0.959253152","0.005405405",0,".","1","0.666666667","1",".",".","1.406666667","0"
"1480","Scabiosa","Scabiosa","Caprifoliaceae","Dipsacales",0.163265306,0.04,"0.722222222","0",0,".","1","1","0.833333333",".",".","1.290833333","33.52507292"
"1481","Scaevola","Scaevola","Goodeniaceae","Asterales",0.833333333,0.0625,"1","0.75",0,".",".",".","1","1.8",".",".","."
"1482","Scandix","Scandix","Apiaceae","Apiales",0,0,".","0",0.003968254,".","1","1","1",".",".",".","."
"1483","Schiedea","Schiedea","Caryophyllaceae","Caryophyllales",0.432900433,0.045454545,"1","0.340909091",0.001818182,".",".",".",".","4","0.5275","1.116956522","25.08909053"
"1484","Schinus","Schinus","Anacardiaceae","Sapindales",0,0,"1","1",0.002030457,".",".",".","1","2",".",".","."
"1485","Schismus","Schismus","Poaceae","Poales",0,0,"0","0",0.074314214,".",".",".","0",".",".",".","."
"1486","Schivereckia","Schivereckia","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".",".",".",".",".",".","0.52","."
"1487","Schizaea","Schizaea","Schizaeaceae","Monilophyta",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1488","Schoenocrambe","Hesperidanthus","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".",".",".",".",".",".",".","."
"1489","Schoenoplectus","Schoenoplectus","Cyperaceae","Poales",3.03030303,0.166666667,"0.791666667","0",0.00045977,".","1","0.5","0.071428571",".",".","0.45","15.71348403"
"1490","Schoenus","Schoenus","Cyperaceae","Poales",0.333333333,0.04,"0.86","0",0.00045977,".","1","0.5","0",".",".",".","."
"1491","Schrankia","Rapistrum","Fabaceae","Fabales",0,0,"1","0",0.096494845,".",".",".",".",".",".",".","."
"1492","Scilla","Scilla","Asparagaceae","Asparagales",0,0,"1","0",0,".","1","0.571428571","1","4",".","15.55825397","79.47999087"
"1493","Scirpus","Scirpus","Cyperaceae","Poales",0.158702169,0.08411215,"0.842105263","0",0.00045977,".","1","0.5","0","0",".","0.45","."
"1494","Scleranthus","Scleranthus","Caryophyllaceae","Caryophyllales",0,0,"0.535714286","0",0.001818182,".","1","1","1",".",".",".","."
"1495","Scleria","Scleria","Cyperaceae","Poales",0,0,"0.75","0",0.00045977,"1",".",".","0","3",".",".","."
"1496","Sclerocactus","Sclerocactus","Cactaceae","Caryophyllales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"1497","Sclerolaena","Sclerolaena","Amaranthaceae","Caryophyllales",2.380952381,0.166666667,"1","0.333333333",0.041463415,".",".",".","0",".",".","1.24","."
"1498","Sclerostegia","Sclerostegia","Amaranthaceae","Caryophyllales",0,0,"1","1",0.041463415,".",".",".",".",".",".",".","."
"1499","Scolymus","Scolymus","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,".",".",".","1",".",".",".","."
"1500","Scorpiurus","Scorpiurus","Fabaceae","Fabales",0,0,"0","0",0.096494845,".",".",".","1",".",".","0.4","."
"1501","Scorzonera","Scorzonera","Asteraceae","Asterales",0.264550265,0.035714286,"0.94265233","0",0.00210989,".","1","0.875","1",".",".","3.895","52.46568928"
"1502","Scrophularia","Scrophularia","Scrophulariaceae","Lamiales",0,0,"0.885416667","0.0625",0.001764706,".","1","0.666666667","1",".",".","0.871666667","21.66306646"
"1503","Scutellaria","Scutellaria","Lamiaceae","Lamiales",0.354609929,0.083333333,"0.989583333","0.014285714",0.004320557,".","1","0.5","1","2",".","0.4","."
"1504","Sebaea","Sebaea","Gentianaceae","Gentianales",0,0,"0","0",0,"0",".",".","1",".",".",".","."
"1505","Secale","Secale","Poaceae","Poales",0,0,"0.333333333","0",0.074314214,".",".",".",".",".","0.92","8.391538462","3.196229888"
"1506","Sedum","Sedum","Crassulaceae","Saxifragales",0,0,"0.825","0.033333333",0,".","1","0.69047619","1",".",".","1.413181818","135.5738612"
"1507","Selaginella","Selaginella","Selaginellaceae","Lycophyta",0,0,"0.961538462","0",0,".","1","0.75","1","1.25",".","0.152941176","46.52281404"
"1508","Selinum","Selinum","Apiaceae","Apiales",0,0,"1","0",0.003968254,".","1","1","1",".",".","4.24","5.336654952"
"1509","Sempervivum","Sempervivum","Crassulaceae","Saxifragales",1,0.12,"1","0",0,".","1","0","1",".",".",".","."
"1510","Senecio","Senecio","Asteraceae","Asterales",0.087336245,0.1,"0.764864865","0.068669528",0.00210989,"0","1","0.75","0.985714286","2.166666667","0.5185","4.918229167","71.45039678"
"1511","Senna","Senna","Fabaceae","Fabales",0,0,"0.933333333","0.722222222",0.096494845,"1",".",".","1","1.5","0.689","0.894","41.20422374"
"1512","Serapias","Serapias","Orchidaceae","Asparagales",0,0,"1","0",0,".",".","1","1",".",".",".","."
"1513","Serratula","Serratula","Asteraceae","Asterales",0,0,"1","0",0.00210989,".","1","0.5","1",".",".",".","."
"1514","Sesamoides","Sesamoides","Resedaceae","Brassicales",0,0,"1","0",0.026666667,".",".",".",".",".",".",".","."
"1515","Sesbania","Sesbania","Fabaceae","Fabales",0,0,"1","1",0.096494845,"1",".",".","1",".","0.681","1.315","0"
"1516","Seseli","Seseli","Apiaceae","Apiales",0,0,"0.852941176","0",0.003968254,".","1","1","1",".",".","1.88","1.504482513"
"1517","Sesleria","Sesleria","Poaceae","Poales",1.6,0.2,"1","0",0.074314214,".","1","0.5","0",".",".","6.006923077","33.31003306"
"1518","Setaria","Setaria","Poaceae","Poales",0.128205128,0.025,"0.225","0",0.074314214,".","1","1","0","0",".","1.388","43.61571032"
"1519","Shepherdia","Shepherdia","Elaeagnaceae","Rosales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"1520","Sibara","Sibara","Brassicaceae","Brassicales",0,0,"0","0",0.00485306,".",".",".",".",".",".",".","."
"1521","Sibbaldia","Sibbaldia","Rosaceae","Rosales",0,0,"1","1",0.001060071,".","1","0.5","1",".",".",".","."
"1522","Sibthorpia","Sibthorpia","Plantaginaceae","Lamiales",0,0,"1","0",0.005925926,".",".","0.5",".",".",".",".","."
"1523","Sicyos","Sicyos","Cucurbitaceae","Cucurbitales",1.098901099,0.071428571,"0.285714286","0.071428571",0.024852071,".",".",".","1",".",".",".","."
"1524","Sida","Sida","Malvaceae","Malvales",0,0,"0.861111111","0.25",0.006153846,"0",".",".","1",".",".","0.98","."
"1525","Sidalcea","Sidalcea","Malvaceae","Malvales",0,0,"0.82","0.02",0.006153846,".",".",".",".",".",".",".","."
"1526","Sidastrum","Sidastrum","Malvaceae","Malvales",0,0,"1","0.5",0.006153846,".",".",".",".",".",".",".","."
"1527","Sideritis","Sideritis","Lamiaceae","Lamiales",0,0,"0.857142857","0.107142857",0.004320557,".",".",".","1",".",".","1.878571429","5.970752188"
"1528","Sigesbeckia","Sigesbeckia","Asteraceae","Asterales",0,0,"0","0",0.00210989,".","1","1","1",".",".",".","."
"1529","Silene","Silene","Caryophyllaceae","Caryophyllales",0.007905138,0.010869565,"0.612403101","0.007246377",0.001818182,"0","1","0.92","0.983333333","3.166666667","0.8765","2.411428571","28.51414179"
"1530","Silphium","Silphium","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"1531","Silybum","Silybum","Asteraceae","Asterales",0,0,"0","0",0.00210989,".","1","1","1",".","0.02",".","."
"1532","Sinapis","Sinapis","Brassicaceae","Brassicales",0,0,"0.083333333","0",0.00485306,".","1","1","1",".",".","0.526","0.694198425"
"1533","Sisymbrella","Sisymbrella","Brassicaceae","Brassicales",0,0,"0.5","0",0.00485306,".",".",".",".",".",".","0.36","."
"1534","Sisymbrium","Sisymbrium","Brassicaceae","Brassicales",0,0,"0.114583333","0",0.00485306,".","1","0.944444444","1",".",".","0.377142857","46.40061327"
"1535","Sisyrinchium","Sisyrinchium","Iridaceae","Asparagales",0,0,"0.955882353","0",0,".","1","0.5","1",".",".","1.931428571","50.01870713"
"1536","Sitanion","Elymus","Poaceae","Poales",200,1,"1","0",0.074314214,".",".",".",".",".",".",".","."
"1537","Sium","Sium","Apiaceae","Apiales",0,0,"1","0",0.003968254,".","1","0.5","1","2.5",".",".","."
"1538","Smilacina","Maianthemum","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1539","Smilax","Smilax","Smilacaceae","Liliales",0,0,"1","0.4",0,"0",".",".","0.525",".",".","4.16","42.15204378"
"1540","Smyrnium","Smyrnium","Apiaceae","Apiales",0,0,"0","0",0.003968254,".","1","1","1",".",".","2.82","."
"1541","Solanum","Solanum","Solanaceae","Solanales",0.055096419,0.033057851,"0.681818182","0.3",0.089837398,"0.021276596","1","0.875","1","1.833333333","0.47875","1.522166667","65.71144406"
"1542","Soldanella","Soldanella","Primulaceae","Ericales",0,0,"1","0",0,".","1","0.5","1",".",".","3.88","83.83224725"
"1543","Solenanthus","Solenanthus","Boraginaceae","Boraginales",0,0,"0.5","0",0.001824818,".",".",".",".","4",".",".","."
"1544","Solenogyne","Solenogyne","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"1545","Solidago","Solidago","Asteraceae","Asterales",0.124223602,0.042857143,"1","0",0.00210989,".","1","0.5","1",".","0.935","1.29","25.48578562"
"1546","Soliva","Soliva","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1547","Sonchus","Sonchus","Asteraceae","Asterales",0.738916256,0.103448276,"0.403497409","0",0.00210989,"0","1","0.75","1",".",".","1.444166667","16.25113995"
"1548","Sophora","Sophora","Fabaceae","Fabales",0,0,"1","0.6",0.096494845,".",".",".",".","3",".","2.04","."
"1549","Sorbaria","Sorbaria","Rosaceae","Rosales",0,0,"1","1",0.001060071,".","1","1","1",".",".",".","."
"1550","Sorbus","Sorbus","Rosaceae","Rosales",0.721954832,0.263513514,"1","1",0.001060071,".","0.608695652","0.961538462","1","2.270833333",".","0.912","30.78670196"
"1551","Sorghum","Sorghum","Poaceae","Poales",0,0,"0.533333333","0",0.074314214,".","1","0.5","0.5",".","0.369666667","2.196086957","45.42435781"
"1552","Sparaxis","Sparaxis","Iridaceae","Asparagales",0,0,"1","0",0,"0.25",".",".",".",".",".",".","."
"1553","Sparganium","Sparganium","Typhaceae","Poales",2.53968254,0.444444444,"1","0",0,".","1","0.5","0",".",".","0.565","0"
"1554","Spartina","Sporobolus","Poaceae","Poales",1.086956522,0.125,"1","0",0.074314214,".","1","0.125","0",".","0.782","5.45","."
"1555","Spergula","Spergula","Caryophyllaceae","Caryophyllales",0,0,"0.125","0",0.001818182,".","1","1","1",".",".","1.05","."
"1556","Spergularia","Spergularia","Caryophyllaceae","Caryophyllales",0.088652482,0.020833333,"0.364661654","0",0.001818182,".","1","1","1",".","0.0675",".","."
"1557","Spermacoce","Spermacoce","Rubiaceae","Gentianales",0,0,"0.25","0",6e-04,"0",".",".","1",".",".",".","."
"1558","Spermolepis","Spermolepis","Apiaceae","Apiales",0,0,"0","0",0.003968254,".",".",".",".",".",".",".","."
"1559","Sphaeralcea","Sphaeralcea","Malvaceae","Malvales",0.333333333,0.04,"0.961538462","0",0.006153846,".",".",".",".",".",".",".","."
"1560","Sphaerolobium","Sphaerolobium","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"1561","Sphaeromeria","Sphaeromeria","Asteraceae","Asterales",0,0,"1","0.625",0.00210989,".",".",".",".",".",".",".","."
"1562","Sphenopholis","Sphenopholis","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"1563","Spinacia","Spinacia","Amaranthaceae","Caryophyllales",0,0,"0","0",0.041463415,".",".",".",".",".",".","1.06","0"
"1564","Spiraea","Spiraea","Rosaceae","Rosales",1.008403361,0.171428571,"1","1",0.001060071,".","1","0.6875","1",".",".","0.54875","52.11460507"
"1565","Spiranthes","Spiranthes","Orchidaceae","Asparagales",0.56980057,0.074074074,"1","0",0,".","1","0.333333333","1",".",".",".","."
"1566","Spirodela","Spirodela","Araceae","Alismatales",0,0,"1","0",0.000248447,".","1","0","1",".",".","0.28","35.8627865"
"1567","Sporobolus","Sporobolus","Poaceae","Poales",0,0,"0.837209302","0",0.074314214,".","1","1","0","3.5",".",".","."
"1568","Spyridium","Spyridium","Rhamnaceae","Rosales",7.142857143,0.214285714,"1","1",0.004444444,".",".",".",".",".",".",".","."
"1569","Stachys","Stachys","Lamiaceae","Lamiales",0.052246604,0.022727273,"0.856321839","0.011363636",0.004320557,"1","1","0.65","1","1.25",".","2.277777778","83.47368738"
"1570","Stackhousia","Stackhousia","Celastraceae","Celastrales",0,0,"0.875","0",0,".",".",".",".",".",".",".","."
"1571","Staehelina","Staehelina","Asteraceae","Asterales",0,0,"1","1",0.00210989,".",".",".","1",".",".","0.77","3.67328198"
"1572","Stanleya","Stanleya","Brassicaceae","Brassicales",0,0,"0.777777778","0.111111111",0.00485306,".",".",".",".",".",".",".","."
"1573","Stauracanthus","Stauracanthus","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"1574","Stebbinsoseris","Microseris","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1575","Stellaria","Stellaria","Caryophyllaceae","Caryophyllales",0.0683527,0.025974026,"0.676923077","0",0.001818182,".","1","0.636363636","1","0","0.7345","1.1","25.97943667"
"1576","Stemodia","Stemodia","Plantaginaceae","Lamiales",0,0,"1","0",0.005925926,".",".",".","1",".",".",".","."
"1577","Stenanthemum","Stenanthemum","Rhamnaceae","Rosales",0,0,"1","0",0.004444444,".",".",".",".",".",".",".","."
"1578","Stenogonum","Stenogonum","Polygonaceae","Caryophyllales",0,0,"0","0",0.002727273,".",".",".",".",".",".",".","."
"1579","Stenogyne","Stenogyne","Lamiaceae","Lamiales",0.526315789,0.05,"1","0",0.004320557,".",".",".",".",".",".",".","."
"1580","Stenopetalum","Stenopetalum","Brassicaceae","Brassicales",0,0,"0.166666667","0",0.00485306,".",".",".","1",".",".",".","."
"1581","Stenotus","Stenotus","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"1582","Stephanomeria","Stephanomeria","Asteraceae","Asterales",0.432900433,0.045454545,"0.636363636","0.136363636",0.00210989,".",".",".",".",".",".","3.09","1.830697168"
"1583","Sternbergia","Sternbergia","Amaryllidaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".","21.29666667","10.83040065"
"1584","Sticherus","Sticherus","Gleicheniaceae","Monilophyta",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1585","Stillingia","Stillingia","Euphorbiaceae","Malpighiales",0,0,"0.833333333","0",0.01239531,".",".",".",".",".",".",".","."
"1586","Stipa","Stipa","Poaceae","Poales",0.101010101,0.05,"0.965","0",0.074314214,".","1","0.928571429","0","2",".","1.235","39.50637077"
"1587","Stipagrostis","Stipagrostis","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"1588","Streptanthus","Streptanthus","Brassicaceae","Brassicales",0,0,"0.314814815","0.037037037",0.00485306,".",".",".",".",".","0.9","0.69","."
"1589","Streptopus","Streptopus","Liliaceae","Liliales",100,0.5,"1","0",0,".","1","0.5","1",".",".","6.105","0"
"1590","Strophostyles","Strophostyles","Fabaceae","Fabales",0,0,"0","0",0.096494845,".",".",".",".",".",".",".","."
"1591","Stuartina","Stuartina","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".","0",".",".",".","."
"1592","Stutzia","Stutzia","Amaranthaceae","Caryophyllales",0,0,"0","0",0.041463415,".",".",".",".",".",".",".","."
"1593","Stylidium","Stylidium","Stylidiaceae","Asterales",0,0,"0.5","0",0,".",".",".",".",".",".","1.53","."
"1594","Stylocline","Stylocline","Asteraceae","Asterales",16.66666667,0.416666667,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1595","Suaeda","Suaeda","Amaranthaceae","Caryophyllales",0.158730159,0.027777778,"0.375","0.291666667",0.041463415,".","1","0.75","0.333333333","0",".","1.06","."
"1596","Succisa","Succisa","Caprifoliaceae","Dipsacales",0,0,"1","0",0,".","1","1","1","0.5",".","2.765","0"
"1597","Succisella","Succisella","Caprifoliaceae","Dipsacales",0,0,"1","0",0,".","1","0.5","1","3",".","2.775","7.899210889"
"1598","Succowia","Succowia","Brassicaceae","Brassicales",0,0,"0","0",0.00485306,".",".",".",".",".",".",".","."
"1599","Swainsona","Swainsona","Fabaceae","Fabales",0,0,"0.944444444","0.166666667",0.096494845,".",".",".","1",".",".",".","."
"1600","Swertia","Swertia","Gentianaceae","Gentianales",0,0,"1","0",0,"0","1","0.5","1",".",".",".","."
"1601","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales",0.833333333,0.0625,"1","1",0,".","1","0.5","1",".",".",".","."
"1602","Symphyandra","Campanula","Campanulaceae","Asterales",0,0,"0.666666667","0",0,".",".",".",".",".",".",".","."
"1603","Symphytum","Symphytum","Boraginaceae","Boraginales",1.538461538,0.192307692,"1","0",0.001824818,".","1","0.7","1",".",".","2.206666667","0"
"1604","Synthyris","Veronica","Scrophulariaceae","Lamiales",0,0,"1","0",0.001764706,".",".",".",".",".",".","1.32","."
