"","Name_submitted","Accepted_name","Family","Order","HybProp","Hyb_Ratio","perc_per","perc_wood","perc_ag","floral_symm","mating_system","repro_syndrome","pollination_syndrome","RedList","tavg","C_value","CV_C_value"
"1","Abies","Abies","Pinaceae","Pinophyta",0.362318841,0.041666667,"1","1",0.004761905,".","1","1","0","0.695652174","0.8674","17.23266667","9.085723529"
"2","Abronia","Abronia","Nyctaginaceae","Caryophyllales",4.166666667,0.3125,"0.6875","0",0.005063291,".",".",".",".",".",".",".","."
"3","Abutilon","Abutilon","Malvaceae","Malvales",0,0,"0.763157895","0.394736842",0.006153846,"0","1","1","1","3.5","0.057","1.245","0"
"4","Acacia","Acacia","Fabaceae","Fabales",0.208188758,0.136363636,"1","1",0.096494845,"0",".",".","1","1.5","0.807875","1.186321839","31.78010935"
"5","Acaena","Acaena","Rosaceae","Rosales",8.888888889,0.4,"1","0",0.001060071,".",".","0.5",".",".",".","0.33","."
"6","Acalypha","Acalypha","Euphorbiaceae","Malpighiales",0,0,"0","0",0.01239531,"0.2",".",".","0","2.772727273",".",".","."
"7","Acamptopappus","Acamptopappus","Asteraceae","Asterales",0,0,"1","1",0.00210989,".",".",".",".",".",".",".","."
"8","Acanthomintha","Acanthomintha","Lamiaceae","Lamiales",0,0,"0","0",0.004320557,".",".",".",".",".",".",".","."
"9","Acanthopanax","Eleutherococcus","Araliaceae","Apiales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"10","Acanthospermum","Acanthospermum","Asteraceae","Asterales",0,0,"0","0",0.00210989,"0",".",".","1",".",".",".","."
"11","Acanthus","Acanthus","Acanthaceae","Lamiales",0,0,"1","0",0.000857143,"1",".",".",".",".",".",".","."
"12","Acer","Acer","Sapindaceae","Sapindales",0.185013876,0.042553191,"1","1",0.001265823,".","1","0.916666667","0.833333333","2.166666667","0.945","0.908181818","26.43476679"
"13","Achillea","Achillea","Asteraceae","Asterales",0.790960452,0.233333333,"1","0",0.00210989,"0","1","0.5","1",".",".","4.137692308","51.15042164"
"14","Achlys","Achlys","Berberidaceae","Ranunculales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"15","Achnatherum","Achnatherum","Poaceae","Poales",2.857142857,0.2,"1","0",0.074314214,".",".",".",".",".",".",".","."
"16","Achyranthes","Achyranthes","Amaranthaceae","Caryophyllales",0,0,"0.916666667","0.5",0.041463415,"0",".",".",".","3.25",".",".","."
"17","Acianthus","Acianthus","Orchidaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"18","Acinos","Acinos","Lamiaceae","Lamiales",60,1.2,"0.8","0",0.004320557,".","1","1","1",".",".",".","."
"19","Aciphylla","Aciphylla","Apiaceae","Apiales",0,0,"1","0",0.003968254,".",".",".",".",".",".",".","."
"20","Aconitum","Aconitum","Ranunculaceae","Ranunculales",0.653594771,0.055555556,"1","0",0,".","1","0.958333333","1",".","0.884","5.44","."
"21","Acorus","Acorus","Acoraceae","Acorales",0,0,"1","0",0,".","1","0","1",".",".","0.525","33.67175149"
"22","Acrotriche","Acrotriche","Ericaceae","Ericales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"23","Actaea","Actaea","Ranunculaceae","Ranunculales",16.66666667,0.25,"1","0",0,".","1","0.5","1",".",".",".","."
"24","Actinotus","Actinotus","Apiaceae","Apiales",0,0,"0.5","0",0.003968254,".",".",".",".",".",".",".","."
"25","Adenocarpus","Adenocarpus","Fabaceae","Fabales",0,0,"1","1",0.096494845,"1",".",".",".",".",".","0.875","4.040610178"
"26","Adenophora","Adenophora","Campanulaceae","Asterales",0,0,"1","0",0,".","1","1","1",".",".","4.72","."
"27","Adenophorus","Grammitis","Polypodiaceae","Monilophyta",6.666666667,0.3,"1","0",0,".",".",".",".",".",".",".","."
"28","Adenophyllum","Adenophyllum","Asteraceae","Asterales",0,0,"1","1",0.00210989,".",".",".",".",".",".",".","."
"29","Adenostoma","Adenostoma","Rosaceae","Rosales",0,0,"1","1",0.001060071,".",".",".",".",".",".",".","."
"30","Adenostyles","Adenostyles","Asteraceae","Asterales",33.33333333,0.333333333,"1","0",0.00210989,".","1","0.5","1",".",".",".","."
"31","Adiantum","Adiantum","Pteridaceae","Monilophyta",0.526315789,0.05,"1","0",0,".",".",".","1","3.666666667",".","5.13","."
"32","Adonis","Adonis","Ranunculaceae","Ranunculales",2.222222222,0.1,"0.6","0",0,".","1","0.875","1",".",".","15.5","12.31734393"
"33","Adriana","Adriana","Euphorbiaceae","Malpighiales",0,0,"1","1",0.01239531,".",".",".",".",".",".",".","."
"34","Aegilops","Aegilops","Poaceae","Poales",0.952380952,0.066666667,"0","0",0.074314214,".",".",".","0",".",".","8.908615385","41.28191488"
"35","Aeluropus","Aeluropus","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".","8.4","."
"36","Aeonium","Aeonium","Crassulaceae","Saxifragales",0,0,"1","1",0,".",".",".",".",".",".","0.937333333","107.3211613"
"37","Aesculus","Aesculus","Sapindaceae","Sapindales",0,0,"1","1",0.001265823,".","1","1","1","2",".","0.365","0"
"38","Aethionema","Aethionema","Brassicaceae","Brassicales",0,0,"0.9","0",0.00485306,".","1","1","1","4",".","0.71","0"
"39","Agalinis","Agalinis","Orobanchaceae","Lamiales",0,0,"0","0",0,".",".",".",".",".","0.469",".","."
"40","Agalinus","Agalinis","Orobanchaceae","Lamiales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"41","Agastache","Agastache","Lamiaceae","Lamiales",0,0,"1","0",0.004320557,".",".",".",".",".",".",".","."
"42","Agave","Agave","Asparagaceae","Asparagales",0,0,"1","0",0,"0",".",".","1",".",".","6.470684932","34.23608512"
"43","Ageratina","Ageratina","Asteraceae","Asterales",0,0,"1","0.5",0.00210989,".",".",".",".","0.9",".",".","."
"44","Ageratum","Ageratum","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,"0",".",".","1","2",".",".","."
"45","Agoseris","Agoseris","Asteraceae","Asterales",3.03030303,0.166666667,"0.833333333","0",0.00210989,".",".",".",".",".",".","2.4625","44.21783094"
"46","Agrimonia","Agrimonia","Rosaceae","Rosales",0.653594771,0.055555556,"1","0",0.001060071,".","1","0.75","1",".",".",".","."
"47","Agropyron","Agropyron","Poaceae","Poales",5.627705628,0.590909091,"1","0",0.074314214,".",".",".",".",".",".","9.37","35.56842708"
"48","Agrostemma","Agrostemma","Caryophyllaceae","Caryophyllales",0,0,"0","0",0.001818182,".","1","1","1",".",".","2.1","."
"49","Agrostis","Agrostis","Poaceae","Poales",0.293040293,0.152380952,"0.808411215","0",0.074314214,".","1","0.576923077","0","1.166666667",".","5.437586207","45.418384"
"50","Aichryson","Aichryson","Crassulaceae","Saxifragales",0,0,"0","0",0,".",".",".",".",".",".","0.685","1.032272673"
"51","Aira","Aira","Poaceae","Poales",0,0,"0","0",0.074314214,".","1","1","0",".",".","4.3275","36.3613866"
"52","Ajuga","Ajuga","Lamiaceae","Lamiales",3.80952381,0.266666667,"0.866666667","0",0.004320557,".","1","0.875","1",".",".",".","."
"53","Albizia","Albizia","Fabaceae","Fabales",0,0,"1","1",0.096494845,"0",".",".","1","1.966666667","0.951","1.215","7.565751568"
"54","Alcea","Alcea","Malvaceae","Malvales",0,0,"1","0",0.006153846,".","1","1","1",".",".",".","."
"55","Alchemilla","Alchemilla","Rosaceae","Rosales",0.012986001,0.017985612,"1","0",0.001060071,"0","0","0.5","1",".",".",".","."
"56","Alectryon","Alectryon","Sapindaceae","Sapindales",0,0,"1","1",0.001265823,".",".",".",".","3",".",".","."
"57","Alhagi","Alhagi","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"58","Alisma","Alisma","Alismataceae","Alismatales",0.526315789,0.05,"0.925","0.1",0,".","1","0.5","0.833333333",".",".","12.7125","6.471772929"
"59","Alkanna","Alkanna","Boraginaceae","Boraginales",0,0,"0.941176471","0",0.001824818,".",".",".",".",".",".",".","."
"60","Allium","Allium","Amaryllidaceae","Asparagales",0,0,"1","0",0,"0","1","0.543478261","1","4","0.91","19.9175","35.5560929"
"61","Allocasuarina","Allocasuarina","Casuarinaceae","Fagales",1.818181818,0.090909091,"1","1",0.094736842,".",".",".",".",".",".","0.95","."
"62","Allophyllum","Allophyllum","Polemoniaceae","Ericales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"63","Almaleea","Almaleea","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"64","Alnus","Alnus","Betulaceae","Fagales",0.865800866,0.090909091,"1","1",0.054545455,".","1","0.833333333","0","0.166666667","0.913666667","0.642","19.74571709"
"65","Aloe","Aloe","Xanthorrhoeaceae","Asparagales",0,0,"1","0.555555556",0,"0",".",".",".","1.5",".","16.91779817","26.17850112"
"66","Alopecurus","Alopecurus","Poaceae","Poales",0.634249471,0.136363636,"0.647727273","0",0.074314214,".","1","0.642857143","0",".",".","8.914","71.57951463"
"67","Alsinidendron","Alsinidendron","Caryophyllaceae","Caryophyllales",0,0,"1","0",0.001818182,".",".",".",".","4","0","0.833333333","13.48777224"
"68","Alternanthera","Alternanthera","Amaranthaceae","Caryophyllales",0,0,"0.821428571","0.071428571",0.041463415,"0",".",".","0.5","1.888888889",".",".","."
"69","Althaea","Althaea","Malvaceae","Malvales",0,0,"0.611111111","0",0.006153846,".","1","1","1",".",".",".","."
"70","Alyssoides","Alyssoides","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".",".",".",".",".",".",".","."
"71","Alyssum","Alyssum","Brassicaceae","Brassicales",0,0,"0.675324675","0",0.00485306,".","1","1","1",".",".","0.58","."
"72","Amaranthus","Amaranthus","Amaranthaceae","Caryophyllales",0.380734818,0.194174757,"0.04368932","0",0.041463415,"0","1","1","0","2","0.199","0.735263158","23.54830959"
"73","Ambrosia","Ambrosia","Asteraceae","Asterales",0.158562368,0.034090909,"0.547619048","0.170454545",0.00210989,".","1","0.666666667","0",".","0.95","2.375","49.9008065"
"74","Amelanchier","Amelanchier","Rosaceae","Rosales",1.169590643,0.105263158,"1","1",0.001060071,".","1","0.875","1",".",".","1.1175","25.89801521"
"75","Ammannia","Ammannia","Lythraceae","Myrtales",0,0,"0","0",0,"0",".",".",".",".",".",".","."
"76","Ammi","Ammi","Apiaceae","Apiales",0,0,"0","0",0.003968254,".","1","1","1",".",".",".","."
"77","Ammophila","Calamagrostis","Poaceae","Poales",5,0.1,"1","0",0.074314214,".","1","0","0",".",".","4.815","0"
"78","Amorpha","Amorpha","Fabaceae","Fabales",0,0,"1","1",0.096494845,".","1","1","1",".",".",".","."
"79","Amphibromus","Amphibromus","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".","3.99","."
"80","Amphicarpum","Amphicarpum","Poaceae","Poales",0,0,"0.5","0",0.074314214,".",".",".",".",".",".",".","."
"81","Amphipogon","Amphipogon","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".","0",".",".",".","."
"82","Amsinckia","Amsinckia","Boraginaceae","Boraginales",0.246305419,0.034482759,"0","0",0.001824818,".",".","1","1","4","0.33825","1.133333333","13.47816381"
"83","Amsonia","Amsonia","Apocynaceae","Gentianales",0,0,"1","0",0.000658617,".",".",".",".",".",".",".","."
"84","Amyema","Amyema","Loranthaceae","Santalales",0,0,"1","1",0,".",".",".","1",".",".","11.71222222","21.3118243"
"85","Anabasis","Anabasis","Amaranthaceae","Caryophyllales",0,0,"1","1",0.041463415,".",".",".",".",".",".",".","."
"86","Anacyclus","Anacyclus","Asteraceae","Asterales",0,0,"0.25","0",0.00210989,".",".",".",".",".",".","6.4","22.19813419"
"87","Anagallis","Lysimachia","Primulaceae","Ericales",0,0,"0.333333333","0",0,".","1","0.833333333","1",".",".","1.75","."
"88","Anarrhinum","Anarrhinum","Plantaginaceae","Lamiales",10,0.2,"0.5","0",0.005925926,".","1","1","1",".",".",".","."
"89","Anchusa","Anchusa","Boraginaceae","Boraginales",0.15015015,0.027027027,"0.445945946","0",0.001824818,".","1","1","1","4",".",".","."
"90","Androcymbium","Colchicum","Colchicaceae","Liliales",0,0,"1","0",0,"0",".",".",".",".",".","2.89","."
"91","Andropogon","Andropogon","Poaceae","Poales",0.735294118,0.058823529,"1","0",0.074314214,"1",".",".","0","3.333333333",".","4.378571429","0"
"92","Androsace","Androsace","Primulaceae","Ericales",0,0,"0.602941176","0",0,".","1","0.875","1",".",".",".","."
"93","Andryala","Andryala","Asteraceae","Asterales",0,0,"0.7","0",0.00210989,".",".",".","1",".",".","2.225","27.64866965"
"94","Anemone","Anemone","Ranunculaceae","Ranunculales",0.289855072,0.065217391,"1","0",0,".","1","0.611111111","1","3",".","17.23103448","41.21008428"
"95","Angelica","Angelica","Apiaceae","Apiales",0,0,"0.983333333","0",0.003968254,".","1","1","1",".",".","3.23","."
"96","Angianthus","Angianthus","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"97","Anisantha","Bromus","Poaceae","Poales",0,0,"0","0",0.074314214,".",".",".",".",".",".",".","."
"98","Antennaria","Antennaria","Asteraceae","Asterales",0.354609929,0.083333333,"1","0",0.00210989,".","1","0.5","1",".","0.729",".","."
"99","Anthemis","Anthemis","Asteraceae","Asterales",0.016228497,0.006329114,"0.486842105","0",0.00210989,".","1","1","1","4",".","8.175","4.757293329"
"100","Anthericum","Anthericum","Asparagaceae","Asparagales",0,0,"1","0",0,".","1","0.5","1",".",".","8.635","95.23626943"
"101","Anthoxanthum","Anthoxanthum","Poaceae","Poales",0,0,"0.5","0",0.074314214,".","1","0.75","0",".",".","5.9","."
"102","Anthriscus","Anthriscus","Apiaceae","Apiales",0,0,"0.333333333","0",0.003968254,".","1","0.75","1",".",".","2.25","."
"103","Anthyllis","Anthyllis","Fabaceae","Fabales",0,0,"0.643410853","0.789473684",0.096494845,".","1","1","1",".",".","0.575","23.36526755"
"104","Antidesma","Antidesma","Phyllanthaceae","Malpighiales",100,0.5,"1","1",0.002292264,"0",".",".",".","1.75",".",".","."
"105","Antinoria","Antinoria","Poaceae","Poales",0,0,"0.25","0",0.074314214,".",".",".",".",".",".",".","."
"106","Antirrhinum","Antirrhinum","Plantaginaceae","Lamiales",0.64516129,0.096774194,"0.59375","0.28125",0.005925926,".","1","1","1","3","0.815","0.778","0"
"107","Aotus","Aotus","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"108","Apera","Apera","Poaceae","Poales",0,0,"0","0",0.074314214,".","1","1","0",".",".","5.4","."
"109","Aphanes","Aphanes","Rosaceae","Rosales",0,0,"0","0",0.001060071,".","0.75","1","1","2",".","0.58","."
"110","Aphanostephus","Aphanostephus","Asteraceae","Asterales",0,0,"0.25","0",0.00210989,".",".",".",".",".",".",".","."
"111","Aphelia","Aphelia","Centrolepidaceae","Poales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"112","Apium","Apium","Apiaceae","Apiales",2.857142857,0.2,"0.5","0",0.003968254,".","1","0.625","1","4",".","1.08","."
"113","Apocynum","Apocynum","Apocynaceae","Gentianales",11.11111111,0.444444444,"1","0",0.000658617,".",".",".",".",".",".",".","."
"114","Aquilegia","Aquilegia","Ranunculaceae","Ranunculales",0.740055504,0.170212766,"1","0",0,".","1","1","1","4","0.486666667","0.53","3.773584906"
"115","Arabidella","Arabidella","Brassicaceae","Brassicales",0,0,"0.5","0.5",0.00485306,".",".",".",".",".",".",".","."
"116","Arabidopsis","Arabidopsis","Brassicaceae","Brassicales",0,0,"0.1","0",0.00485306,".","1","0.9","1",".","0.5882","0.266818182","31.02969721"
"117","Arabis","Arabis","Brassicaceae","Brassicales",0.035267149,0.018691589,"0.690721649","0",0.00485306,".","0.958333333","0.884615385","1","4","0.56","0.482307692","66.42766091"
"118","Aralia","Aralia","Araliaceae","Apiales",0,0,"1","0.333333333",0,".",".",".",".","2",".",".","."
"119","Arbutus","Arbutus","Ericaceae","Ericales",100,0.5,"1","1",0,".",".","1","1","1.5","0.97",".","."
"120","Arceuthobium","Arceuthobium","Santalaceae","Santalales",0,0,"1","0",0.002139037,".",".",".",".","0",".",".","."
"121","Arctium","Arctium","Asteraceae","Asterales",6.666666667,0.466666667,"0","0",0.00210989,".","1","1","1",".",".",".","."
"122","Arctomecon","Arctomecon","Papaveraceae","Ranunculales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"123","Arctostaphylos","Arctostaphylos","Ericaceae","Ericales",0.372960373,0.121212121,"1","1",0,".","1","0.5","1","2",".","1.25","."
"124","Arctotheca","Arctotheca","Asteraceae","Asterales",0,0,"0.666666667","0",0.00210989,".",".",".",".",".",".",".","."
"125","Ardisia","Ardisia","Primulaceae","Ericales",0,0,"1","1",0,"0",".",".","1","2.328571429","0.63","2.65","."
"126","Arenaria","Arenaria","Caryophyllaceae","Caryophyllales",0,0,"0.618421053","0",0.001818182,".","1","0.875","1","4",".","0.7","20.20305089"
"127","Argemone","Argemone","Papaveraceae","Ranunculales",1.515151515,0.083333333,"0.583333333","0",0,"0",".",".","1",".",".","0.6","."
"128","Argentina","Argentina","Rosaceae","Rosales",0,0,".","0",0.001060071,".",".",".",".",".",".",".","."
"129","Argentipallium","Argentipallium","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"130","Argyrochosma","Hemionitis","Pteridaceae","Monilophyta",0,0,"1","0",0,".",".",".",".",".",".",".","."
"131","Argyrolobium","Argyrolobium","Fabaceae","Fabales",0,0,"1","0.5",0.096494845,".",".",".","1",".",".","1.91","0"
"132","Argyroxiphium","Argyroxiphium","Asteraceae","Asterales",80,1.6,"1","1",0.00210989,".",".",".",".","3.25",".",".","."
"133","Argythamnia","Argythamnia","Euphorbiaceae","Malpighiales",0,0,"1","0",0.01239531,".",".",".",".",".",".",".","."
"134","Arisaema","Arisaema","Araceae","Alismatales",0,0,"1","0",0.000248447,".",".",".",".",".",".","4.975","2.416244277"
"135","Arisarum","Arisarum","Araceae","Alismatales",0,0,"1","0",0.000248447,".",".",".","1",".",".","14","24.33892979"
"136","Aristida","Aristida","Poaceae","Poales",0,0,"0.517857143","0",0.074314214,"1",".",".","0","2",".",".","."
"137","Aristolochia","Aristolochia","Aristolochiaceae","Piperales",0,0,"1","0.238095238",0,"1","1","0.5","1","2.636363636",".","0.375","28.28427125"
"138","Armeria","Armeria","Plumbaginaceae","Caryophyllales",0.606060606,0.133333333,"1","0.288888889",0.001196172,".","1","1","1",".",".","4.31","0"
"139","Armoracia","Armoracia","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".","1","0","1",".",".","1.25","."
"140","Arnica","Arnica","Asteraceae","Asterales",0.158730159,0.027777778,"0.945945946","0",0.00210989,".","1","0.5","1",".",".",".","."
"141","Aronia","Aronia","Rosaceae","Rosales",41.66666667,0.625,"1","1",0.001060071,".","1","1","1",".",".","1.28","."
"142","Arrhenatherum","Arrhenatherum","Poaceae","Poales",33.33333333,0.333333333,"1","0",0.074314214,".","1","0.5","0",".","0.704","6.395","35.05126656"
"143","Artemisia","Artemisia","Asteraceae","Asterales",0.064350064,0.047297297,"0.896296296","0.286666667",0.00210989,"0","1","0.794117647","0.075",".",".","4.661521739","36.69085686"
"144","Arthrocnemum","Arthrocnemum","Amaranthaceae","Caryophyllales",0,0,"1","1",0.041463415,".",".",".","0",".",".",".","."
"145","Arthropodium","Arthropodium","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".","1",".",".","2.45","."
"146","Arum","Arum","Araceae","Alismatales",5.555555556,0.222222222,"1","0",0.000248447,".","1","0.5","1",".",".","10.28142857","25.83494498"
"147","Arundinaria","Arundinaria","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"148","Arundo","Arundo","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".","0",".",".","2.8","."
"149","Asarum","Asarum","Aristolochiaceae","Piperales",0,0,"1","0",0,".","1","0.5","1","2",".","6.385","21.88347405"
"150","Asclepias","Asclepias","Apocynaceae","Gentianales",0.037023325,0.013513514,"0.986486486","0.027027027",0.000658617,"0","1","0.5","1",".","0.981","0.42","."
"151","Asparagus","Asparagus","Asparagaceae","Asparagales",0,0,"1","0",0,"0","1","0.5","1",".",".","2.03125","21.04713062"
"152","Asperula","Asperula","Rubiaceae","Gentianales",0.063291139,0.025,"0.975","0.0125",6e-04,".","1","0.875","1",".",".",".","."
"153","Asphodeline","Asphodeline","Xanthorrhoeaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".","4.44","0"
"154","Asphodelus","Asphodelus","Xanthorrhoeaceae","Asparagales",33.33333333,0.5,"0.9","0",0,".",".",".","1",".",".","3.485","5.88410234"
"155","Aspidotis","Hemionitis","Pteridaceae","Monilophyta",100,0.5,"1","0",0,".",".",".",".",".",".",".","."
"156","Asplenium","Asplenium","Aspleniaceae","Monilophyta",0.648148148,0.259259259,"1","0",0,".","1","1","1","1.083333333",".","6.301764706","20.8548925"
"157","Astelia","Astelia","Asteliaceae","Asparagales",0,0,"1","0",0,".",".",".",".","4",".","1.27","."
"158","Aster","Aster","Asteraceae","Asterales",0.154181027,0.11409396,"0.944444444","0.039473684",0.00210989,"0","1","0.5","1","4",".",".","."
"159","Asteriscus","Asteriscus","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,".",".",".","1",".",".","0.86","0"
"160","Asterolasia","Asterolasia","Rutaceae","Sapindales",0,0,"1","1",0.001652893,".",".",".",".",".",".",".","."
"161","Astilbe","Astilbe","Saxifragaceae","Saxifragales",100,0.5,"1","0",0,".",".",".",".",".",".",".","."
"162","Astragalus","Astragalus","Fabaceae","Fabales",0,0,"0.88863109","0",0.096494845,".","1","0.85","1","2.8",".","0.865","22.2073673"
"163","Astrantia","Astrantia","Apiaceae","Apiales",0,0,"1","0",0.003968254,".","1","0.5","1",".",".",".","."
"164","Astrodaucus","Astrodaucus","Apiaceae","Apiales",0,0,".","0",0.003968254,".",".",".",".",".",".","5.04","3.928371007"
"165","Astroloma","Styphelia","Ericaceae","Ericales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"166","Astrotricha","Astrotricha","Araliaceae","Apiales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"167","Asyneuma","Asyneuma","Campanulaceae","Asterales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"168","Athamanta","Athamanta","Apiaceae","Apiales",0,0,"1","0",0.003968254,".","1","1","1",".",".","1.23","."
"169","Atractylis","Atractylis","Asteraceae","Asterales",0,0,"0.75","0",0.00210989,".",".",".","1",".",".","3.99","."
"170","Atraphaxis","Atraphaxis","Polygonaceae","Caryophyllales",0,0,"1","1",0.002727273,".",".",".",".","3",".",".","."
"171","Atriplex","Atriplex","Amaranthaceae","Caryophyllales",0.158940397,0.119205298,"0.369281046","0.232026144",0.041463415,".","1","0.96875","0.086956522","4",".","1.172962963","58.85704279"
"172","Atropa","Atropa","Solanaceae","Solanales",0,0,"1","0",0.089837398,".","1","1","1",".",".","1.95","."
"173","Aubrieta","Aubrieta","Brassicaceae","Brassicales",13.33333333,0.333333333,"1","0",0.00485306,".",".",".",".",".",".","0.42","."
"174","Aureolaria","Aureolaria","Orobanchaceae","Lamiales",0,0,".","0",0,".",".",".",".",".",".",".","."
"175","Australopyrum","Australopyrum","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".","5.72","0"
"176","Austrofestuca","Poa","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".","3.71","."
"177","Avena","Avena","Poaceae","Poales",0.600600601,0.108108108,"0","0",0.074314214,".","1","1","0",".","0.028333333","8.917777778","36.76904813"
"178","Avenula","Avenula","Poaceae","Poales",0.666666667,0.08,"1","0",0.074314214,".",".",".",".",".",".",".","."
"179","Azolla","Azolla","Salviniaceae","Monilophyta",0,0,"0.666666667","0",0,".","1","0.5",".",".",".","0.77","."
"180","Baccharis","Baccharis","Asteraceae","Asterales",0,0,"1","0.833333333",0.00210989,".",".",".","1","1.928571429",".",".","."
"181","Bacopa","Bacopa","Plantaginaceae","Lamiales",0,0,"0.666666667","0",0.005925926,"1",".",".",".",".",".","1.2","."
"182","Baeckea","Baeckea","Myrtaceae","Myrtales",0,0,"1","1",0.003243243,".",".",".",".",".",".",".","."
"183","Bahia","Bahia","Asteraceae","Asterales",0,0,"0.75","0",0.00210989,".",".",".",".",".",".",".","."
"184","Baileya","Baileya","Asteraceae","Asterales",0,0,"0.2","0",0.00210989,".",".",".",".",".",".","7.32","."
"185","Baldellia","Baldellia","Alismataceae","Alismatales",0,0,"1","0",0,".","1","0.5","1",".",".",".","."
"186","Ballota","Ballota","Lamiaceae","Lamiales",0,0,"1","0.142857143",0.004320557,".","1","1","1",".",".",".","."
"187","Balsamorhiza","Balsamorhiza","Asteraceae","Asterales",7.272727273,0.363636364,"1","0",0.00210989,".",".",".",".",".",".",".","."
"188","Banksia","Banksia","Proteaceae","Proteales",4.761904762,0.142857143,"1","1",0.000625,".",".",".",".",".","0.8945","0.85","."
"189","Baptisia","Baptisia","Fabaceae","Fabales",6.666666667,0.166666667,"1","0",0.096494845,".",".",".",".",".",".",".","."
"190","Barbarea","Barbarea","Brassicaceae","Brassicales",0,0,"0.36","0",0.00485306,".","1","1","1",".",".",".","."
"191","Bartonia","Bartonia","Gentianaceae","Gentianales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"192","Bartsia","Bartsia","Orobanchaceae","Lamiales",0,0,"1","0",0,"1","1","0.5","1","2",".",".","."
"193","Bassia","Bassia","Amaranthaceae","Caryophyllales",3.571428571,0.125,"0.125","0.166666667",0.041463415,".","1","1","0.333333333",".",".","1.12","."
"194","Bauera","Bauera","Cunoniaceae","Oxalidales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"195","Baumea","Machaerina","Cyperaceae","Poales",0,0,"1","0",0.00045977,".",".",".",".",".",".",".","."
"196","Beckmannia","Beckmannia","Poaceae","Poales",0,0,"0.333333333","0",0.074314214,".","1","1","0",".",".",".","."
"197","Begonia","Begonia","Begoniaceae","Cucurbitales",0,0,"1","0",0,"1",".",".","1","2.24","0.04","0.5655","48.23633615"
"198","Bellevalia","Bellevalia","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".","15.51923077","70.31024987"
"199","Bellis","Bellis","Asteraceae","Asterales",0,0,"0.857142857","0",0.00210989,".","1","0.5","1",".",".","1.706666667","16.91455867"
"200","Bellium","Bellium","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,".",".",".",".",".",".",".","."
"201","Berberis","Berberis","Berberidaceae","Ranunculales",0.362318841,0.041666667,"1","1",0,".","1","0.833333333","1","1.941176471",".","1.401578947","45.51012976"
"202","Bergia","Bergia","Elatinaceae","Malpighiales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"203","Berlandiera","Berlandiera","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"204","Berteroa","Berteroa","Brassicaceae","Brassicales",0,0,"0.3","0",0.00485306,".","1","1","1",".",".","0.71","."
"205","Bertya","Bertya","Euphorbiaceae","Malpighiales",0,0,"1","1",0.01239531,".",".",".",".",".",".",".","."
"206","Besseya","Veronica","Plantaginaceae","Lamiales",0,0,"1","0",0.005925926,".",".",".",".",".",".",".","."
"207","Beta","Beta","Amaranthaceae","Caryophyllales",0,0,"0.5","0",0.041463415,".","1","1","0.5",".",".","1.022857143","0"
"208","Betula","Betula","Betulaceae","Fagales",2.645502646,0.357142857,"1","1",0.054545455,".","1","0.8","0","2.846153846","0.995","0.648333333","39.94133988"
"209","Beyeria","Beyeria","Euphorbiaceae","Malpighiales",0,0,"1","1",0.01239531,".",".",".",".",".",".",".","."
"210","Biarum","Biarum","Araceae","Alismatales",0,0,"1","0",0.000248447,".",".",".",".",".",".","3.32","2.347659227"
