"","Name_submitted","Accepted_name","Family","Order","Superorder","Group (Dicot, Monocot, Gymnosperm, Fern)","Sample reference code","Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)","Nearctic","Neotropic","Palearctic","Afrotropic","Indo-Malay","Australasia","Oceania","Number of Biogeographic Realms","Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Coniferous Forests","Temperate Broadleaf and Mixed Forests","Temperate Coniferous Forests","Boreal Forests/Taiga","Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands","Flooded Grasslands and Savannas","Montane Grasslands and Shrublands","Tundra","Mediterranean Forests, Woodlands, and Scrub","Deserts and Xeric Shrublands","Mangroves","Number of Biomes","C (%)","S (%)","R (%)","CSR","Colour values for SigmaPlot","Growth habit (grey shade)","Growth habit (colour)","Growth habit (symbol)"
"2696","Stratiotes aloides L.","Stratiotes aloides","Hydrocharitaceae","Alismatales","Lilianae","Monocot","Kleyer","perennial","aquatic",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,57.8449925430332,0,42.1550074569668,"CR","@rgb(148,0,107)","@rgb(192,192,192)","@rgb(0,0,255)","@symbol(5,512,0)"
"2697","Strychnos panamensis Seem.","Strychnos panamensis","Loganiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","liana",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,32.473583347277,56.585929060664,10.9404875920589,"S/CSR","@rgb(83,144,28)","@rgb(128,128,128)","@rgb(128,128,128)","@symbol(3,512,0)"
"2698","Strychnos toxifera R.H. Schomb. ex Lindl.","Strychnos toxifera","Loganiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0167351535009,41.1811053319546,13.8021595145445,"CS/CSR","@rgb(115,105,35)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2699","Stryphnodendron pulcherrimum (Willd.) Hochr.","Stryphnodendron pulcherrimum","Fabaceae","Fabales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.6375244949762,38.7365539304723,46.6259215745515,"SR/CSR","@rgb(37,99,119)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2700","Stylogyne turbacensis (Kunth) Mez","Stylogyne turbacensis","Primulaceae","Ericales","Asteranae","Dicot","Wright","perennial","shrub",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,63.0325620353988,36.9674379646012,0,"C/CS","@rgb(161,94,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"2701","Succisa pratensis Moench","Succisa pratensis","Caprifoliaceae","Dipsacales","Asteranae","Dicot","Cerabolini","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,35.5237357658013,33.4202877105284,31.0559765236702,"CSR","@rgb(91,85,79)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2702","Swartzia simplex Spreng.","Swartzia simplex","Fabaceae","Fabales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,47.7743781866469,47.1026027408857,5.12301907246735,"CS","@rgb(122,120,13)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2703","Swertia iberica Fisch. & C.A. Mey.","Swertia iberica","Gentianaceae","Gentianales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,62.9171496881352,0,37.0828503118648,"C/CR","@rgb(160,0,95)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2704","Symphonia globulifera L. f.","Symphonia globulifera","Clusiaceae","Malpighiales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.9301840719273,35.004929732209,26.0648861958637,"CSR","@rgb(99,89,66)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2705","Symphoricarpos albus (L.) S.F. Blake","Symphoricarpos albus","Caprifoliaceae","Dipsacales","Asteranae","Dicot","Kleyer","perennial","shrub",1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,6,25.4053305795427,49.6553721653254,24.9392972551319,"S/CSR","@rgb(65,127,64)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"2706","Symphyotrichum ascendens (Lindl.) G.L. Nesom","Symphyotrichum ascendens","Asteraceae","Asterales","Asteranae","Dicot","Laughlin","perennial","forb",1,1,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,1,1,1,0,7,15.9862464266895,73.0913751180744,10.9223784552361,"S/CS","@rgb(41,186,28)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2707","Symphyotrichum falcatum (Lindl.) G.L. Nesom","Symphyotrichum falcatum","Asteraceae","Asterales","Asteranae","Dicot","Laughlin","perennial","forb",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,5,9.5682168019439,46.254708496782,44.1770747012741,"SR","@rgb(24,118,113)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2708","Symphyotrichum oolentangiense (Riddell) G.L. Nesom","Symphyotrichum oolentangiense","Asteraceae","Asterales","Asteranae","Dicot","Weiher","perennial","forb",1,1,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,5,28.1121467624979,51.2553417197388,20.6325115177633,"S/CSR","@rgb(72,131,53)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2709","Symphytum officinale L.","Symphytum officinale","Boraginaceae","Boraginales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,69.7166745310186,0,30.2833254689814,"C/CR","@rgb(178,0,77)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2710","Symphytum tuberosum L. angustifolium (A. Kern.) Nyman","Symphytum tuberosum subsp. angustifolium","Boraginaceae","Boraginales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,44.8902093925421,0,55.1097906074579,"CR","@rgb(114,0,141)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2711","Syngonanthus cipoensis Ruhland","Comanthera cipoensis","Eriocaulaceae","Poales","Lilianae","Monocot","Negreiros","perennial","forb",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17.2843407660327,82.7156592339673,0,"S/CS","@rgb(44,211,0)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2712","Syringa vulgaris L.","Syringa vulgaris","Oleaceae","Lamiales","Asteranae","Dicot","Kleyer","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,36.8346363496855,50.8292776863735,12.336085963941,"CS/CSR","@rgb(94,130,31)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"2713","Syzygium scortechinii (King) Chantaran. & J. Parn.","Syzygium scortechinii","Myrtaceae","Myrtales","Rosanae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,44.2891749079401,55.7108250920599,0,"CS","@rgb(113,142,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2714","Tabebuia guayacan (Seem.) Hemsl.","Handroanthus guayacan","Bignoniaceae","Lamiales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.0198535393119,31.1378336784514,10.8423127822367,"C/CSR","@rgb(148,79,28)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2715","Tabebuia rosea (Bertol.) DC.","Tabebuia rosea","Bignoniaceae","Lamiales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,81.7198971095844,9.61846869703915,8.66163419337644,"C","@rgb(208,25,22)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2716","Tabebuia roseoalba (Ridl.) Sandwith","Tabebuia roseoalba","Bignoniaceae","Lamiales","Asteranae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,45.0263512194454,34.168925636255,20.8047231442996,"CS/CSR","@rgb(115,87,53)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2717","Tabernaemontana arborea Rose","Tabernaemontana arborea","Apocynaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,50.0873956314804,22.4116072922262,27.5009970762934,"C/CSR","@rgb(128,57,70)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2718","Tabernaemontana flavicans Willd. ex Roem. & Schult.","Tabernaemontana flavicans","Apocynaceae","Gentianales","Asteranae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,67.1210344590474,12.4092939318427,20.4696716091099,"C/CR","@rgb(171,32,52)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2719","Tachigali densiflora (Benth.) L.F. Gomes da Silva & H.C. Lima","Tachigali densiflora","Fabaceae","Fabales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0225228439267,45.8772586386698,6.10021851740346,"CS","@rgb(122,117,16)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2720","Tachigali versicolor Standl. & L.O. Williams","Tachigali versicolor","Fabaceae","Fabales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.9489983073815,24.9705343629353,6.0804673296832,"C/CS","@rgb(176,64,16)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2721","Talisia nervosa Radlk.","Talisia nervosa","Sapindaceae","Sapindales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,73.8222179286719,26.1777820713281,0,"C/CS","@rgb(188,67,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2722","Talisia princeps Oliv.","Talisia princeps","Sapindaceae","Sapindales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.8674375407912,25.9397763338184,1.1927861253904,"C/CS","@rgb(186,66,3)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2723","Tamus communis L.","Dioscorea communis","Dioscoreaceae","Dioscoreales","Lilianae","Monocot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,48.5509947087011,0,51.4490052912989,"CR","@rgb(124,0,131)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2724","Tanacetum corymbosum (L.) Sch. Bip.","Tanacetum corymbosum","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,64.2404647309795,0,35.7595352690205,"C/CR","@rgb(164,0,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2725","Tanacetum parthenium (L.) Sch. Bip","Tanacetum parthenium","Asteraceae","Asterales","Asteranae","Dicot","Díaz","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,39.7909978994661,3.24226541089153,56.9667366896424,"CR","@rgb(101,8,145)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2726","Tanacetum vulgare L.","Tanacetum vulgare","Asteraceae","Asterales","Asteranae","Dicot","Shipley","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,6,57.9466138244961,21.5591449942802,20.4942411812238,"C/CSR","@rgb(148,55,52)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2727","Tapirira guianensis Aubl.","Tapirira guianensis","Anacardiaceae","Sapindales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,46.1136077524925,45.975782807704,7.91060943980352,"CS","@rgb(118,117,20)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2728","Taraxacum confusum Schischk.","Taraxacum confusum","Asteraceae","Asterales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,50.7466356270783,0,49.2533643729217,"CR","@rgb(129,0,126)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2729","Taraxacum erythrospermum Andrz. ex Besser","Taraxacum erythrospermum","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,28.0719311622369,0.858007887901268,71.0700609498619,"R/CR","@rgb(72,2,181)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2730","Taraxacum fulvum Raunk.","Taraxacum fulvum","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,35.1686742381075,0,64.8313257618925,"R/CR","@rgb(90,0,165)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2731","Taraxacum laevigatum (Willd.) DC.","Taraxacum erythrospermum","Asteraceae","Asterales","Asteranae","Dicot","Shipley","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,11.3718078269518,63.3440953452598,25.2840968277884,"S/SR","@rgb(29,162,64)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2732","Taraxacum officinale F.H. Wigg.","Taraxacum officinale","Asteraceae","Asterales","Asteranae","Dicot","Weiher","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,57.7770374303352,0.571671810845553,41.6512907588193,"CR","@rgb(147,1,106)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2733","Taraxacum schroeteranum Hand.-Mazz.","Taraxacum schroeterianum","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,19.7492558040681,0,80.250744195932,"R/CR","@rgb(50,0,205)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2734","Taraxacum stevenii DC.","Taraxacum stevenii","Asteraceae","Asterales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,5,26.2669919206316,0,73.7330080793684,"R/CR","@rgb(67,0,188)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2735","Tatianyx arnacites (Trin.) Zuloaga & Soderstr.","Tatianyx arnacites","Poaceae","Poales","Lilianae","Monocot","Negreiros","perennial","graminoid",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.17622322705616,90.8237767729438,0,"S","@rgb(23,232,0)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"2736","Taxus baccata L.","Taxus baccata","Taxaceae","Pinales",NA,"Gymnosperm","Cornelissen","perennial","tree",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,6,1.70475053616744,98.2952494638325,0,"S","@rgb(4,251,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2737","Teesdalia nudicaulis (L.) R. Br.","Teesdalia nudicaulis","Brassicaceae","Brassicales","Rosanae","Dicot","Cerabolini/Pierce","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,10.6242214799079,0,89.3757785200921,"R","@rgb(27,0,228)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"2738","Tephrosia virginiana (L.) Pers.","Tephrosia virginiana","Fabaceae","Fabales","Rosanae","Dicot","Weiher","perennial","shrub",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,55.5599991738999,26.5769429587694,17.8630578673308,"C/CSR","@rgb(142,68,46)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"2739","Terminalia amazonia (J.F. Gmel.) Exell","Terminalia amazonia","Combretaceae","Myrtales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,31.4618715800051,56.4115252255345,12.1266031944604,"S/CSR","@rgb(80,144,31)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2740","Terminalia oblonga (Ruiz & Pav.) Steud.","Terminalia oblonga","Combretaceae","Myrtales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,34.5847596535474,41.3577541823726,24.05748616408,"CS/CSR","@rgb(88,105,61)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2741","Tetracera breyniana Schltdl.","Tetracera breyniana","Dilleniaceae","Dilleniales","Dillenianae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.9613787168522,61.0386212831478,0,"CS","@rgb(99,156,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2742","Tetracera hydrophila Triana & Planch.","Tetracera hydrophila","Dilleniaceae","Dilleniales","Dillenianae","Dicot","Wright","perennial","liana",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,52.5964495463476,40.5027326048916,6.90081784876076,"CS","@rgb(134,103,18)","@rgb(128,128,128)","@rgb(128,128,128)","@symbol(3,512,0)"
"2743","Tetragastris panamensis (Engl.) Kuntze","Protium stevensonii","Burseraceae","Sapindales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,58.1701002318589,41.8298997681411,0,"CS","@rgb(148,107,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"2744","Tetragonolobus maritimus Roth","Lotus maritimus","Fabaceae","Fabales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,23.8271530569686,30.7619177951175,45.4109291479139,"R/CSR","@rgb(61,78,116)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
