Group,Order,Family,Genus,Orignal_Name,Accepted_Name,Seed_Dispersal_Category,Seed_Dispersal_Orignal_Discription,Seed_Dispersal_Data_Source
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya rupestris,Cattleya rupestris,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya sanguiloba,Cattleya sanguiloba,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya tenuis,Cattleya tenuis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya teretecaulis,Cattleya teretecaulis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya vandenbergii,Cattleya vandenbergii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya verboonenii,Cattleya verboonenii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya violacea,Cattleya violacea,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cattleya,Cattleya walkeriana,Cattleya walkeriana,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cephalanthera,Cephalanthera cucullata,Cephalanthera cucullata,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Cephalanthera,Cephalanthera epipactoides,Cephalanthera epipactoides,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Cephalanthera,Cephalanthera kotschyana,Cephalanthera caucasica,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Cephalanthera,Cephalanthera kurdica,Cephalanthera kurdica,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Cephalanthera,Cephalanthera rubra,Cephalanthera rubra,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Chamorchis,Chamorchis alpina,Chamorchis alpina,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis chlorantha,Chiloglottis chlorantha,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis cornuta,Chiloglottis cornuta,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis gunnii s.l.,Chiloglottis gunnii,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis jeanesii,Chiloglottis jeanesii,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis pescottiana,Chiloglottis pescottiana,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis pluricallata,Chiloglottis pluricallata,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis reflexa,Chiloglottis reflexa,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis seminuda,Chiloglottis seminuda,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis trapeziformis,Chiloglottis trapeziformis,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Chiloglottis,Chiloglottis valida,Chiloglottis valida,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes aphylla,Cleistes aphylla,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes batistana,Cleistes batistana,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes bella,Cleistes bella,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes elongata,Cleistes elongata,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes exilis,Cleistes exilis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes grandiflora,Cleistes grandiflora,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes mantiqueirae,Cleistes mantiqueirae,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes metallina,Cleistes speciosa,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes montana,Cleistes montana,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes moritzii,Cleistes moritzii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes paludosa,Cleistes paludosa,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes paranaensis,Cleistes paranaensis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes pusilla,Cleistes pusilla,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes ramboi,Cleistes ramboi,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes rodriguesii,Cleistes rodriguesii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes rosea,Cleistes rosea,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes tenuis,Cleistes tenuis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cleistes,Cleistes unguiculata,Cleistes unguiculata,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Comparettia,Comparettia coccinea,Comparettia coccinea,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Corallorhiza,Corallorhiza maculata,Corallorhiza maculata,Anemochory,Wind,KEW Seed Information Database (SID)
Monocots,Asparagales,Orchidaceae,Corybas,Corybas aconitiflorus,Corybas aconitiflorus,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas despectans,Corybas despectans,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas grumulus,Corybas diemenicus,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas expansus,Corybas expansus,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas fimbriatus,Corybas fimbriatus,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas fordhamii,Corybas fordhamii,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas hispidus,Corybas hispidus,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas incurvus,Corybas incurvus,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Corybas pruinosus,Corybas pruinosus,Autochory,barochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corybas,Anzybas unguiculatus,Corybas unguiculatus,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Corymborkis,Corymborkis veratrifolia,Corymborkis veratrifolia,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cranichis,Cranichis candida,Cranichis candida,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cranichis,Cranichis glabricaulis,Cranichis glabricaulis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cranichis,Cranichis nudilabia,Cranichis nudilabia,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cranichis,Cranichis scripta,Cranichis scripta,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cryptostylis,Cryptostylis erecta,Cryptostylis erecta,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cryptostylis,Cryptostylis hunteriana,Cryptostylis hunteriana,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cryptostylis,Cryptostylis leptochila,Cryptostylis leptochila,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cryptostylis,Cryptostylis subulata,Cryptostylis subulata,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cyanaeorchis,Cyanaeorchis arundinae,Cyanaeorchis arundinae,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyanaeorchis,Cyanaeorchis minor,Cyanaeorchis minor,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyanicula,Caladenia caerulea,Caladenia caerulea,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon elatus,Cyclopogon elatus,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon eugenii,Cyclopogon eugenii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon graciliscapus,Cyclopogon graciliscapus,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon carinianus,Cyclopogon peruvianus,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyclopogon,Stigmatosema polyaden,Cyclopogon polyaden,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon warmingii,Cyclopogon warmingii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cycnoches,Cycnoches haagii,Cycnoches haagii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cycnoches,Cycnoches pentadactylon,Cycnoches pentadactylon,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cymbidium,Cymbidium canaliculatum,Cymbidium canaliculatum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cymbidium,Cymbidium suave,Cymbidium suave,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cyphochilus,Eriochilus collinus,Appendicula collina,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cypripedium,Cypripedium calceolus,Cypripedium calceolus,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Cypripedium,Cypripedium guttatum,Cypripedium guttatum,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Cyrtopodium aliciae,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium andersonii,Cyrtopodium andersonii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium blanchetii,Cyrtopodium blanchetii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium braemii,Cyrtopodium braemii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium brandonianum,Cyrtopodium brandonianum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium brunneum,Cyrtopodium gonzalezii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium caiapoense,Cyrtopodium caiapoense,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium cipoense,Cyrtopodium cipoense,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium confusum,Cyrtopodium confusum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium cristatum,Cyrtopodium cristatum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium dusenii,Cyrtopodium dusenii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium eugenii,Cyrtopodium eugenii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Cyrtopodium flavum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium fowliei,Cyrtopodium fowliei,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium gigas,Cyrtopodium gigas,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium hatschbachii,Cyrtopodium hatschbachii,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium josephense,Cyrtopodium josephense,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium lamellaticallosum,Cyrtopodium lamellaticallosum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium latifolium,Cyrtopodium latifolium,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium linearifolium,Cyrtopodium linearifolium,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium lissochiloides,Cyrtopodium lissochiloides,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium macedoi,Cyrtopodium macedoi,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium minutum,Cyrtopodium minutum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium pallidum,Cyrtopodium pallidum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium palmifrons,Cyrtopodium palmifrons,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium paludicola,Cyrtopodium paludicola,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium parviflorum,Cyrtopodium parviflorum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium poecilum,Cyrtopodium poecilum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium saintlegerianum,Cyrtopodium saintlegerianum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium triste,Cyrtopodium triste,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium vernum,Cyrtopodium vernum,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium virescens,Cyrtopodium virescens,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium withneri,Cyrtopodium withneri,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Cyrtostylis,Acianthus reniformis,Cyrtostylis reniformis,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cyrtostylis,Cyrtostylis robusta,Cyrtostylis robusta,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Cystorchis,Cyanaeorchis praetermissa,Cystorchis praetermissa,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza cordigera,Dactylorhiza majalis,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza elata,Dactylorhiza elata,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza euxina,Dactylorhiza euxina,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii,Dactylorhiza maculata,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza iberica,Dactylorhiza iberica,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza incarnata,Dactylorhiza incarnata,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza insularis,Dactylorhiza insularis,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza osmanica,Dactylorhiza osmanica,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza romana,Dactylorhiza romana,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza russowii,Dactylorhiza russowii,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza sambucina,Dactylorhiza sambucina,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza urvilleana,Dactylorhiza urvilleana,Anemochory,Anemochory,Seed dispersal distance classes and dispersal modes for the European flora
Monocots,Asparagales,Orchidaceae,Dendrobium,Dendrobium attenuatum,Dendrobium attenuatum,Anemochory,Wind,KEW Seed Information Database (SID)
Monocots,Asparagales,Orchidaceae,Dendrobium,Cantinoa indivisa,Dendrobium indivisum,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Dendrobium,Dendrobium pugioniforme,Dendrobium pugioniforme,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dendrobium,Dendrobium speciosum,Dendrobium speciosum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dendrobium,Dockrillia striolata,Dendrobium striolatum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dendrobium,Dendrobium tetragonum,Dendrobium tetragonum,Autochory,barochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dichaea,Dichaea ancoraelabia,Dichaea ancoraelabia,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Dichaea,Dichaea bryophila,Dichaea bryophila,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Dichaea,Dichaea cogniauxiana,Dichaea cogniauxiana,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Dichaea,Dichaea mattogrossensis,Dichaea mattogrossensis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Monocots,Asparagales,Orchidaceae,Didymoplexis,Gastrodia paludosus,Didymoplexis pallens,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dilochia,Dilochia cantleyi,Dilochia cantleyi,Anemochory,Wind,KEW Seed Information Database (SID)
Monocots,Asparagales,Orchidaceae,Dilochia,Dilochia wallichii,Dilochia wallichii,Anemochory,Wind,KEW Seed Information Database (SID)
Monocots,Asparagales,Orchidaceae,Dipodium,Dipodium campanulatum,Dipodium campanulatum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dipodium,Dipodium hamiltonianum,Dipodium hamiltonianum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dipodium,Dipodium pardalinum,Dipodium pardalinum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dipodium,Dipodium punctatum s.l.,Dipodium squamatum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dipodium,Dipodium roseum,Dipodium roseum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Dipodium,Dipodium variegatum,Dipodium variegatum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris abbreviata,Diuris abbreviata,Anemochory,Wind,KEW Seed Information Database (SID)
Monocots,Asparagales,Orchidaceae,Diuris,Diuris basaltica,Diuris basaltica,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris behrii,Diuris behrii,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris brevifolia,Diuris brevifolia,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris brevissima,Diuris brevissima,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris calicola,Diuris carinata,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris chryseopsis,Diuris chryseopsis,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris cuneata,Diuris cuneata,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris fragrantissima,Diuris fragrantissima,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris fucosa,Diuris fucosa,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris gregaria,Diuris gregaria,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris lanceolata,Diuris lanceolata,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris longifolia,Diuris longifolia,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris maculata,Diuris maculata,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris decrementa,Diuris micrantha,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris monticola,Diuris monticola,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris ochroma,Diuris ochroma,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris orientis,Diuris orientis,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris palustris,Diuris palustris,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris pardina,Diuris pardina,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Monocots,Asparagales,Orchidaceae,Diuris,Diuris pallens,Diuris pedunculata,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
