Group,Order,Family,Genus,Orignal_Name,Accepted_Name,Seed_Dispersal_Category,Seed_Dispersal_Orignal_Discription,Seed_Dispersal_Data_Source
ANA,Austrobaileyales,Schisandraceae,Illicium,Illicium floridanum,Illicium floridanum,Zoochory,animal,"Cold Tolerance, Seed Size and Height of North American Forest Tree Species"
ANA,Austrobaileyales,Schisandraceae,Illicium,Illicium jiadifengpi,Illicium jiadifengpi,Autochory,Autochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Illicium,Illicium lanceolatum,Illicium lanceolatum,Autochory,Autochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Illicium,Illicium macranthum,Illicium macranthum,Autochory,Autochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Illicium,Illicium parviflorum,Illicium parviflorum,Zoochory,animal,"Cold Tolerance, Seed Size and Height of North American Forest Tree Species"
ANA,Austrobaileyales,Schisandraceae,Illicium,Illicium simonsii,Illicium simonsii,Autochory,Autochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Kadsura,Kadsura coccinea,Kadsura coccinea,Autochory,Autochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Kadsura,Kadsura longipedunculata,Kadsura longepedunculata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Schisandra,Schisandra chinensis,Schisandra chinensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Schisandra,Schisandra henryi,Schisandra henryi,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
ANA,Austrobaileyales,Schisandraceae,Schisandra,Schisandra sphenanthera,Schisandra sphenanthera,Zoochory,Endo,"Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
ANA,Nymphaeales,Cabombaceae,Brasenia,Brasenia schreberi,Brasenia schreberi,Zoochory,epizoochory,"AusTraits, a curated plant trait database for the Australian flora"
ANA,Nymphaeales,Hydatellaceae,Trithuria,Trithuria submersa,Trithuria submersa,Zoochory,epizoochory,"AusTraits, a curated plant trait database for the Australian flora"
ANA,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar advena,Nuphar advena,Zoochory,endozoochor,The LEDA Traitbase
ANA,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar lutea,Nuphar lutea,Zoochory,eaten by birds,Ecological Flora of the British Isles
ANA,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar pumila,Nuphar pumila,Hydrochory,Hydrochory,Seed dispersal distance classes and dispersal modes for the European flora
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea alba,Nymphaea alba,Zoochory,eaten by birds,Ecological Flora of the British Isles
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea amazonum,Nymphaea amazonum,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea candida,Nymphaea candida,Zoochory,endozoochor,The LEDA Traitbase
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea gardneriana,Nymphaea gardneriana,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea gigantea,Nymphaea gigantea,Zoochory,epizoochory,"AusTraits, a curated plant trait database for the Australian flora"
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea glandulifera,Nymphaea glandulifera,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea jamesoniana,Nymphaea jamesoniana,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea lingulata,Nymphaea lingulata,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea nouchali,Nymphaea nouchali,Hydrochory,Water,KEW Seed Information Database (SID)
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea oxypetala,Nymphaea oxypetala,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea prolifera,Nymphaea prolifera,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea pulchella,Nymphaea pulchella,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea rudgeana,Nymphaea rudgeana,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
ANA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea tenerinervia,Nymphaea tenerinervia,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Canellales,Canellaceae,Canella,Canella winterana,Canella winterana,Zoochory,animal,"Cold Tolerance, Seed Size and Height of North American Forest Tree Species"
Magnoliidae,Canellales,Canellaceae,Warburgia,Warburgia stuhlmannii,Warburgia stuhlmannii,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Canellales,Winteraceae,Drimys,Drimys aromatica,Tasmannia lanceolata,Zoochory,bird,Australian Fire Ecology Database
Magnoliidae,Canellales,Winteraceae,Drimys,Drimys brasiliensis,Drimys brasiliensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Canellales,Winteraceae,Drimys,Tasmannia insipida,Tasmannia insipida,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Canellales,Winteraceae,Drimys,Drimys winteri,Drimys winteri,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Canellales,Winteraceae,Tasmannia,Tasmannia vickeriana,Tasmannia vickeriana,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Canellales,Winteraceae,Tasmannia,Tasmannia xerophila,Tasmannia xerophila,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Atherospermataceae,Atherosperma,Atherosperma moschatum ssp. integrifolium,Atherosperma moschatum,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Atherospermataceae,Doryphora,Doryphora sassafras,Doryphora sassafras,Anemochory,anemochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Calycanthaceae,Chimonanthus,Chimonanthus nitens var. salicifolius,Chimonanthus nitens,Autochory,Autochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Hernandiaceae,Hernandia,Hernandia guianensis,Hernandia guianensis,Hydrochory,Water,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Hernandiaceae,Hernandia,Hernandia nymphaeifolia,Hernandia nymphaeifolia,Hydrochory,Water,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Hernandiaceae,Illigera,Illigera pentaphylla,Illigera pentaphylla,Anemochory,Wind,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Hernandiaceae,Sparattanthelium,Sparattanthelium amazonum,Sparattanthelium amazonum,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Hernandiaceae,Sparattanthelium,Sparattanthelium borororum,Sparattanthelium borororum,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Hernandiaceae,Sparattanthelium,Sparattanthelium botocudorum,Sparattanthelium botocudorum,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Actinodaphne,Actinodaphne henryi,Actinodaphne henryi,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Actinodaphne,Actinodaphne obovata,Actinodaphne obovata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Actinodaphne,Actinodaphne trichocarpa,Actinodaphne trichocarpa,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Aiouea,Aiouea bracteata,Aiouea bracteata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aiouea,Aiouea macedoana,Aiouea macedoana,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aiouea,Aiouea piauhyensis,Aiouea piauhyensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aiouea,Aiouea saligna,Aiouea saligna,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aiouea,Aiouea tomentosa,Aiouea tomentella,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aiouea,Aiouea trinervis,Aiouea trinervis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Alseodaphne,Alseodaphne petiolaris,Alseodaphnopsis petiolaris,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Aniba,Aniba canellila,Aniba canellila,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aniba,Aniba desertorum,Aniba desertorum,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aniba,Aniba firmula,Aniba firmula,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aniba,Aniba heringeri,Aniba heringeri,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Aniba,Aiouea taubertiana,Aniba taubertiana,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia brachythyrsa,Beilschmiedia brachythyrsa,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia fasciata,Beilschmiedia fasciata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia fordii,Beilschmiedia fordii,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia intermedia,Beilschmiedia intermedia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia kweichowensis,Beilschmiedia kweichowensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia mexicana,Beilschmiedia mexicana,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia obtusifolia,Beilschmiedia obtusifolia,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia ovoidea,Beilschmiedia ovoidea,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia pendula,Beilschmiedia pendula,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia percoriacea,Beilschmiedia percoriacea,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia purpurascens,Beilschmiedia purpurascens,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia robusta,Beilschmiedia robusta,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia roxburghiana,Beilschmiedia roxburghiana,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha capillaris,Cassytha capillaris,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha filiformis,Cassytha filiformis,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha filndersii,Cassytha flindersii,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha glabella,Cassytha glabella,Zoochory,a-vertebrate,Australian Fire Ecology Database
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha melantha,Cassytha melantha,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha pedicellosa,Cassytha pedicellosa,Zoochory,zoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha peninsularis,Cassytha peninsularis,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha pubescens,Cassytha pubescens,Zoochory,a-vertebrate,Australian Fire Ecology Database
Magnoliidae,Laurales,Lauraceae,Cassytha,Cassytha racemosa,Cassytha racemosa,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Chlorocardium,Chlorocardium rodiei,Chlorocardium rodiei,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum austrosinense,Cinnamomum austro-sinensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum bejolghota,Cinnamomum bejolghota,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum burmannii,Cinnamomum burmanni,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum camphora,Cinnamomum camphora,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum chartophyllum,Cinnamomum chartophyllum,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum glanduliferum,Cinnamomum glanduliferum,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum iners,Cinnamomum iners,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum micranthum,Cinnamomum micranthum,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum migao,Cinnamomum migao,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Phoenix neurophylla,Aiouea neurophylla,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum oliveri,Cinnamomum oliveri,Zoochory,zoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum pittosporoides,Cinnamomum pittosporoides,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum porrectum,Cinnamomum parthenoxylon,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum quadrangulum,Aiouea tetragona,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum subavenium,Cinnamomum subavenium,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum tamala,Cinnamomum tamala,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum tenuipile,Cinnamomum tenuipile,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cinnamomum,Cinnamomum wilsonii,Cinnamomum wilsonii,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya acutifolia,Cryptocarya acutifolia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya aschersoniana,Cryptocarya aschersoniana,Zoochory,Animal,Traits and ecological strategies of 66 subtropical tree species in the Brazilian Atlantic Forest
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya brachythyrsa,Cryptocarya brachythyrsa,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya chinensis,Cryptocarya chinensis,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya chingii,Cryptocarya chingii,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya clarksoniana,Cryptocarya clarksoniana,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya concinna,Cryptocarya concinna,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya depauperata,Cryptocarya depauperata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya foetida,Cryptocarya foetida,Zoochory,bird,Australian Fire Ecology Database
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya glaucescens,Cryptocarya glaucescens,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya hypospodia,Cryptocarya hypospodia,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya laevigata,Cryptocarya laevigata,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya mackinnoniana,Cryptocarya mackinnoniana,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya maculata,Cryptocarya maculata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya metcalfiana,Cryptocarya metcalfiana,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya microneura,Cryptocarya microneura,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya moschata,Cryptocarya moschata,Zoochory,Animal,Traits and ecological strategies of 66 subtropical tree species in the Brazilian Atlantic Forest
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya murrayi,Cryptocarya murrayi,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya vulgaris,Cryptocarya vulgaris,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Cryptocarya,Cryptocarya yunnanensis,Cryptocarya yunnanensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Damburneya,Damburneya gentlei,Damburneya coriacea,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Endiandra,Endiandra cowleyana,Endiandra cowleyana,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Endiandra,Endiandra discolor,Endiandra discolor,Zoochory,zoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Endiandra,Endiandra hayesii,Endiandra hayesii,Zoochory,bird,Australian Fire Ecology Database
Magnoliidae,Laurales,Lauraceae,Endiandra,Endiandra hypotephra,Endiandra hypotephra,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Endiandra,Endiandra sieberi,Endiandra sieberi,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Endlicheria,Endlicheria arunciflora,Endlicheria arunciflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Endlicheria,Endlicheria glomerata,Endlicheria glomerata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Endlicheria,Endlicheria lhotzkyi,Endlicheria lhotzkyi,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Endlicheria,Endlicheria levelii,Endlicheria multiflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Endlicheria,Endlicheria paniculata,Endlicheria paniculata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Endlicheria,Endlicheria punctulata,Endlicheria punctulata,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Endlicheria,Goeppertia praecox,Endlicheria sprucei,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Laurus,Laurus azorica,Laurus azorica,Zoochory,Endozoochory,Seed dispersal distance classes and dispersal modes for the European flora
Magnoliidae,Laurales,Lauraceae,Laurus,Laurus nobilis,Laurus nobilis,Zoochory,Endozoochorous,EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora
Magnoliidae,Laurales,Lauraceae,Laurus,Laurus novocanariensis,Laurus novocanariensis,Zoochory,Endozoochory,Seed dispersal distance classes and dispersal modes for the European flora
Magnoliidae,Laurales,Lauraceae,Licaria,Licaria armeniaca,Licaria armeniaca,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Licaria,Licaria triandra,Licaria triandra,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Licaria,Licaria velutina,Licaria velutina,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera aggregata,Lindera aggregata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera benzoin,Lindera benzoin,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera chunii,Lindera chunii,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera communis,Lindera communis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera erythrocarpa,Lindera erythrocarpa,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera fragrans,Lindera fragrans,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera glauca,Lindera glauca,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera megaphylla,Lindera megaphylla,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera metcalfiana,Lindera metcalfiana,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera neesiana,Lindera neesiana,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera obtusiloba,Lindera obtusiloba,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera pulcherrima var. attenuata,Lindera pulcherrima,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
