State,Raw.Scientific.Name,Clean.Scientific.Name,Reg.Level,Accepted.Symbol,Native.Status
SC,Hydrilla verticillata,Hydrilla verticillata,Plant Pests,HYVE3,L48(I)
SC,Hygrophila polysperma,Hygrophila polysperma,Plant Pests,HYPO3,L48(I)
SC,Imperata brasiliensis,Imperata brasiliensis,Plant Pests,IMBR,L48(I)PR(I)
SC,Imperata cylindrica,Imperata cylindrica,Plant Pests,IMCY,L48(I)
SC,Indula brittanica,Inula britannica,Plant Pests,INBR,L48(I)CAN(I)
SC,Ipomoea aquatica,Ipomoea aquatica,Plant Pests,IPAQ,L48(I)HI(I)PR(I)
SC,Ipomoea triloba,Ipomoea triloba,Plant Pests,IPBA2,
SC,Ipomoea triloba,Ipomoea triloba,Plant Pests,IPTR2,L48(I)HI(I)PR(N)VI(N)
SC,Ipomoea triloba,Ipomoea triloba,Plant Pests,IPBA2,
SC,Ipomoea triloba,Ipomoea triloba,Plant Pests,IPTR2,L48(I)HI(I)PR(N)VI(N)
SC,Ischaemum rugosum,Ischaemum rugosum,Plant Pests,ISRU,L48(I)
SC,Lagarosiphon major,Lagarosiphon major,Plant Pests,LAMA15,
SC,Leptochloa chinensis,Leptochloa chinensis,Plant Pests,LECH2,
SC,Limnophila sessiliflora,Limnophila sessiliflora,Plant Pests,LISE3,L48(I)
SC,Lolium temulentum,Lolium temulentum,Plant Pests,LOTE2,L48(I)AK(I)HI(I)CAN(I)
SC,Ludwigia hexapetala,Ludwigia hexapetala,Plant Pests,LUGRH,
SC,Ludwigia uruguayensis,Ludwigia uruguayensis,Plant Pests,LUGRG2,
SC,Lycium ferocissimum,Lycium ferocissimum,Plant Pests,LYFE4,L48(I)
SC,Lythrum salicaria,Lythrum salicaria,Plant Pests,LYSA2,L48(I)CAN(I)SPM(I)
SC,Melaleuca quinquenervia,Melaleuca quinquenervia,Plant Pests,MEQU,L48(I)HI(I)PR(I)
SC,Melastoma malabathricum,Melastoma malabathricum,Plant Pests,MEMA,L48(N)HI(I)
SC,Mikania cordata,Mikania cordata,Plant Pests,MICO16,
SC,Mikania micrantha,Mikania micrantha,Plant Pests,MIMI5,L48(I)PR(N)
SC,Mimosa invisa,Mimosa invisa,Plant Pests,MIDI8,
SC,Mimosa pigra,Mimosa pigra,Plant Pests,MIPE2,
SC,Monochoria hastata,Monochoria hastata,Plant Pests,MOHA2,
SC,Monochoria vaginalis,Monochoria vaginalis,Plant Pests,MOVA,L48(I)HI(I)
SC,Myriophyllum spicatum,Myriophyllum spicatum,Plant Pests,MYSP2,L48(I)AK(I)CAN(I)
SC,Najas minor,Najas minor,Plant Pests,NAMI,L48(I)CAN(I)
SC,Nassella trichotoma,Nassella trichotoma,Plant Pests,NATR3,L48(I)
SC,Nymphoides cristata,Nymphoides cristata,Plant Pests,NYCR,L48(I)
SC,Nymphoides peltata,Nymphoides peltata,Plant Pests,NYPE,L48(I)CAN(I)
SC,Opuntia aurantiaca,Opuntia aurantiaca,Plant Pests,OPAU10,
SC,Orobanche spp.,Orobanche spp.,Plant Pests,NA,
SC,Oryza longistaminata,Oryza longistaminata,Plant Pests,ORLO3,
SC,Oryza punctata,Oryza punctata,Plant Pests,ORPU13,
SC,Oryza rufipogon,Oryza rufipogon,Plant Pests,ORRU,L48(I)
SC,Oryza sativa,Oryza sativa,Plant Pests,ORSA,L48(I)PR(I)VI(I)
SC,Ottelia alismoides,Ottelia alismoides,Plant Pests,OTAL,L48(I)
SC,Paspalum scrobiculatum,Paspalum scrobiculatum,Plant Pests,PASC6,L48(I)HI(I)
SC,Pennisetum clandestinum,Pennisetum clandestinum,Plant Pests,PECL2,L48(I)HI(I)PR(I)VI(I)
SC,Pennisetum macrourum,Pennisetum macrourum,Plant Pests,PEMA80,L48(I)HI(I)
SC,Pennisetum pedicellatum,Pennisetum pedicellatum,Plant Pests,PEPE24,L48(I)
SC,Pennisetum polystachion,Pennisetum polystachion,Plant Pests,PEPO14,L48(I)HI(I)PR(I)
SC,Phragmites australis,Phragmites australis,Plant Pests,PHAU7,"L48(I,N)HI(I)CAN(N)"
SC,Pistia stratiotes,Pistia stratiotes,Plant Pests,PIST2,L48(N)HI(I)PR(N)VI(N)
SC,Polygonum perfoliatum,Polygonum perfoliatum,Plant Pests,POPE10,L48(I)
SC,Prosopis alpataco,Prosopis alpataco,Plant Pests,PRAL11,
SC,Prosopis argentina,Prosopis argentina,Plant Pests,PRAR6,
SC,Pyrus calleryana,Pyrus calleryana,Plant Pests,PYCA80,L48(I)
SC,Rottboellia cochinchinensis,Rottboellia cochinchinensis,Plant Pests,ROCO6,L48(I)PR(I)
SC,Rubus fruticosus,Rubus fruticosus,Plant Pests,RUFR80,
SC,Rubus moluccanus,Rubus moluccanus,Plant Pests,RUMO4,
SC,Saccharum spontaneum,Saccharum spontaneum,Plant Pests,SASP,L48(N)HI(I)PR(I)
SC,Sagittaria sagittifolia,Sagittaria sagittifolia,Plant Pests,SASA7,
SC,Salsola vermiculata,Salsola vermiculata,Plant Pests,SAVE6,L48(I)
SC,Salvinia auriculata,Salvinia auriculata,Plant Pests,SAAU,PR(I)
SC,Salvinia auriculata,Salvinia auriculata,Plant Pests,SAMI7,
SC,Salvinia auriculata,Salvinia auriculata,Plant Pests,SAAU,PR(I)
SC,Salvinia auriculata,Salvinia auriculata,Plant Pests,SAMI7,
SC,Salvinia biloba,Salvinia biloba,Plant Pests,SABI9,
SC,Salvinia herzogii,Salvinia herzogii,Plant Pests,SAHE7,
SC,Salvinia molesta,Salvinia molesta,Plant Pests,SAMO5,L48(I)HI(I)
SC,Setaria pallide-fusca,Setaria pallidefusca,Plant Pests,SEPUP3,
SC,Solanum tampicense,Solanum tampicense,Plant Pests,SOTA3,L48(I)
SC,Solanum torvum,Solanum torvum,Plant Pests,SOTO4,L48(I)HI(I)PR(I)VI(I)
SC,Solanum viarum,Solanum viarum,Plant Pests,SOVI2,L48(I)
SC,Sparganium erectum,Sparganium erectum,Plant Pests,SPER,L48(I)
SC,Spermacoce alata,Spermacoce alata,Plant Pests,SPAL3,
SC,Striga spp.,Striga spp.,Plant Pests,NA,
SC,Trapa natans,Trapa natans,Plant Pests,TRNA,L48(I)CAN(I)
SC,Tridax procumbens,Tridax procumbens,Plant Pests,TRPR5,L48(I)HI(I)PR(I)VI(I)
SC,Urochloa panicoides,Urochloa panicoides,Plant Pests,URPA,L48(I)
SD,Cirsium arvensis,Cirsium arvense,"Nonnative Plant Quarantine, Noxious Weed Seeds, State Noxious Weeds",CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
SD,Crupina vulgaris,Crupina vulgaris,Nonnative Plant Quarantine,CRVU2,L48(I)
SD,Linaria dalmatica,Linaria dalmatica,"Nonnative Plant Quarantine, Local Noxious Weeds",LIDA,L48(I)CAN(I)
SD,Centaurea diffusa,Centaurea diffusa,"Nonnative Plant Quarantine, Local Noxious Weeds",CEDI3,L48(I)CAN(I)
SD,Cuscuta spp.,Cuscuta spp.,"Nonnative Plant Quarantine, Restricted Noxious Weed Seeds",NA,
SD,Myriophyllum spicatum,Myriophyllum spicatum,Nonnative Plant Quarantine,MYSP2,L48(I)AK(I)CAN(I)
SD,Convolvulus arvensis,Convolvulus arvensis,"Nonnative Plant Quarantine, Noxious Weed Seeds, Local Noxious Weeds",COAR4,L48(I)HI(I)CAN(I)
SD,Cardaria draba,Cardaria draba,Nonnative Plant Quarantine,CADR,L48(I)CAN(I)
SD,Sorghum halepense,Sorghum halepense,Nonnative Plant Quarantine,SOHA,L48(I)HI(I)PR(I)CAN(I)
SD,Euphorbia esula & E. pseudovirgata,Euphorbia esula,Nonnative Plant Quarantine,EUES,L48(I)CAN(I)
SD,Rosa multiflora,Rosa multiflora,Nonnative Plant Quarantine,ROMU,L48(I)CAN(I)
SD,Carduus nutans,Carduus nutans,"Nonnative Plant Quarantine, Restricted Noxious Weed Seeds, Local Noxious Weeds",CANU4,L48(I)CAN(I)
SD,Lepidium latifolium,Lepidium latifolium,Nonnative Plant Quarantine,LELA2,L48(I)CAN(I)
SD,Sonchus arvensis,Sonchus arvensis,"Nonnative Plant Quarantine, Noxious Weed Seeds, State Noxious Weeds",SOAR2,L48(I)AK(I)CAN(I)SPM(I)
SD,Carduus acanthoides,Carduus acanthoides,"Nonnative Plant Quarantine, Restricted Noxious Weed Seeds, Local Noxious Weeds",CAAC,L48(I)CAN(I)
SD,Lythrum salicaria,Lythrum salicaria,"Nonnative Plant Quarantine, State Noxious Weeds",LYSA2,L48(I)CAN(I)SPM(I)
SD,Lythrum virgatum,Lythrum virgatum,"Nonnative Plant Quarantine, State Noxious Weeds",LYVI3,L48(I)
SD,Chondrilla juncea,Chondrilla juncea,Nonnative Plant Quarantine,CHJU,L48(I)CAN(I)
SD,Centaurea repens,Centaurea repens,Nonnative Plant Quarantine,ACRE3,
SD,Centaurea maculosa,Centaurea maculosa,"Nonnative Plant Quarantine, Local Noxious Weeds",CESTM,
SD,Hypericum perforatum,Hypericum perforatum,"Nonnative Plant Quarantine, Local Noxious Weeds",HYPE,L48(I)HI(I)CAN(I)SPM(I)
SD,Centaurea solstitialis,Centaurea solstitialis,Nonnative Plant Quarantine,CESO3,L48(I)CAN(I)
SD,Linaria vulgaris,Linaria vulgaris,"Nonnative Plant Quarantine, Local Noxious Weeds",LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
SD,Tilletia indica,Dillenia indica,Nonnative Plant Quarantine,DIIN6,PR(I)
SD,Amaranthus palmeri,Amaranthus palmeri,"Noxious Weed Seeds, Local Noxious Weeds",AMPA,L48(N)CAN(I)
SD,Solanum carolinense,Solanum carolinense,Noxious Weed Seeds,SOCA3,L48(N)CAN(I)
SD,Avena fatva,Avena fatua,Restricted Noxious Weed Seeds,AVFA,L48(I)AK(I)HI(I)CAN(I)
SD,Sinapis arvensis subsp. arvensis,Sinapis arvensis,Restricted Noxious Weed Seeds,SIAR4,L48(I)AK(I)HI(I)VI(I)CAN(I)GL(I)SPM(I)
SD,B. nigra,Sinapis nigra,Restricted Noxious Weed Seeds,BRNI,
SD,B. juncea,Sinapis juncea,Restricted Noxious Weed Seeds,BRJU,
SD,Calystegia sepium,Calystegia sepium,Restricted Noxious Weed Seeds,CASE13,"L48(I,N)AK(I)CAN(N)SPM(I)"
SD,Daucus carotasubsp. carota,Daucus carota ssp. carota,Restricted Noxious Weed Seeds,DACAC5,
SD,Thiaspi arvense,Thlaspi arvense,Restricted Noxious Weed Seeds,THAR5,L48(I)AK(I)CAN(I)GL(I)SPM(I)
SD,Poa annua,Poa annua,Restricted Noxious Weed Seeds,POAN,L48(I)AK(I)HI(I)PR(I)CAN(I)GL(I)SPM(I)
SD,Centaurea stoebesubsp. australis,Centaurea stoebessp. australis,Restricted Noxious Weed Seeds,,
SD,Setaria faberi,Setaria faberi,Restricted Noxious Weed Seeds,SEFA,L48(I)CAN(I)
SD,Elymus repens,Elymus repens,Restricted Noxious Weed Seeds,ELRE4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
SD,Artemisia absinthium,Artemisia absinthium,State Noxious Weeds,ARAB3,L48(I)CAN(I)
SD,Lepidium draba,Lepidium draba,State Noxious Weeds,CADR,
SD,Euphorbia esula,Euphorbia esula,State Noxious Weeds,EUES,L48(I)CAN(I)
SD,Tamarix ramosissima,Tamarix ramosissima,State Noxious Weeds,TARA,L48(I)
SD,Hyoscyamus niger,Hyoscyamus niger,Local Noxious Weeds,HYNI,L48(I)CAN(I)
SD,Cirsium vulgare,Cirsium vulgare,Local Noxious Weeds,CIVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
SD,Cichorium intybus,Cichorium intybus,Local Noxious Weeds,CIIN,L48(I)CAN(I)SPM(I)
SD,Arctium minus,Arctium minus,Local Noxious Weeds,ARMI2,L48(I)CAN(I)SPM(I)
SD,Verbascum thapsus,Verbascum thapsus,Local Noxious Weeds,VETH,L48(I)AK(I)HI(I)CAN(I)
SD,Tanacetum vulgare,Tanacetum vulgare,Local Noxious Weeds,TAVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
SD,Butomus umbellatus,Butomus umbellatus,Local Noxious Weeds,BUUM,L48(I)CAN(I)
SD,Polygonum sachalinense,Polygonum sachalinense,Local Noxious Weeds,POSA4,L48(I)AK(I)CAN(I)
SD,Cynoglossum officinale,Cynoglossum officinale,Local Noxious Weeds,CYOF,L48(I)CAN(I)
SD,Chrysanthemum leucanthemu,Chrysanthemum leucanthemum,Local Noxious Weeds,LEVU,
SD,Phragmites australis subsp. australis,Phragmites australis,Local Noxious Weeds,PHAU7,"L48(I,N)HI(I)CAN(N)"
SD,Haplotyme M,Haplotyme,Local Noxious Weeds,,
SD,Conium maculatum,Conium maculatum,Local Noxious Weeds,COMA2,L48(I)CAN(I)
SD,Tribulus terrestris,Tribulus terrestris,Local Noxious Weeds,TRTE,L48(I)HI(I)CAN(W)
SD,Onopordum acanthium,Onopordum acanthium,Local Noxious Weeds,ONAC,L48(I)CAN(W)
SD,Marrubium vulgare,Marrubium vulgare,Local Noxious Weeds,MAVU,L48(I)AK(I)HI(I)CAN(I)
SD,Pastinaca sativa,Pastinaca sativa,Local Noxious Weeds,PASA2,L48(I)AK(I)CAN(W)SPM(W)
SD,Rhaponticum repens,Rhaponticum repens,Prohibited noxious weed seeds,,
TN,Commelina benghalensis,Commelina benghalensis,Pest Plant,COBE2,L48(I)HI(I)PR(I)
TN,Elaeagnus pungens,Elaeagnus pungens,Pest Plant,ELPU2,L48(I)
TN,Elaeagnus umbellata,Elaeagnus umbellata,Pest Plant,ELUM,L48(I)HI(I)CAN(I)
TN,Imperata cylindrica,Imperata cylindrica,Pest Plant,IMCY,L48(I)
TN,Ligustrum sinense,Ligustrum sinense,Pest Plant,LISI,L48(I)HI(I)PR(I)
TN,Ligustrum sinense,Ligustrum sinense,Prohibited,LISI,L48(I)HI(I)PR(I)
TN,Ligustrum vulgare,Ligustrum vulgare,Pest Plant,LIVU,L48(I)CAN(I)
TN,Lonicera maackii,Lonicera maackii,Pest Plant,LOMA6,L48(I)CAN(I)
TN,Lonicera morrowii,Lonicera morrowii,Pest Plant,LOMO2,L48(I)CAN(I)
TN,Lonicera x bella,Lonicera x bella,Pest Plant,LOBE,L48(I)CAN(I)
TN,Lythrum salicaria,Lythrum salicaria,Pest Plant,LYSA2,L48(I)CAN(I)SPM(I)
TN,Lythrum virgatum,Lythrum virgatum,Pest Plant,LYVI3,L48(I)
TN,Rosa multiflora,Rosa multiflora,Pest Plant,ROMU,L48(I)CAN(I)
TN,Salvinia molesta,Salvinia molesta,Pest Plant,SAMO5,L48(I)HI(I)
TX,Alhagi camelorum,Alhagi camelorum,Noxious Plants,ALMA12,
TX,Alternanthera philoxeroides,Alternanthera philoxeroides,Noxious Plants,ALPH,L48(I)PR(I)
TX,Arundo donax,Arundo donax,Noxious Plants,ARDO4,L48(I)HI(I)PR(I)VI(I)
TX,Calystegia sepium,Calystegia sepium,Noxious Plants,CASE13,"L48(I,N)AK(I)CAN(N)SPM(I)"
TX,Cardiospermum halicacabum,Cardiospermum halicacabum,Noxious Plants,CAHA13,L48(I)HI(I)PR(N)VI(N)
TX,Cuscuta japonica,Cuscuta japonica,Noxious Plants,CUJA,L48(I)
TX,Eichhornia azurea,Eichhornia azurea,Noxious Plants,EIAZ2,L48(I)PR(I)
TX,Eichhornia crassipes,Eichhornia crassipes,Noxious Plants,EICR,L48(I)HI(I)PR(I)VI(I)CAN(W)
TX,Hydrilla verticillata,Hydrilla verticillata,Noxious Plants,HYVE3,L48(I)
TX,Lagarosiphon major,Lagarosiphon major,Noxious Plants,LAMA15,
TX,Lygodium japonicum,Lygodium japonicum,Invasive Plants,LYJA,L48(I)HI(I)PR(I)
TX,Lythrum salicaria,Lythrum salicaria,Noxious Plants,LYSA2,L48(I)CAN(I)SPM(I)
TX,Melaleuca quinquenervia,Melaleuca quinquenervia,Noxious Plants,MEQU,L48(I)HI(I)PR(I)
TX,Melia azedarach,Melia azedarach,Invasive Plants,MEAZ,L48(I)HI(I)PR(I)VI(I)
TX,Myriophyllum spicatum,Myriophyllum spicatum,Noxious Plants,MYSP2,L48(I)AK(I)CAN(I)
TX,Nassella trichotoma,Nassella trichotoma,Noxious Plants,NATR3,L48(I)
TX,Orobanche ramose,Orobanche ramosa,Noxious Plants,ORRA,L48(I)
TX,Panicum repens,Panicum repens,Noxious Plants,PARE3,L48(I)HI(I)
TX,Pistia stratiotes,Pistia stratiotes,Noxious Plants,PIST2,L48(N)HI(I)PR(N)VI(N)
TX,Pueraria montana,Pueraria montana,Noxious Plants,PUMO,L48(I)HI(I)
TX,Pueraria montana,Pueraria montana,Invasive Plants,PUMO,L48(I)HI(I)
TX,Rottboellia cochinchinensis,Rottboellia cochinchinensis,Noxious Plants,ROCO6,L48(I)PR(I)
TX,Salvinia spp.,Salvinia spp.,Noxious Plants,NA,
TX,Schinus terebinthifolius,Schinus terebinthifolius,Noxious Plants,SCTE,L48(I)HI(I)PR(I)VI(I)
TX,Solanum viarum,Solanum viarum,Noxious Plants,SOVI2,L48(I)
TX,Solanum viarum,Solanum viarum,Invasive Plants,SOVI2,L48(I)
TX,Spirodela oligorrhiza,Spirodela oligorrhiza,Noxious Plants,LAPU12,
TX,Tamarix spp.,Tamarix spp.,Noxious Plants,NA,
TX,Tamarix spp.,Tamarix spp.,Invasive Plants,NA,
TX,Triadica sebifera,Triadica sebifera,Noxious Plants,TRSE6,L48(I)
TX,Triadica sebifera,Triadica sebifera,Invasive Plants,TRSE6,L48(I)
UT,Crupina vulgaris,Crupina vulgaris,Noxious Weed,CRVU2,L48(I)
UT,Peganum harmala,Peganum harmala,Noxious Weed,PEHA,L48(I)
UT,Anchusa arvensis,Anchusa arvensis,Noxious Weed,ANAR16,L48(I)CAN(I)
UT,Salvia aethiopis,Salvia aethiopis,Noxious Weed,SAAE,L48(I)
UT,Milium vernale,Milium vernale,Noxious Weed,MIVE3,L48(I)
UT,Zygophyllum fabago,Zygophyllum fabago,Noxious Weed,ZYFA,L48(I)
UT,Carduus acanthiodes,Carduus acanthoides,Noxious Weed,CAAC,L48(I)CAN(I)
UT,Centaurea melitensis,Centaurea melitensis,Noxious Weed,CEME2,L48(I)HI(I)CAN(I)
UT,Alhagi maurorum,Alhagi maurorum,Noxious Weed,ALMA12,L48(I)
UT,Alliaria petiolata,Alliaria petiolata,Noxious Weed,ALPE4,L48(I)AK(I)CAN(I)
UT,Cantaurea calcitrapa,Centaurea calcitrapa,Noxious Weed,CECA2,L48(I)CAN(I)
UT,Galega officinalis,Galega officinalis,Noxious Weed,GAOF,L48(I)CAN(I)
UT,Brassica tournefortii,Brassica tournefortii,Noxious Weed,BRTO,L48(I)
UT,Arundo donax,Arundo donax,Noxious Weed,ARDO4,L48(I)HI(I)PR(I)VI(I)
UT,Polygonum cuspidatum,Polygonum cuspidatum,Noxious Weed,POCU6,L48(I)AK(I)CAN(I)SPM(I)
UT,Echium vulgare,Echium vulgare,Noxious Weed,ECVU,L48(I)AK(I)CAN(W)SPM(I)
UT,Brassica elongate,Brassica elongata,Noxious Weed,BREL2,L48(I)
UT,Hypericum perforatum,Hypericum perforatum,Noxious Weed,HYPE,L48(I)HI(I)CAN(I)SPM(I)
UT,Leucanthemum vulgare,Leucanthemum vulgare,Noxious Weed,LEVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
UT,Scorzonera laciniata,Scorzonera laciniata,Noxious Weed,SCLA6,L48(I)
UT,Ventenata dubia,Ventenata dubia,Noxious Weed,VEDU,L48(I)CAN(I)
UT,Euphorbia esula,Euphorbia esula,Noxious Weed,EUES,L48(I)CAN(I)
UT,Taeniatherum caput-medusae,Taeniatherum caput-medusae,Noxious Weed,TACA8,L48(I)
UT,chondrilla juncea,Chondrilla juncea,Noxious Weed,CHJU,L48(I)CAN(I)
UT,Centaurea maculosa,Centaurea maculosa,Noxious Weed,CESTM,
UT,Lythrum salicaria,Lythrum salicaria,Noxious Weed,LYSA2,L48(I)CAN(I)SPM(I)
UT,Centaurea Squarrosa,Centaurea squarrosa,Noxious Weed,CEVIS2,
UT,Isatis tinctoria,Isatis tinctoria,Noxious Weed,ISTI,L48(I)CAN(W)
UT,Centaurea solstitialis,Centaurea solstitialis,Noxious Weed,CESO3,L48(I)CAN(I)
UT,Linaria vulgaris,Linaria vulgaris,Noxious Weed,LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
UT,Centaurea diffusa (Lam.),Centaurea diffusa,Noxious Weed,CEDI3,L48(I)CAN(I)
UT,Hyoseyamus niger (L.),Hyoscyamus niger,Noxious Weed,HYNI,L48(I)CAN(I)
UT,Linaria dalmatica,Linaria dalmatica,Noxious Weed,LIDA,L48(I)CAN(I)
UT,Centaurea repens,Centaurea repens,Noxious Weed,ACRE3,
UT,Cynoglossum officianale,Cynoglossum officinale,Noxious Weed,CYOF,L48(I)CAN(I)
UT,Lepidium latifolium,Lepidium latifolium,Noxious Weed,LELA2,L48(I)CAN(I)
UT,phragmites australis ssp.,Phragmites australis,Noxious Weed,PHAU7,"L48(I,N)HI(I)CAN(N)"
UT,Tamarix ramosissima,Tamarix ramosissima,Noxious Weed,TARA,L48(I)
UT,Cardaria spp.,Cardaria spp.,Noxious Weed,NA,
UT,Cirsium arvense (L.) Scop.,Cirsium arvense,Noxious Weed,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
UT,Conium maculatum,Conium maculatum,Noxious Weed,COMA2,L48(I)CAN(I)
UT,Carduus nutans,Carduus nutans,Noxious Weed,CANU4,L48(I)CAN(I)
UT,Agropyron repens (L.) Beauv.,Agropyron repens,Noxious Weed,ELRE4,
UT,Aegilops cylindrica,Aegilops cylindrica,Noxious Weed,AECY,L48(I)
UT,Cynodon dactylon (L.) Pers.,Cynodon dactylon,Noxious Weed,CYDA,L48(I)HI(I)PR(I)VI(I)CAN(W)SPM(W)
UT,Sorghum halepense (L.) Pers.,Sorghum halepense,Noxious Weed,SOHA,L48(I)HI(I)PR(I)CAN(I)
UT,Sorghum almum,Sorghum almum,Noxious Weed,SOAL,L48(I)
UT,Onopordium acanthium,Onopordum acanthium,Noxious Weed,ONAC,L48(I)CAN(W)
UT,Convolvulus spp.,Convolvulus sepium,Noxious Weed,CASES,
UT,Tribulus terrestris,Tribulus terrestris,Noxious Weed,TRTE,L48(I)HI(I)CAN(W)
UT,imperata cylindrical,Imperata cylindrica,Noxious Weed,IMCY,L48(I)
UT,Euphorbia myrsinites,Euphorbia myrsinites,Noxious Weed,EUMY2,L48(I)CAN(I)
UT,Hesperis matronalis,Hesperis matronalis,Noxious Weed,HEMA3,L48(I)AK(I)CAN(I)
UT,Cytisus scoparius,Cytisus scoparius,Noxious Weed,CYSC4,L48(I)AK(I)HI(I)CAN(I)
UT,Elaeagnus angustifolia,Elaeagnus angustifolia,Noxious Weed,ELAN,L48(I)CAN(I)
VA,Ailanthus altissima,Ailanthus altissima,Tier 3 Noxious Weed,AIAL,L48(I)HI(I)CAN(I)
VA,Ampelopsis brevipedunculata,Ampelopsis brevipedunculata,Tier 3 Noxious Weed,AMBR7,L48(I)
VA,Celastrus orbiculatus,Celastrus orbiculatus,Tier 3 Noxious Weed,CEOR7,L48(I)CAN(I)
VA,Corydalis incisa,Corydalis incisa,Tier 2 Noxious Weed,COIN21,L48(I)
VA,Heracleum mantegazzianum,Heracleum mantegazzianum,Tier 1 Noxious Weed,HEMA17,L48(I)CAN(I)
VA,Hydrilla verticillata,Hydrilla verticillata,Tier 3 Noxious Weed,HYVE3,L48(I)
VA,Imperata cylindrica,Imperata cylindrica,Tier 2 Noxious Weed,IMCY,L48(I)
VA,Ipomoea aquatica,Ipomoea aquatica,Tier 2 Noxious Weed,IPAQ,L48(I)HI(I)PR(I)
VA,Lythrum salicaria,Lythrum salicaria,Tier 2 Noxious Weed,LYSA2,L48(I)CAN(I)SPM(I)
VA,Oplismenus hirtellus,Oplismenus hirtellus,Tier 2 Noxious Weed,OPHI,"L48(I,N)HI(I)PR(N)VI(N)"
VA,Persicaria perfoliata,Persicaria perfoliata,Tier 3 Noxious Weed,POPE10,
VA,Salvinia molesta,Salvinia molesta,Tier 1 Noxious Weed,SAMO5,L48(I)HI(I)
VA,Solanum viarum,Solanum viarum,Tier 1 Noxious Weed,SOVI2,L48(I)
VA,Vitex rotundifolia,Vitex rotundifolia,Tier 2 Noxious Weed,VIRO80,L48(I)HI(N)
VT,Cabomba caroliniana,Cabomba caroliniana,Class A Noxious Weed,CACA,L48(N)CAN(N)
VT,Egeria densa,Egeria densa,Class A Noxious Weed,EGDE,L48(I)HI(I)PR(I)CAN(W)
VT,Hydrilla verticillata,Hydrilla verticillata,Class A Noxious Weed,HYVE3,L48(I)
VT,Hygrophila polysperma (Roxb.) T. Anderson,Hygrophila polysperma,Class A Noxious Weed,HYPO3,L48(I)
VT,Myriophyllum aquaticum (Vell.) Verdc,Myriophyllum aquaticum,Class A Noxious Weed,MYAQ2,L48(I)HI(I)CAN(I)
VT,Myriophyllum heterophyllum,Myriophyllum heterophyllum,Class A Noxious Weed,MYHE2,L48(N)CAN(N)
VT,Salvinia auriculata,Salvinia auriculata,Class A Noxious Weed,SAAU,PR(I)
VT,Salvinia auriculata,Salvinia auriculata,Class A Noxious Weed,SAMI7,
VT,Salvinia auriculata,Salvinia auriculata,Class A Noxious Weed,SAAU,PR(I)
VT,Salvinia auriculata,Salvinia auriculata,Class A Noxious Weed,SAMI7,
VT,Salvinia biloba,Salvinia biloba,Class A Noxious Weed,SABI9,
VT,Salvinia herzogii,Salvinia herzogii,Class A Noxious Weed,SAHE7,
VT,Salvinia molesta,Salvinia molesta,Class A Noxious Weed,SAMO5,L48(I)HI(I)
VT,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,Class A Noxious Weed,CYVI3,
VT,Aegopodium podagraria L,Aegopodium podagraria,Class B Noxious Weed,AEPO,L48(I)CAN(I)SPM(I)
VT,Ailanthus altissima,Ailanthus altissima,Class B Noxious Weed,AIAL,L48(I)HI(I)CAN(I)
VT,Alliaria petiolata (A. officinalis),Alliaria petiolata,Class B Noxious Weed,ALPE4,L48(I)AK(I)CAN(I)
VT,Butomus umbellatus,Butomus umbellatus,Class B Noxious Weed,BUUM,L48(I)CAN(I)
VT,Celastrus orbiculatus,Celastrus orbiculatus,Class B Noxious Weed,CEOR7,L48(I)CAN(I)
VT,Fallopia japonica (Polygonum cuspidatum),Fallopia japonica,Class B Noxious Weed,POCU6,
VT,Hydrocharis morsus-ranae L,Hydrocharis morsus-ranae,Class B Noxious Weed,HYMO6,L48(I)CAN(I)
VT,Lonicera x bella,Lonicera x bella,Class B Noxious Weed,LOBE,L48(I)CAN(I)
VT,Lonicera japonica,Lonicera japonica,Class B Noxious Weed,LOJA,L48(I)HI(I)PR(I)CAN(I)
VT,Lonicera maackii,Lonicera maackii,Class B Noxious Weed,LOMA6,L48(I)CAN(I)
VT,Lonicera morrowii,Lonicera morrowii,Class B Noxious Weed,LOMO2,L48(I)CAN(I)
VT,Lonicera tatarica,Lonicera tatarica,Class B Noxious Weed,LOTA,L48(I)AK(I)CAN(I)
VT,Lythrum salicaria,Lythrum salicaria,Class B Noxious Weed,LYSA2,L48(I)CAN(I)SPM(I)
VT,Myriophyllum spicatum,Myriophyllum spicatum,Class B Noxious Weed,MYSP2,L48(I)AK(I)CAN(I)
VT,Nymphoides peltata (Gmel.) Ktze.,Nymphoides peltata,Class B Noxious Weed,NYPE,L48(I)CAN(I)
VT,Phragmites australis,Phragmites australis,Class B Noxious Weed,PHAU7,"L48(I,N)HI(I)CAN(N)"
VT,Potamogeton crispus L,Potamogeton crispus,Class B Noxious Weed,POCR3,L48(I)CAN(I)
