State,Raw.Scientific.Name,Clean.Scientific.Name,Reg.Level,Accepted.Symbol,Native.Status
HI,Solanum carolinense,Solanum carolinense,Noxious Weeds,SOCA3,L48(N)CAN(I)
HI,Solanum elaeagnifolium,Solanum elaeagnifolium,Noxious Weeds,SOEL,L48(N)HI(I)PR(N)
HI,Solanum robustum,Solanum robustum,Noxious Weeds,SORO3,HI(I)
HI,Solanum torvum,Solanum torvum,Noxious Weeds,SOTO4,L48(I)HI(I)PR(I)VI(I)
HI,Sonchus arvensis,Sonchus arvensis,Noxious Weeds,SOAR2,L48(I)AK(I)CAN(I)SPM(I)
HI,Spartium junceum,Spartium junceum,Noxious Weeds,SPJU2,L48(I)HI(I)
HI,Stipa trichotoma,Stipa trichotoma,Noxious Weeds,NATR3,
HI,Striga spp.,Striga spp.,Noxious Weeds,NA,
HI,Themeda villosa,Themeda villosa,Noxious Weeds,THVI2,HI(I)
HI,Tibouchina spp.,Tibouchina spp.,Noxious Weeds,NA,
HI,Triumfetta rhomboidea,Triumfetta rhomboidea,Noxious Weeds,TRRH,L48(I)HI(I)PR(I)VI(I)
HI,Triumfetta semitriloba,Triumfetta semitriloba,Noxious Weeds,TRSE4,L48(N)HI(I)PR(N)VI(N)
HI,Ulex europaeus,Ulex europaeus,Noxious Weeds,ULEU,L48(I)HI(I)CAN(I)
HI,Urena lobata,Urena lobata,Noxious Weeds,URLO,L48(I)HI(I)PR(N)VI(N)
HI,Verbascum thapsus,Verbascum thapsus,Noxious Weeds,VETH,L48(I)AK(I)HI(I)CAN(I)
IA,Amaranthus palmeri,Amaranthus palmeri,Class A Noxious Weed,AMPA,L48(N)CAN(I)
IA,Cirsium vulgare,Cirsium vulgare,Class B Noxious Weed,CIVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
IA,Cirsium arvense,Cirsium arvense,Class B Noxious Weed,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
IA,Carduus spp.,Carduus spp.,Class B Noxious Weed,NA,
IA,Convolvulus arvensis,Convolvulus arvensis,Class B Noxious Weed,COAR4,L48(I)HI(I)CAN(I)
IA,Euphorbia esula,Euphorbia esula,Class B Noxious Weed,EUES,L48(I)CAN(I)
IA,Rosa multiflora,Rosa multiflora,Class B Noxious Weed,ROMU,L48(I)CAN(I)
IA,Dipsacus spp.,Dipsacus spp.,Class B Noxious Weed,NA,
IA,Alliaria petiolata,Alliaria petiolata,Prohibited Invasive Plant,ALPE4,L48(I)AK(I)CAN(I)
IA,Fallopia japonica,Fallopia japonica,Prohibited Invasive Plant,POCU6,
IA,Humulus japonicus,Humulus japonicus,Prohibited Invasive Plant,HUJA,L48(I)CAN(I)
IA,Rosa multiflora,Rosa multiflora,Prohibited Invasive Plant,ROMU,L48(I)CAN(I)
IA,Celastrus orbiculatus,Celastrus orbiculatus,Prohibited Invasive Plant,CEOR7,L48(I)CAN(I)
IA,Lythrum salicaria,Lythrum salicaria,Prohibited Invasive Plant,LYSA2,L48(I)CAN(I)SPM(I)
IA,Lythrum virgatum,Lythrum virgatum,Prohibited Invasive Plant,LYVI3,L48(I)
IA,Amaranthus palmeri,Amaranthus palmeri,Prohibited Invasive Plant,AMPA,L48(N)CAN(I)
IA,Dipsacus spp.,Dipsacus spp.,Prohibited Invasive Plant,NA,
ID,Acroptilon repens,Acroptilon repens,CONTROL,ACRE3,L48(I)CAN(I)
ID,Aegilops cylindrica,Aegilops cylindrica,CONTAINMENT,AECY,L48(I)
ID,Anchusa arvensis,Anchusa arvensis,CONTROLMultiflora Rose,ANAR16,L48(I)CAN(I)
ID,Azolla pinnata,Azolla pinnata,EARLY DETECTION/RAPID RESPONSE,AZPI,L48(I)
ID,Berteroa incana,Berteroa incana,CONTAINMENT,BEIN2,L48(I)AK(I)CAN(I)
ID,Butomus umbellatus,Butomus umbellatus,CONTROL,BUUM,L48(I)CAN(I)
ID,Cardaria draba,Cardaria draba,CONTAINMENT,CADR,L48(I)CAN(I)
ID,Carduus acanthoides,Carduus acanthoides,CONTAINMENT,CAAC,L48(I)CAN(I)
ID,Carduus cinereus,Carduus cinereus,EARLY DETECTION/RAPID RESPONSE,,
ID,Carduus nutans,Carduus nutans,CONTROL,CANU4,L48(I)CAN(I)
ID,Centaurea calcitrapa,Centaurea calcitrapa,EARLY DETECTION/RAPID RESPONSE,CECA2,L48(I)CAN(I)
ID,Centaurea debeauxii,Centaurea debeauxii,CONTROL,CEDE5,
ID,Centaurea diffusa,Centaurea diffusa,CONTAINMENT,CEDI3,L48(I)CAN(I)
ID,Centaurea iberica,Centaurea iberica,EARLY DETECTION/RAPID RESPONSE,CEIB,L48(I)
ID,Centaurea solstitialis,Centaurea solstitialis,CONTAINMENT,CESO3,L48(I)CAN(I)
ID,Centaurea stoebe,Centaurea stoebe,CONTAINMENT,CEST8,L48(I)HI(I)CAN(I)
ID,Centaurea triumfetti,Centaurea triumfettii,EARLY DETECTION/RAPID RESPONSE,CEVIS2,
ID,Chondrilla juncea,Chondrilla juncea,CONTAINMENT,CHJU,L48(I)CAN(I)
ID,Cirsium arvense,Cirsium arvense,CONTAINMENT,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
ID,Cobomba caroliniana,Cabomba caroliniana,EARLY DETECTION/RAPID RESPONSE,CACA,L48(N)CAN(N)
ID,Conium maculatum,Conium maculatum,CONTAINMENT,COMA2,L48(I)CAN(I)
ID,Convolvulus arvensis,Convolvulus arvensis,CONTAINMENT,COAR4,L48(I)HI(I)CAN(I)
ID,Crupina vulgaris,Crupina vulgaris,CONTROL,CRVU2,L48(I)
ID,Cynoglossum officinale,Cynoglossum officinale,CONTAINMENT,CYOF,L48(I)CAN(I)
ID,Cytisus scoparius,Cytisus scoparius,CONTROL,CYSC4,L48(I)AK(I)HI(I)CAN(I)
ID,Echium vulgare,Echium vulgare,CONTROL,ECVU,L48(I)AK(I)CAN(W)SPM(I)
ID,Egeria densa,Egeria densa,EARLY DETECTION/RAPID RESPONSE,EGDE,L48(I)HI(I)PR(I)CAN(W)
ID,Eichhornia crassipes,Eichhornia crassipes,EARLY DETECTION/RAPID RESPONSE,EICR,L48(I)HI(I)PR(I)VI(I)CAN(W)
ID,Euphorbia esula,Euphorbia esula,CONTAINMENT,EUES,L48(I)CAN(I)
ID,Galega officinalis,Galega officinalis,EARLY DETECTION/RAPID RESPONSE,GAOF,L48(I)CAN(I)
ID,Heracleum mantegazzianum,Heracleum mantegazzianum,EARLY DETECTION/RAPID RESPONSE,HEMA17,L48(I)CAN(I)
ID,Hieracium aurantiacum,Hieracium aurantiacum,CONTROL,HIAU,L48(I)AK(I)CAN(I)SPM(I)
ID,Hieracium caespitosum,Hieracium caespitosum,CONTROL,HICA10,L48(I)CAN(I)
ID,Hieracium glomeratum,Hieracium glomeratum,EARLY DETECTION/RAPID RESPONSE,HIGL3,L48(I)
ID,Hieracium piloselloides,Hieracium piloselloides,EARLY DETECTION/RAPID RESPONSE,HIPI2,L48(I)CAN(I)
ID,Hydrcharis morsus-ranae,Hydrocharis morsus-ranae,EARLY DETECTION/RAPID RESPONSE,HYMO6,L48(I)CAN(I)
ID,Hydrilla verticillata,Hydrilla verticillata,EARLY DETECTION/RAPID RESPONSE,HYVE3,L48(I)
ID,Hyoscyamus niger,Hyoscyamus niger,CONTROL,HYNI,L48(I)CAN(I)
ID,Impatiens glandulifera,Impatiens glandulifera,EARLY DETECTION/RAPID RESPONSE,IMGL,L48(I)CAN(I)
ID,Imperata cylindrica,Imperata cylindrica,EARLY DETECTION/RAPID RESPONSE,IMCY,L48(I)
ID,Iris pseudacorus,Iris pseudacorus,CONTAINMENT,IRPS,L48(I)CAN(I)
ID,Isatis tinctoria,Isatis tinctoria,CONTROL,ISTI,L48(I)CAN(W)
ID,Lepidium latifolium,Lepidium latifolium,CONTAINMENT,LELA2,L48(I)CAN(I)
ID,Leucanthemum vulgare,Leucanthemum vulgare,CONTAINMENT,LEVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
ID,Linaria dalmatica ssp. dalmatica,Linaria dalmatica,CONTAINMENT,LIDA,L48(I)CAN(I)
ID,Linaria vulgaris,Linaria vulgaris,CONTAINMENT,LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
ID,Lythrum salicaria,Lythrum salicaria,CONTAINMENT,LYSA2,L48(I)CAN(I)SPM(I)
ID,Milium vernale,Milium vernale,CONTAINMENT,MIVE3,L48(I)
ID,Myriophyllum aquaticum,Myriophyllum aquaticum,CONTROL,MYAQ2,L48(I)HI(I)CAN(I)
ID,Myriophyllum heterophyllum,Myriophyllum heterophyllum,EARLY DETECTION/RAPID RESPONSE,MYHE2,L48(N)CAN(N)
ID,Myriophyllum spicatum,Myriophyllum spicatum,CONTROL,MYSP2,L48(I)AK(I)CAN(I)
ID,Nardus stricta,Nardus stricta,CONTROL,NAST3,L48(I)CAN(I)GL(I)SPM(I)
ID,Nitellopsis obtusa,Nitellopsis obtusa,EARLY DETECTION/RAPID RESPONSE,,
ID,Nymphoides pelata,Nymphoides peltata,EARLY DETECTION/RAPID RESPONSE,NYPE,L48(I)CAN(I)
ID,Onopordum acanthium,Onopordum acanthium,CONTAINMENT,ONAC,L48(I)CAN(W)
ID,Phragmites australis,Phragmites australis,CONTROL,PHAU7,"L48(I,N)HI(I)CAN(N)"
ID,Polygonum cuspidatum,Polygonum cuspidatum,CONTROL,POCU6,L48(I)AK(I)CAN(I)SPM(I)
ID,Polygonum sachalinense,Polygonum sachalinense,CONTROL,POSA4,L48(I)AK(I)CAN(I)
ID,Polygonum x bohemicum,Polygonum x bohemicum,CONTROL,POBO10,CAN(I)NA(I)
ID,Potamogeton crispus,Potamogeton crispus,CONTAINMENT,POCR3,L48(I)CAN(I)
ID,Salvia aethiopis,Salvia aethiopis,CONTROL,SAAE,L48(I)
ID,Salvinia molesta,Salvinia molesta,EARLY DETECTION/RAPID RESPONSE,SAMO5,L48(I)HI(I)
ID,Senecio jacobaea,Senecio jacobaea,CONTAINMENT,SEJA,L48(I)CAN(I)SPM(I)
ID,Sonchus arvensis,Sonchus arvensis,CONTROL,SOAR2,L48(I)AK(I)CAN(I)SPM(I)
ID,Sorghum halepense,Sorghum halepense,CONTROL,SOHA,L48(I)HI(I)PR(I)CAN(I)
ID,Tamarix sp.,Tamarix sp.,CONTAINMENT,NA,
ID,Trapa natans,Trapa natans,EARLY DETECTION/RAPID RESPONSE,TRNA,L48(I)CAN(I)
ID,Tribulus terrestris,Tribulus terrestris,CONTAINMENT,TRTE,L48(I)HI(I)CAN(W)
ID,Zygophyllum fabago,Zygophyllum fabago,EARLY DETECTION/RAPID RESPONSE,ZYFA,L48(I)
ID,Arundo donax,Arundo donax,Energy Crops,ARDO4,L48(I)HI(I)PR(I)VI(I)
ID,Pueraria montana,Pueraria montana,Energy Crops,PUMO,L48(I)HI(I)
ID,Miscanthus giganteus,Miscanthus x giganteus,Energy Crops,MIGI2,
ID,Jatropha curcus,Jatropha curcas,Energy Crops,JACU2,L48(I)HI(I)PR(I)VI(I)
ID,Solanum sisymbriifolium,Solanum sisymbriifolium,Trap Crops,SOSI,L48(I)CAN(I)
ID,Solanum nigrus,Solanum nigrum,Trap Crops,SONI,L48(I)AK(I)HI(I)VI(I)CAN(I)
ID,Solanum nigrus,Solanum nigrum,Trap Crops,SOPT7,
IL,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Noxious Weeds,AMAR2,"L48(I,N)HI(I)CAN(N)"
IL,Ambrosia trifida,Ambrosia trifida,Noxious Weeds,AMTR,L48(N)CAN(N)
IL,Azolla pinnata,Azolla pinnata,Injurious Aquatic Weeds,AZPI,L48(I)
IL,Butomus umbellatus,Butomus umbellatus,Injurious Aquatic Weeds,BUUM,L48(I)CAN(I)
IL,Carduus nutans,Carduus nutans,Noxious Weeds,CANU4,L48(I)CAN(I)
IL,Caulerpa taxifolia,Caulerpa taxifolia,Injurious Aquatic Weeds,CATA5,L48(I)
IL,Celastrus orbiculatus,Celastrus orbiculatus,Exotic Weeds,CEOR7,L48(I)CAN(I)
IL,Cirsium arvense,Cirsium arvense,Noxious Weeds,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
IL,Conium maculatum,Conium maculatum,Exotic Weeds,COMA2,L48(I)CAN(I)
IL,Dipsacus sp.,Dipsacus sp.,Exotic Weeds,NA,
IL,Egeria densa,Egeria densa,Injurious Aquatic Weeds,EGDE,L48(I)HI(I)PR(I)CAN(W)
IL,Eichhornia azurea,Eichhornia azurea,Injurious Aquatic Weeds,EIAZ2,L48(I)PR(I)
IL,Elaeagnus angustifolia,Elaeagnus angustifolia,Exotic Weeds,ELAN,L48(I)CAN(I)
IL,Elaeagnus pungens,Elaeagnus pungens,Exotic Weeds,ELPU2,L48(I)
IL,Elaeagnus umbellata,Elaeagnus umbellata,Exotic Weeds,ELUM,L48(I)HI(I)CAN(I)
IL,Fallopia japonica,Fallopia japonica,Exotic Weeds,POCU6,
IL,Fallopia sachalinensis,Fallopia sachalinensis,Exotic Weeds,POSA4,
IL,Fallopia xbohemica,Fallopia x bohemica,Exotic Weeds,POBO10,
IL,Ficaria verna,Ficaria verna,Exotic Weeds,RAFI,
IL,Heracleum mantegazzianum,Heracleum mantegazzianum,Exotic Weeds,HEMA17,L48(I)CAN(I)
IL,Hydrilla verticillata,Hydrilla verticillata,Injurious Aquatic Weeds,HYVE3,L48(I)
IL,Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,Injurious Aquatic Weeds,HYMO6,L48(I)CAN(I)
IL,Hygrophilia polysperma,Hygrophila polysperma,Injurious Aquatic Weeds,HYPO3,L48(I)
IL,Ipomoea aquatic,Ipomoea aquatica,Injurious Aquatic Weeds,IPAQ,L48(I)HI(I)PR(I)
IL,Iris pseudacorus,Iris pseudacorus,Injurious Aquatic Weeds,IRPS,L48(I)CAN(I)
IL,Lagarosiphon major,Lagarosiphon major,Injurious Aquatic Weeds,LAMA15,
IL,Limnophila sessiliflora,Limnophila sessiliflora,Injurious Aquatic Weeds,LISE3,L48(I)
IL,Lonicera fragrantissima,Lonicera fragrantissima,Exotic Weeds,LOFR,L48(I)
IL,Lonicera japonica,Lonicera japonica,Exotic Weeds,LOJA,L48(I)HI(I)PR(I)CAN(I)
IL,Lonicera maackii,Lonicera maackii,Exotic Weeds,LOMA6,L48(I)CAN(I)
IL,Lonicera morrowii,Lonicera morrowii,Exotic Weeds,LOMO2,L48(I)CAN(I)
IL,Lonicera tatarica,Lonicera tatarica,Exotic Weeds,LOTA,L48(I)AK(I)CAN(I)
IL,Lythrum salicaria,Lythrum salicaria,Exotic Weeds,LYSA2,L48(I)CAN(I)SPM(I)
IL,Monochoria hastate,Monochoria hastata,Injurious Aquatic Weeds,MOHA2,
IL,Monochoria vaginalis,Monochoria vaginalis,Injurious Aquatic Weeds,MOVA,L48(I)HI(I)
IL,Myriophyllum aquaticum,Myriophyllum aquaticum,Injurious Aquatic Weeds,MYAQ2,L48(I)HI(I)CAN(I)
IL,Myriophyllum spicatum,Myriophyllum spicatum,Injurious Aquatic Weeds,MYSP2,L48(I)AK(I)CAN(I)
IL,Najas minor,Najas minor,Injurious Aquatic Weeds,NAMI,L48(I)CAN(I)
IL,Nymphoides peltata,Nymphoides peltata,Injurious Aquatic Weeds,NYPE,L48(I)CAN(I)
IL,Ottelia alismoides,Ottelia alismoides,Injurious Aquatic Weeds,OTAL,L48(I)
IL,Potamogeton crispus,Potamogeton crispus,Injurious Aquatic Weeds,POCR3,L48(I)CAN(I)
IL,Pueraria labata,Pueraria lobata,Noxious Weeds,PUMOL,
IL,Pueraria labata,Pueraria lobata,Exotic Weeds,PUMOL,
IL,Rhamnus arguta,Rhamnus arguta,Exotic Weeds,RHAR6,L48(I)
IL,Rhamnus cathartica,Rhamnus cathartica,Exotic Weeds,RHCA3,L48(I)CAN(I)
IL,Rhamnus davurica,Rhamnus davurica,Exotic Weeds,RHDA,L48(I)CAN(I)
IL,Rhamnus frangula,Rhamnus frangula,Exotic Weeds,FRAL4,
IL,Rhamnus japonica,Rhamnus japonica,Exotic Weeds,RHJA8,L48(I)
IL,Rhamnus utilis,Rhamnus utilis,Exotic Weeds,RHUT80,L48(I)
IL,Rosa multiflora,Rosa multiflora,Exotic Weeds,ROMU,L48(I)CAN(I)
IL,Sagittaria sagittifolia,Sagittaria sagittifolia,Injurious Aquatic Weeds,SASA7,
IL,Salvinia auriculata,Salvinia auriculata,Injurious Aquatic Weeds,SAAU,PR(I)
IL,Salvinia auriculata,Salvinia auriculata,Injurious Aquatic Weeds,SAMI7,
IL,Salvinia auriculata,Salvinia auriculata,Injurious Aquatic Weeds,SAAU,PR(I)
IL,Salvinia auriculata,Salvinia auriculata,Injurious Aquatic Weeds,SAMI7,
IL,Salvinia biloba,Salvinia biloba,Injurious Aquatic Weeds,SABI9,
IL,Salvinia herzogii,Salvinia herzogii,Injurious Aquatic Weeds,SAHE7,
IL,Salvinia molesta,Salvinia molesta,Injurious Aquatic Weeds,SAMO5,L48(I)HI(I)
IL,Sonchus arvense,Sonchus arvensis,Noxious Weeds,SOAR2,L48(I)AK(I)CAN(I)SPM(I)
IL,Sorghum almum,Sorghum almum,Noxious Weeds,SOAL,L48(I)
IL,Sorghum halapense,Sorghum halepense,Noxious Weeds,SOHA,L48(I)HI(I)PR(I)CAN(I)
IL,Sparganium erectum,Sparganium erectum,Injurious Aquatic Weeds,SPER,L48(I)
IL,Stratiotes aloides,Stratiotes aloides,Injurious Aquatic Weeds,STAL6,
IL,Tamarix sp.,Tamarix sp.,Exotic Weeds,NA,
IL,Trapa natans,Trapa natans,Injurious Aquatic Weeds,TRNA,L48(I)CAN(I)
IN,Allium spp.,Allium spp.,Prohibited Noxious Weeds,NA,
IN,Amaranthus hybridus,Amaranthus hybridus,Prohibited Noxious Weeds,AMHY,L48(N)HI(I)CAN(I)
IN,Amaranthus palmeri,Amaranthus palmeri,Prohibited Noxious Weeds,AMPA,L48(N)CAN(I)
IN,Amaranthus powellii,Amaranthus powellii,Prohibited Noxious Weeds,AMPO2,L48(N)CAN(N)
IN,Amaranthus retroflexus,Amaranthus retroflexus,Prohibited Noxious Weeds,AMRE,L48(N)AK(I)HI(I)CAN(I)SPM(I)
IN,Amaranthus rudis,Amaranthus rudis,Prohibited Noxious Weeds,AMTU,
IN,Amaranthus tuberculatus,Amaranthus tuberculatus,Prohibited Noxious Weeds,AMTU,L48(N)CAN(N)
IN,Cirsium arvense,Cirsium arvense,Prohibited Noxious Weeds,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
IN,Convolvulus arvensis,Convolvulus arvensis,Prohibited Noxious Weeds,COAR4,L48(I)HI(I)CAN(I)
IN,Conium maculatum,Conium maculatum,Prohibited Noxious Weeds,COMA2,L48(I)CAN(I)
IN,Conyza canadensis,Conyza canadensis,Prohibited Noxious Weeds,COCA5,L48(N)AK(I)HI(I)PR(N)VI(N)CAN(N)SPM(N)
IN,Elymus repens,Elymus repens,Prohibited Noxious Weeds,ELRE4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
IN,Sicyos angulatus,Sicyos angulatus,Prohibited Noxious Weeds,SIAN,L48(N)CAN(N)
IN,Sorghum almum,Sorghum almum,Prohibited Noxious Weeds,SOAL,L48(I)
IN,Sorghum bicolor,Sorghum bicolor,Prohibited Noxious Weeds,SOBI2,L48(I)HI(I)PR(I)VI(I)CAN(I)
IN,Sorghum halepense,Sorghum halepense,Prohibited Noxious Weeds,SOHA,L48(I)HI(I)PR(I)CAN(I)
IN,Sonchus arvensis,Sonchus arvensis,Prohibited Noxious Weeds,SOAR2,L48(I)AK(I)CAN(I)SPM(I)
IN,Agrostemma githago,Agrostemma githago,Restricted Noxious Weeds,AGGI,L48(I)AK(I)CAN(I)
IN,Amaranthus spp.,Amaranthus crispus,Restricted Noxious Weeds,AMCR2,L48(I)
IN,Barbarea vulgaris,Barbarea vulgaris,Restricted Noxious Weeds,BAVU,L48(I)CAN(I)GL(I)SPM(I)
IN,Brassica arvensis,Brassica arvensis,Restricted Noxious Weeds,MOAR6,
IN,Brassica arvensis,Brassica arvensis,Restricted Noxious Weeds,SIARA,
IN,Brassica arvensis,Brassica arvensis,Restricted Noxious Weeds,MOAR6,
IN,Brassica arvensis,Brassica arvensis,Restricted Noxious Weeds,SIARA,
IN,Chrysanthemum leucanthemum,Chrysanthemum leucanthemum,Restricted Noxious Weeds,LEVU,
IN,Cuscuta spp.,Cuscuta spp.,Restricted Noxious Weeds,NA,
IN,Lepidium campestre,Lepidium campestre,Restricted Noxious Weeds,LECA5,L48(I)CAN(I)SPM(I)
IN,Plantago lanceolata,Plantago lanceolata,Restricted Noxious Weeds,PLLA,L48(I)AK(I)HI(I)PR(I)CAN(I)GL(I)SPM(I)
IN,Rumex crispus,Rumex crispus,Restricted Noxious Weeds,RUCR,L48(I)AK(I)HI(I)PR(I)CAN(I)SPM(I)
IN,Setaria faberi,Setaria faberi,Restricted Noxious Weeds,SEFA,L48(I)CAN(I)
IN,Solanum carolinense,Solanum carolinense,Restricted Noxious Weeds,SOCA3,L48(N)CAN(I)
IN,Solanum ptycanthum,Solanum ptycanthum,Restricted Noxious Weeds,SOPT7,L48(N)AK(I)HI(I)VI(I)CAN(N)
IN,Thlaspi arvense,Thlaspi arvense,Restricted Noxious Weeds,THAR5,L48(I)AK(I)CAN(I)GL(I)SPM(I)
IN,Xanthium pensylvanicum,Xanthium pensylvanicum,Restricted Noxious Weeds,XASTC,
IN,Cannabis sativa,Cannabis sativa,Regulated Plants,CASA3,L48(I)HI(I)PR(I)CAN(I)
IN,Lythrum spp.,Lythrum spp.,Regulated Plants,NA,
IN,Pueraria lobata,Pueraria lobata,Regulated Plants,PUMOL,
IN,Rosa multiflora,Rosa multiflora,Regulated Plants,ROMU,L48(I)CAN(I)
IN,Azolla pinnata,Azolla pinnata,Prohibited Invasive Aquatic Plants,AZPI,L48(I)
IN,Butomus umbellatus,Butomus umbellatus,Prohibited Invasive Aquatic Plants,BUUM,L48(I)CAN(I)
IN,Caulerpa taxifolia,Caulerpa taxifolia,Prohibited Invasive Aquatic Plants,CATA5,L48(I)
IN,Egeria densa,Egeria densa,Prohibited Invasive Aquatic Plants,EGDE,L48(I)HI(I)PR(I)CAN(W)
IN,Eichhornia azurea,Eichhornia azurea,Prohibited Invasive Aquatic Plants,EIAZ2,L48(I)PR(I)
IN,Hydrilla verticillata,Hydrilla verticillata,Prohibited Invasive Aquatic Plants,HYVE3,L48(I)
IN,Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,Prohibited Invasive Aquatic Plants,HYMO6,L48(I)CAN(I)
IN,Hygrophila polysperma,Hygrophila polysperma,Prohibited Invasive Aquatic Plants,HYPO3,L48(I)
IN,Ipomoea aquatica,Ipomoea aquatica,Prohibited Invasive Aquatic Plants,IPAQ,L48(I)HI(I)PR(I)
IN,Iris pseudacorus,Iris pseudacorus,Prohibited Invasive Aquatic Plants,IRPS,L48(I)CAN(I)
IN,Lagarosiphon major,Lagarosiphon major,Prohibited Invasive Aquatic Plants,LAMA15,
IN,Limnophila sessiliflora,Limnophila sessiliflora,Prohibited Invasive Aquatic Plants,LISE3,L48(I)
IN,Monochoria hastata,Monochoria hastata,Prohibited Invasive Aquatic Plants,MOHA2,
IN,Monochoria vaginalis,Monochoria vaginalis,Prohibited Invasive Aquatic Plants,MOVA,L48(I)HI(I)
IN,Myriophyllum aquaticum,Myriophyllum aquaticum,Prohibited Invasive Aquatic Plants,MYAQ2,L48(I)HI(I)CAN(I)
IN,Myriophyllum spicatum,Myriophyllum spicatum,Prohibited Invasive Aquatic Plants,MYSP2,L48(I)AK(I)CAN(I)
IN,Najas minor,Najas minor,Prohibited Invasive Aquatic Plants,NAMI,L48(I)CAN(I)
IN,Nitellopsis obtusa,Nitellopsis obtusa,Prohibited Invasive Aquatic Plants,,
IN,Nymphoides peltata,Nymphoides peltata,Prohibited Invasive Aquatic Plants,NYPE,L48(I)CAN(I)
IN,Ottelia alismoides,Ottelia alismoides,Prohibited Invasive Aquatic Plants,OTAL,L48(I)
IN,Potamogeton crispus,Potamogeton crispus,Prohibited Invasive Aquatic Plants,POCR3,L48(I)CAN(I)
IN,Sagittaria sagittifolia,Sagittaria sagittifolia,Prohibited Invasive Aquatic Plants,SASA7,
IN,Salvinia auriculata,Salvinia auriculata,Prohibited Invasive Aquatic Plants,SAAU,PR(I)
IN,Salvinia auriculata,Salvinia auriculata,Prohibited Invasive Aquatic Plants,SAMI7,
IN,Salvinia auriculata,Salvinia auriculata,Prohibited Invasive Aquatic Plants,SAAU,PR(I)
IN,Salvinia auriculata,Salvinia auriculata,Prohibited Invasive Aquatic Plants,SAMI7,
IN,Salvinia biloba,Salvinia biloba,Prohibited Invasive Aquatic Plants,SABI9,
IN,Salvinia herzogii,Salvinia herzogii,Prohibited Invasive Aquatic Plants,SAHE7,
IN,Salvinia molesta,Salvinia molesta,Prohibited Invasive Aquatic Plants,SAMO5,L48(I)HI(I)
IN,Sparganium erectum,Sparganium erectum,Prohibited Invasive Aquatic Plants,SPER,L48(I)
IN,Stratiotes aloides,Stratiotes aloides,Prohibited Invasive Aquatic Plants,STAL6,
IN,Trapa natans,Trapa natans,Prohibited Invasive Aquatic Plants,TRNA,L48(I)CAN(I)
IN,Typha angustifolia,Typha angustifolia,Prohibited Invasive Aquatic Plants,TYAN,"L48(I,N)CAN(N)"
IN,Achyranthes japonica,Achyranthes japonica,Prohibited Invasive Terrestrial Plants,ACJA,L48(I)
IN,Ailanthus altissima,Ailanthus altissima,Prohibited Invasive Terrestrial Plants,AIAL,L48(I)HI(I)CAN(I)
IN,Alliaria petiolata,Alliaria petiolata,Prohibited Invasive Terrestrial Plants,ALPE4,L48(I)AK(I)CAN(I)
IN,Alnus glutinosa,Alnus glutinosa,Prohibited Invasive Terrestrial Plants,ALGL2,L48(I)CAN(I)
IN,Artemisia vulgaris,Artemisia vulgaris,Prohibited Invasive Terrestrial Plants,ARVU,L48(I)AK(I)HI(I)CAN(I)GL(I)
IN,Arthraxon hispidus,Arthraxon hispidus,Prohibited Invasive Terrestrial Plants,ARHI3,L48(I)HI(I)
IN,Berberis thunbergii,Berberis thunbergii,Prohibited Invasive Terrestrial Plants,BETH,L48(I)CAN(I)
IN,Carduus acanthoides,Carduus acanthoides,Prohibited Invasive Terrestrial Plants,CAAC,L48(I)CAN(I)
IN,Carduus nutans,Carduus nutans,Prohibited Invasive Terrestrial Plants,CANU4,L48(I)CAN(I)
IN,Celastrus orbiculatus,Celastrus orbiculatus,Prohibited Invasive Terrestrial Plants,CEOR7,L48(I)CAN(I)
IN,Centaurea stoebe,Centaurea stoebe,Prohibited Invasive Terrestrial Plants,CEST8,L48(I)HI(I)CAN(I)
IN,Cirsium vulgare,Cirsium vulgare,Prohibited Invasive Terrestrial Plants,CIVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
IN,Conium maculatum,Conium maculatum,Prohibited Invasive Terrestrial Plants,COMA2,L48(I)CAN(I)
IN,Convolvulus arvensis,Convolvulus arvensis,Prohibited Invasive Terrestrial Plants,COAR4,L48(I)HI(I)CAN(I)
IN,Coronilla varia,Coronilla varia,Prohibited Invasive Terrestrial Plants,SEVA4,
IN,Coronilla varia,Coronilla varia,Prohibited Invasive Terrestrial Plants,SEVA4,
IN,Coronilla varia,Coronilla varia,Prohibited Invasive Terrestrial Plants,SEVA4,
IN,Coronilla varia,Coronilla varia,Prohibited Invasive Terrestrial Plants,SEVA4,
IN,Dioscorea polystachya,Dioscorea macrostachya,Prohibited Invasive Terrestrial Plants,DIMA15,
IN,Dipsacus fullonum,Dipsacus fullonum,Prohibited Invasive Terrestrial Plants,DIFU2,L48(I)CAN(I)
