"AcceptedName","Habit","NativeStatus","n_nurseries","StatesSold","NativeRange","StatesRegulated","P_conventional","P_native","Rank"
"Carex stricta","Grass","EFNative",40,"VA, MA, PA, DE, RI, MD, NH, NY, NJ, CT, VT, OH","IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, RI, VT, WV, NM, TX, AL, DE, KY, MD, MS, NC, TN, VA",NA,0.05859375,0.301204819277108,79
"Alnus serrulata","Shrub","EFNative",29,"MA, MD, PA, NJ, VA, DE","IL, MO, OK, CT, IN, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.265060240963855,80
"Betula lenta","Tree","EFNative",29,"MA, MD, PA, NJ, VA, NH, ME","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.265060240963855,81
"Eupatorium hyssopifolium","Forb/herb","EFNative",29,"MD, RI, PA, VA, NJ, CT, DE, MA, ME, VT","IL, MO, WI, CT, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.265060240963855,82
"Rudbeckia triloba","Forb/herb","EFNative",62,"MA, OH, NY, MD, RI, PA, VA, CT, VT, ME, DE, NJ","CO, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, UT, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, TN, VA",NA,0.125,0.36144578313253,83
"Antennaria plantaginifolia","Forb/herb","EFNative",30,"MA, MD, NH, VA, RI, PA, CT, DE, WV, VT, OH, NJ","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, NH, NJ, NY, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.03125,0.265060240963855,84
"Physostegia virginiana","Forb/herb","EFNative",75,"MA, DE, OH, NY, MD, NH, PA, ME, VA, CT, VT, NJ, RI, WV","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MI, NH, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.1640625,0.397590361445783,85
"Echinacea purpurea","Forb/herb","EFNative",137,"OH, MA, MD, KY, PA, NY, NH, RI, CT, NJ, ME, VA, VT, DE, WV","CO, IL, IA, KS, MO, OK, WI, IN, MI, NY, OH, PA, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.34765625,0.578313253012048,86
"Eurybia macrophylla","Forb/herb","EFNative",39,"ME, MA, PA, MD, NJ, CT, NY, DE, RI, VT, WV, VA, NH","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, KY, MD, NC, TN, VA",NA,0.05859375,0.289156626506024,87
"Solidago sempervirens","Forb/herb","EFNative",32,"ME, MA, MD, RI, PA, NJ, VA, CT, DE, NH","CT, ME, MA, NH, NJ, NY, PA, RI, DE, MD, VA","WI",0.0390625,0.265060240963855,88
"Liatris spicata","Forb/herb","EFNative",122,"DE, MA, KY, OH, PA, NY, MD, NH, RI, NJ, VA, ME, CT, VT, WV","CO, IL, IA, KS, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.3046875,0.530120481927711,89
"Solidago juncea","Forb/herb","EFNative",24,"MA, RI, MD, PA, VA, CT, ME, NJ","IL, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.240963855421687,90
"Solidago rugosa","Forb/herb","EFNative",69,"MA, MD, KY, PA, NY, RI, CT, NJ, VA, DE, ME, OH, WV, VT, NH","IL, MO, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.1484375,0.373493975903614,91
"Symphyotrichum lateriflorum","Forb/herb","EFNative",41,"MA, PA, MD, NH, RI, CT, VA, NY, DE, ME, VT, OH, NJ","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.06640625,0.289156626506024,92
"Monarda didyma","Forb/herb","EFNative",119,"MA, PA, OH, NY, MD, NH, RI, NJ, ME, VA, CT, DE, WV, VT","CT, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, GA, KY, MD, MS, NC, TN, VA",NA,0.296875,0.518072289156627,93
"Carex lurida","Grass","EFNative",21,"VA, NJ, MA, MD, CT, PA, OH","IL, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.228915662650602,94
"Symphyotrichum oblongifolium","Forb/herb","EFNative",66,"PA, NY, MD, RI, NJ, MA, VA, DE, ME, CT, WV, NH, VT, OH","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, OH, PA, WV, NM, TX, AL, AR, KY, MD, MS, NC, TN, VA",NA,0.140625,0.36144578313253,95
"Carex pensylvanica","Grass","EFNative",95,"PA, DE, VA, MD, VT, NH, MA, NJ, OH, RI, NY, ME, CT, WV","IL, IA, MN, MO, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, TN, VA",NA,0.2265625,0.44578313253012,96
"Helianthus divaricatus","Forb/herb","EFNative",26,"PA, MD, RI, VA, DE, OH, NJ, ME","IL, IA, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.240963855421687,97
"Dryopteris marginalis","Forb/herb","EFNative",71,"OH, NY, MD, PA, MA, RI, NJ, ME, CT, DE, VA, VT, NH, WV","IL, IA, KS, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.15625,0.373493975903614,98
"Rudbeckia hirta","Forb/herb","EFNative",67,"MA, OH, PA, MD, NH, RI, VA, CT, VT, NY, ME, NJ, DE","CO, ID, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.14453125,0.36144578313253,99
"Heuchera americana","Forb/herb","EFNative",63,"MA, PA, MD, NY, NJ, VA, VT, ME, DE, OH, WV, NH, CT, RI","IL, MO, OK, CT, IN, MI, NJ, NY, OH, PA, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.1328125,0.349397590361446,100
"Amelanchier canadensis","Shrub","EFNative",108,"MA, OH, MD, NH, NJ, PA, CT, RI, NY, ME, VA, VT, WV, DE","CT, ME, MA, NH, NJ, NY, PA, RI, VT, AL, DE, GA, MD, NC, SC, TN, VA",NA,0.265625,0.481927710843373,101
"Andropogon virginicus","Grass","EFNative",35,"MD, PA, WV, VA, DE, VT, NJ, MA, CT","IL, IA, KS, MO, OK, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA","HI",0.05078125,0.265060240963855,102
"Oenothera fruticosa","Forb/herb","EFNative",40,"DE, OH, MD, RI, PA, VA, CT, VT, ME, NJ, NH, NY","IL, MO, OK, CT, IN, MA, NJ, NY, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.06640625,0.27710843373494,103
"Euonymus americanus","Forb/herb","EFNative",28,"MD, PA, CT, VA, DE, NJ","IL, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.240963855421687,104
"Onoclea sensibilis","Forb/herb","EFNative",65,"NY, MD, MA, RI, PA, VT, NJ, ME, VA, CT, DE, OH, NH","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.140625,0.349397590361446,105
"Iris cristata","Forb/herb","EFNative",66,"NY, MD, NH, RI, PA, CT, DE, VA, MA, OH, ME, VT, WV, NJ","IL, IA, MO, OK, IN, NY, OH, PA, WV, AL, AR, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.14453125,0.349397590361446,106
"Tiarella cordifolia","Forb/herb","EFNative",91,"MA, OH, PA, MD, NH, RI, CT, DE, NJ, VA, ME, VT, NY, WV","GA, MD, NC, SC, VA",NA,0.21875,0.421686746987952,107
"Arisaema triphyllum","Forb/herb","EFNative",38,"MA, MD, RI, PA, NJ, VA, CT, ME, DE, VT, WV, OH, NH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0625,0.265060240963855,108
"Ageratina altissima","Forb/herb","EFNative",48,"ME, MA, NY, MD, CT, VA, PA, NJ, DE, VT, OH, NH, RI","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.09375,0.289156626506024,109
"Phlox divaricata","Forb/herb","EFNative",81,"MA, OH, PA, NY, MD, NH, RI, CT, NJ, VA, ME, VT, DE, WV","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.19140625,0.385542168674699,110
"Elymus virginicus","Grass","EFNative",20,"RI, MA, MD, VA, PA, NJ","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.204819277108434,111
"Coreopsis tripteris","Forb/herb","EFNative",37,"MA, MD, PA, RI, VA, NJ, CT, DE, ME, VT, NY, NH, OH","IL, IA, KS, MO, OK, WI, CT, IN, MA, MI, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0625,0.253012048192771,112
"Viburnum acerifolium","Shrub","EFNative",33,"MD, NJ, MA, RI, PA, CT, OH, VA, NY, DE","IL, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05078125,0.240963855421687,113
"Rubus odoratus","Shrub","EFNative",29,"MA, PA, RI, CT, DE, ME, VA, VT, OH, NJ","MT, WA, IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, NC, TN, VA",NA,0.0390625,0.228915662650602,114
"Carex crinita","Grass","EFNative",21,"MA, PA, VA, CT, MD, NJ","IL, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.204819277108434,115
"Solidago bicolor","Forb/herb","EFNative",21,"MA, PA, RI, MD, VA, CT, NJ, ME, NH","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, AL, AR, DE, GA, KY, MD, MS, NC",NA,0.015625,0.204819277108434,116
"Rhus copallinum","Shrub","EFNative",30,"MD, NY, PA, MA, OH, VA, CT, DE, NJ, VT","IL, IA, KS, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.228915662650602,117
"Helianthus angustifolius","Forb/herb","EFNative",26,"NY, MD, PA, NJ, VA, VT","IA, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.216867469879518,118
"Tridens flavus","Grass","EFNative",18,"MA, PA, RI, MD, VA, CT, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.192771084337349,119
"Maianthemum racemosum","Forb/herb","EFNative",35,"MD, RI, PA, VA, CT, DE, OH, ME, VT, NJ, WV, NH, MA","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05859375,0.240963855421687,120
"Ratibida pinnata","Forb/herb","EFNative",35,"MA, OH, NH, PA, MD, ME, VT, NY, NJ, VA, CT","IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MA, MI, NY, OH, VT, AL, AR, FL, GA, KY, LA, MS, TN",NA,0.05859375,0.240963855421687,121
"Sanguinaria canadensis","Forb/herb","EFNative",35,"PA, MD, ME, VA, CT, DE, MA, RI, VT, OH, WV, NJ","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.05859375,0.240963855421687,122
"Dicentra cucullaria","Forb/herb","EFNative",27,"RI, MA, NY, PA, MD, CT, ME, DE, VA, VT, OH, WV","ID, OR, WA, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.03515625,0.216867469879518,123
"Mertensia virginica","Forb/herb","EFNative",64,"MA, DE, NY, MD, RI, PA, CT, ME, NJ, VA, WV, OH, VT, NH","IL, IA, KS, MN, MO, WI, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.14453125,0.325301204819277,124
"Echinacea pallida","Forb/herb","EFNative",44,"MA, MD, NH, RI, PA, CT, NJ, VA, DE, VT, OH, ME, NY","IL, IA, KS, MO, NE, OK, WI, CT, IN, ME, MA, MI, NY, RI, TX, AL, AR, GA, LA, NC, TN, VA",NA,0.0859375,0.265060240963855,125
"Betula alleghaniensis","Tree","EFNative",32,"MD, PA, OH, VT, CT, ME, NJ, NH, MA, VA","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.05078125,0.228915662650602,126
"Eutrochium dubium","Forb/herb","EFNative",77,"ME, MA, OH, NY, MD, RI, PA, NJ, VA, CT, VT, DE, WV, NH","CT, ME, MA, NH, NJ, NY, PA, RI, VT, DE, MD, NC, SC, VA",NA,0.18359375,0.36144578313253,127
"Hamamelis virginiana","Shrub","EFNative",110,"OH, MD, MA, NY, NH, NJ, PA, RI, VA, CT, ME, VT, DE","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.28125,0.457831325301205,128
"Quercus alba","Tree","EFNative",90,"OH, MD, KY, NJ, MA, PA, VA, RI, NY, VT, CT, ME, DE","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.22265625,0.397590361445783,129
"Silene caroliniana","Forb/herb","EFNative",37,"ME, NY, MD, MA, PA, VA, CT, VT, DE, OH, WV, NJ, NH","KS, MO, CT, MA, NH, NJ, NY, OH, PA, RI, WV, AL, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.06640625,0.240963855421687,130
"Rhus glabra","Shrub","EFNative",29,"OH, MD, MA, VA, CT, DE, PA, NJ, ME","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.216867469879518,131
"Juncus tenuis","Grass","EFNative",25,"MD, RI, MA, PA, VA, CT, NJ, WV","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.204819277108434,132
"Blephilia ciliata","Forb/herb","EFNative",21,"MA, NH, RI, PA, NJ, VA, MD","IL, KS, MO, OK, WI, CT, IN, MA, MI, NY, OH, PA, VT, AL, AR, GA, KY, MD, MS, NC, TN, VA",NA,0.01953125,0.192771084337349,133
"Asarum canadense","Forb/herb","EFNative",66,"NY, MD, PA, RI, MA, CT, ME, NJ, NH, VA, DE, VT, WV, OH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.15234375,0.325301204819277,134
"Agastache foeniculum","Forb/herb","EFNative",58,"MA, VT, PA, OH, MD, NH, RI, NJ, VA, CT, ME, DE, WV","CO, ID, MT, WA, WY, IL, IA, MN, ND, NE, SD, WI",NA,0.12890625,0.301204819277108,135
"Aronia melanocarpa","Shrub","EFNative",132,"OH, MA, MD, KY, NY, NJ, PA, VA, RI, CT, ME, VT, DE, NH","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.34765625,0.518072289156627,136
"Callicarpa americana","Shrub","EFNative",34,"MD, NJ, VA, PA, DE, OH","MO, OK, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05859375,0.228915662650602,137
"Lonicera sempervirens","Vine","EFNative",79,"MD, OH, NY, NH, NJ, PA, MA, RI, CT, VA, ME, DE, VT, WV","IA, KS, MO, OK, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.19140625,0.36144578313253,138
"Scutellaria incana","Forb/herb","EFNative",30,"NJ, PA, MA, VT, NH, VA, DE, OH, RI","IL, IA, KS, MO, WI, IN, MI, NJ, NY, OH, PA, WV, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.046875,0.216867469879518,139
"Cornus alternifolia","Shrub","EFNative",75,"OH, MD, NJ, RI, MA, PA, VA, CT, ME, VT, DE, NH, NY","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.1796875,0.349397590361446,140
"Baccharis halimifolia","Shrub","EFNative",26,"MD, PA, MA, RI, NJ, VA, DE, ME","OK, CT, MA, NJ, NY, PA, RI, TX, AL, AR, DE, FL, GA, LA, MD, MS, SC, VA","CA",0.03515625,0.204819277108434,141
"Erigeron pulchellus","Forb/herb","EFNative",22,"PA, MD, VA, CT, VT, DE, OH, WV, ME, RI, MA","IL, IA, KS, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.192771084337349,142
"Sisyrinchium angustifolium","Forb/herb","EFNative",80,"MA, OH, ME, NY, MD, RI, PA, NJ, VA, CT, VT, DE, WV, NH","CO, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.1953125,0.36144578313253,143
"Phlox maculata","Forb/herb","EFNative",19,"MA, NH, MD, PA, CT, NJ, ME, DE, VA","IL, IA, MN, CT, IN, ME, MI, NJ, NY, OH, PA, VT, WV, AL, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.015625,0.180722891566265,144
"Chasmanthium latifolium","Grass","EFNative",101,"MA, OH, KY, PA, NY, MD, RI, CT, ME, NJ, VA, DE, VT, NH, WV","IL, KS, MO, NE, OK, WI, IN, MI, NJ, OH, PA, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.2578125,0.421686746987952,145
"Panicum virgatum","Grass","EFNative",146,"OH, MA, MD, KY, ME, NY, PA, RI, NJ, CT, VA, VT, DE, NH, WV","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.390625,0.55421686746988,146
"Sassafras albidum","Shrub","EFNative",44,"OH, MD, KY, MA, PA, CT, NJ, VA, DE, NY, NH, ME","IL, IA, KS, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.08984375,0.253012048192771,147
"Sporobolus heterolepis","Grass","EFNative",81,"MA, PA, OH, KY, VT, NH, MD, DE, NJ, ME, VA, NY, CT, WV, RI","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NY, OH, PA, NM, AR, GA, KY, MD, NC, TN, VA",NA,0.19921875,0.36144578313253,148
"Pinus virginiana","Tree","EFNative",28,"MD, NJ, VA, OH, DE, PA, MA, RI","IN, NJ, NY, OH, PA, WV, AL, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.204819277108434,149
"Solidago rigida","Forb/herb","EFNative",24,"MA, PA, MD, VA, DE, NH, NJ","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, NM, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.192771084337349,150
"Helenium flexuosum","Forb/herb","EFNative",20,"MA, PA, MD, NJ, VA, CT, RI, DE, OH","IL, MO, OK, WI, IN, MA, MI, NJ, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.180722891566265,151
"Chrysopsis mariana","Forb/herb","EFNative",16,"RI, MD, VA, NJ, PA","NJ, NY, OH, PA, RI, WV, TX, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.168674698795181,152
"Vaccinium corymbosum","Shrub","EFNative",102,"MA, DE, OH, ME, MD, KY, NY, CT, NH, NJ, RI, PA, VA, VT","IL, MO, OK, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.26171875,0.421686746987952,153
"Anemonastrum canadense","Forb/herb","EFNative",41,"NY, MD, NH, PA, MA, RI, NJ, CT, ME, DE, VT, VA, OH","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, KY, MD, TN, VA",NA,0.08203125,0.240963855421687,154
"Parthenium integrifolium","Forb/herb","EFNative",30,"MA, NY, PA, RI, CT, MD, VA, NJ, VT, OH, NH","IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, MI, NY, OH, PA, WV, TX, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05078125,0.204819277108434,155
"Carex rosea","Grass","EFNative",26,"RI, NJ, MD, VA, PA, KY, WV, DE, MA","WY, IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.0390625,0.192771084337349,156
"Senna hebecarpa","Forb/herb","EFNative",26,"ME, VT, CT, NY, PA, VA, OH, DE, MA, MD, NH, NJ","IL, WI, NY, VT, AL, KY, MD, NC, TN",NA,0.0390625,0.192771084337349,157
"Silphium perfoliatum","Forb/herb","EFNative",26,"MA, MD, PA, VA, ME, DE, OH, NJ, VT, NH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, KY, LA, MS, NC, TN, VA","CT, ME, NY",0.0390625,0.192771084337349,158
"Vernonia glauca","Forb/herb","EFNative",26,"MA, MD, RI, PA, VA, NJ, DE, CT, VT","MA, NJ, PA, AL, DE, GA, MD, NC, SC, VA",NA,0.0390625,0.192771084337349,159
"Juncus effusus","Grass","EFNative",71,"MD, MA, NY, RI, VA, CT, NJ, PA, DE, ME, NH, VT, OH","AK, ID, MT, OR, WA, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.171875,0.325301204819277,160
"Carya glabra","Tree","EFNative",22,"MD, PA, VA, CT, DE, NJ","IL, IA, KS, MO, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.180722891566265,161
"Pontederia cordata","Forb/herb","EFNative",22,"MA, MD, CT, PA, VA, ME, NJ","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN",NA,0.02734375,0.180722891566265,162
